Date,STEL
2016-01-01,35.15
2016-01-04,34.0
2016-01-05,33.6
2016-01-06,34.45
2016-01-07,32.4
2016-01-08,32.8
2016-01-11,33.25
2016-01-12,33.75
2016-01-13,31.8
2016-01-14,30.3
2016-01-15,28.3
2016-01-18,27.35
2016-01-19,27.9
2016-01-20,27.05
2016-01-21,26.95
2016-01-22,28.95
2016-01-25,28.05
2016-01-27,26.75
2016-01-28,27.2
2016-01-29,27.05
2016-02-01,27.85
2016-02-02,27.5
2016-02-03,26.05
2016-02-04,26.75
2016-02-05,27.1
2016-02-08,29.65
2016-02-09,28.35
2016-02-10,26.9
2016-02-11,25.4
2016-02-12,24.0
2016-02-15,25.45
2016-02-16,25.5
2016-02-17,24.4
2016-02-18,24.0
2016-02-19,23.65
2016-02-22,24.8
2016-02-23,23.3
2016-02-24,23.5
2016-02-25,23.0
2016-02-26,23.45
2016-02-29,23.75
2016-03-01,23.0
2016-03-02,24.0
2016-03-03,25.5
2016-03-04,25.3
2016-03-08,25.0
2016-03-09,25.15
2016-03-10,25.4
2016-03-11,24.8
2016-03-14,24.8
2016-03-15,24.75
2016-03-16,24.95
2016-03-17,25.0
2016-03-18,25.0
2016-03-21,24.55
2016-03-22,25.1
2016-03-23,24.55
2016-03-28,24.25
2016-03-29,25.3
2016-03-30,26.0
2016-03-31,26.0
2016-04-01,25.75
2016-04-04,25.25
2016-04-05,25.8
2016-04-06,27.05
2016-04-07,28.25
2016-04-08,27.0
2016-04-11,27.35
2016-04-12,29.1
2016-04-13,28.85
2016-04-18,28.05
2016-04-20,27.7
2016-04-21,28.85
2016-04-22,27.4
2016-04-25,27.2
2016-04-26,29.3
2016-04-27,28.6
2016-04-28,28.35
2016-04-29,28.1
2016-05-02,28.25
2016-05-03,28.8
2016-05-04,28.25
2016-05-05,28.45
2016-05-06,28.45
2016-05-09,28.3
2016-05-10,28.2
2016-05-11,28.7
2016-05-12,28.4
2016-05-13,28.65
2016-05-16,28.5
2016-05-17,28.55
2016-05-18,28.75
2016-05-19,28.3
2016-05-20,29.0
2016-05-23,28.75
2016-05-24,28.7
2016-05-25,29.0
2016-05-26,28.15
2016-05-27,28.4
2016-05-30,28.3
2016-05-31,27.75
2016-06-01,26.85
2016-06-02,26.6
2016-06-03,26.95
2016-06-06,26.65
2016-06-07,27.85
2016-06-08,28.3
2016-06-09,27.8
2016-06-10,27.05
2016-06-13,27.05
2016-06-14,27.0
2016-06-15,27.45
2016-06-16,27.05
2016-06-17,27.8
2016-06-20,27.3
2016-06-21,27.25
2016-06-22,27.75
2016-06-23,27.7
2016-06-24,26.3
2016-06-27,26.4
2016-06-28,27.75
2016-06-29,28.0
2016-06-30,28.3
2016-07-01,28.9
2016-07-04,29.1
2016-07-05,28.55
2016-07-07,28.3
2016-07-08,28.1
2016-07-11,27.5
2016-07-12,27.4
2016-07-13,27.1
2016-07-14,27.3
2016-07-15,27.25
2016-07-18,27.0
2016-07-19,27.0
2016-07-20,27.75
2016-07-21,27.25
2016-07-22,27.1
2016-07-25,27.45
2016-07-26,27.65
2016-07-27,27.5
2016-07-28,27.95
2016-07-29,31.25
2016-08-01,30.35
2016-08-02,29.6
2016-08-03,28.9
2016-08-04,28.25
2016-08-05,28.75
2016-08-08,29.1
2016-08-09,30.9
2016-08-10,29.8
2016-08-11,29.9
2016-08-12,30.7
2016-08-16,30.05
2016-08-17,29.55
2016-08-18,29.9
2016-08-19,29.35
2016-08-22,29.95
2016-08-23,29.8
2016-08-24,33.5
2016-08-25,32.6
2016-08-26,31.8
2016-08-29,31.75
2016-08-30,32.0
2016-08-31,32.05
2016-09-01,30.65
2016-09-02,31.8
2016-09-06,31.6
2016-09-07,31.75
2016-09-08,32.65
2016-09-09,32.95
2016-09-12,35.5
2016-09-14,40.85
2016-09-15,43.2
2016-09-16,42.8
2016-09-19,41.95
2016-09-20,40.9
2016-09-21,43.05
2016-09-22,41.4
2016-09-23,40.6
2016-09-26,40.1
2016-09-27,42.4
2016-09-28,43.7
2016-09-29,39.1
2016-09-30,44.65
2016-10-03,53.55
2016-10-04,52.9
2016-10-05,51.95
2016-10-06,54.95
2016-10-07,56.35
2016-10-10,61.9
2016-10-13,62.9
2016-10-14,67.65
2016-10-17,68.85
2016-10-18,65.45
2016-10-19,64.15
2016-10-20,63.25
2016-10-21,63.15
2016-10-24,61.35
2016-10-25,58.3
2016-10-26,58.5
2016-10-27,57.8
2016-10-28,59.15
2016-10-30,59.3
2016-11-01,57.85
2016-11-02,55.05
2016-11-03,52.65
2016-11-04,49.1
2016-11-07,52.1
2016-11-08,51.4
2016-11-09,49.35
2016-11-10,51.4
2016-11-11,48.2
2016-11-15,44.8
2016-11-16,45.0
2016-11-17,44.0
2016-11-18,42.1
2016-11-21,40.85
2016-11-22,41.05
2016-11-23,41.2
2016-11-24,40.85
2016-11-25,44.9
2016-11-28,49.15
2016-11-29,48.25
2016-11-30,52.65
2016-12-01,50.75
2016-12-02,50.05
2016-12-05,50.0
2016-12-06,48.8
2016-12-07,48.5
2016-12-08,49.75
2016-12-09,49.05
2016-12-12,47.5
2016-12-13,48.05
2016-12-14,47.3
2016-12-15,48.25
2016-12-16,46.9
2016-12-19,47.75
2016-12-20,46.8
2016-12-21,46.2
2016-12-22,44.5
2016-12-23,43.8
2016-12-26,43.1
2016-12-27,43.8
2016-12-28,43.7
2016-12-29,44.15
2016-12-30,44.0
