Date,HEROMOTOCO
2016-01-01,2686.05
2016-01-04,2637.8
2016-01-05,2616.85
2016-01-06,2578.2
2016-01-07,2520.1
2016-01-08,2489.65
2016-01-11,2505.45
2016-01-12,2467.2
2016-01-13,2473.7
2016-01-14,2437.55
2016-01-15,2427.75
2016-01-18,2435.55
2016-01-19,2482.8
2016-01-20,2488.5
2016-01-21,2469.9
2016-01-22,2591.5
2016-01-25,2525.2
2016-01-27,2482.45
2016-01-28,2439.6
2016-01-29,2565.65
2016-02-01,2535.6
2016-02-02,2518.3
2016-02-03,2484.85
2016-02-04,2513.8
2016-02-05,2584.75
2016-02-08,2568.3
2016-02-09,2581.35
2016-02-10,2555.6
2016-02-11,2496.9
2016-02-12,2489.25
2016-02-15,2507.35
2016-02-16,2512.5
2016-02-17,2524.55
2016-02-18,2617.75
2016-02-19,2706.2
2016-02-22,2702.55
2016-02-23,2661.15
2016-02-24,2621.25
2016-02-25,2621.35
2016-02-26,2555.4
2016-02-29,2499.9
2016-03-01,2667.25
2016-03-02,2806.7
2016-03-03,2826.0
2016-03-04,2835.85
2016-03-08,2809.55
2016-03-09,2816.5
2016-03-10,2812.4
2016-03-11,2813.35
2016-03-14,2816.3
2016-03-15,2813.05
2016-03-16,2798.3
2016-03-17,2821.1
2016-03-18,2831.0
2016-03-21,2799.6
2016-03-22,2861.5
2016-03-23,2871.4
2016-03-28,2848.0
2016-03-29,2856.85
2016-03-30,2923.8
2016-03-31,2945.7
2016-04-01,2951.05
2016-04-04,2983.7
2016-04-05,2963.3
2016-04-06,2991.25
2016-04-07,2968.0
2016-04-08,2915.7
2016-04-11,2976.55
2016-04-12,3051.45
2016-04-13,3148.05
2016-04-18,3054.5
2016-04-20,3039.1
2016-04-21,2986.3
2016-04-22,2997.05
2016-04-25,2961.8
2016-04-26,2931.85
2016-04-27,2949.9
2016-04-28,2899.65
2016-04-29,2897.4
2016-05-02,2904.35
2016-05-03,2885.45
2016-05-04,2894.45
2016-05-05,2893.75
2016-05-06,2890.3
2016-05-09,2943.65
2016-05-10,2957.8
2016-05-11,2961.55
2016-05-12,2951.0
2016-05-13,2912.6
2016-05-16,2900.6
2016-05-17,2932.45
2016-05-18,2878.45
2016-05-19,2891.3
