Date,MAJESCO
2016-01-01,725.85
2016-01-04,719.65
2016-01-05,759.05
2016-01-06,756.35
2016-01-07,713.45
2016-01-08,739.25
2016-01-11,758.25
2016-01-12,753.75
2016-01-13,702.4
2016-01-14,670.65
2016-01-15,625.0
2016-01-18,561.7
2016-01-19,583.55
2016-01-20,548.4
2016-01-21,549.6
2016-01-22,579.8
2016-01-25,585.95
2016-01-27,607.05
2016-01-28,598.9
2016-01-29,605.35
2016-02-01,597.05
2016-02-02,569.35
2016-02-03,548.85
2016-02-04,534.2
2016-02-05,562.7
2016-02-08,554.9
2016-02-09,544.9
2016-02-10,529.2
2016-02-11,479.5
2016-02-12,472.8
2016-02-15,500.85
2016-02-16,496.25
2016-02-17,485.85
2016-02-18,486.55
2016-02-19,477.3
2016-02-22,479.05
2016-02-23,473.65
2016-02-24,450.5
2016-02-25,459.15
2016-02-26,455.6
2016-02-29,454.05
2016-03-01,492.35
2016-03-02,505.3
2016-03-03,524.65
2016-03-04,558.85
2016-03-08,544.55
2016-03-09,554.35
2016-03-10,560.15
2016-03-11,550.7
2016-03-14,594.5
2016-03-15,583.0
2016-03-16,571.85
2016-03-17,568.45
2016-03-18,565.7
2016-03-21,579.45
2016-03-22,583.55
2016-03-23,571.45
2016-03-28,549.4
2016-03-29,544.4
2016-03-30,556.65
2016-03-31,568.5
2016-04-01,560.05
2016-04-04,563.5
2016-04-05,550.6
2016-04-06,585.0
2016-04-07,592.35
2016-04-08,616.2
2016-04-11,615.45
2016-04-12,618.65
2016-04-13,617.35
2016-04-18,618.0
2016-04-20,613.8
2016-04-21,622.05
2016-04-22,614.65
2016-04-25,595.55
2016-04-26,598.6
2016-04-27,595.55
2016-04-28,576.9
2016-04-29,572.25
2016-05-02,562.0
2016-05-03,565.5
2016-05-04,553.5
2016-05-05,553.7
2016-05-06,544.95
2016-05-09,552.55
2016-05-10,561.0
2016-05-11,572.15
2016-05-12,590.65
2016-05-13,589.05
2016-05-16,582.15
2016-05-17,588.8
2016-05-18,586.15
2016-05-19,566.6
2016-05-20,556.35
2016-05-23,543.25
2016-05-24,561.1
2016-05-25,570.4
2016-05-26,563.6
2016-05-27,560.2
2016-05-30,564.45
2016-05-31,567.9
2016-06-01,565.2
2016-06-02,560.6
2016-06-03,553.65
2016-06-06,545.25
2016-06-07,543.35
2016-06-08,544.4
2016-06-09,543.75
2016-06-10,554.7
2016-06-13,544.8
2016-06-14,546.35
2016-06-15,548.25
2016-06-16,534.1
2016-06-17,538.3
2016-06-20,537.75
2016-06-21,542.95
2016-06-22,545.55
2016-06-23,545.3
2016-06-24,526.45
2016-06-27,523.95
2016-06-28,526.65
2016-06-29,529.5
2016-06-30,538.45
2016-07-01,538.0
2016-07-04,539.7
2016-07-05,529.05
2016-07-07,528.15
2016-07-08,523.4
2016-07-11,525.7
2016-07-12,519.1
2016-07-13,516.45
2016-07-14,516.35
2016-07-15,505.95
2016-07-18,500.65
2016-07-19,492.1
2016-07-20,487.7
2016-07-21,477.9
2016-07-22,480.25
2016-07-25,565.15
2016-07-26,540.1
2016-07-27,544.8
2016-07-28,545.3
2016-07-29,541.0
2016-08-01,536.7
2016-08-02,516.75
2016-08-03,499.3
2016-08-04,489.85
2016-08-05,504.5
2016-08-08,524.1
2016-08-09,509.7
2016-08-10,499.15
2016-08-11,493.2
2016-08-12,487.15
2016-08-16,482.15
2016-08-17,483.3
2016-08-18,508.6
2016-08-19,499.55
2016-08-22,490.95
2016-08-23,486.1
2016-08-24,519.15
2016-08-25,504.4
2016-08-26,510.85
2016-08-29,503.85
2016-08-30,491.5
2016-08-31,483.35
2016-09-01,481.1
2016-09-02,486.35
2016-09-06,485.8
2016-09-07,487.05
2016-09-08,485.9
2016-09-09,487.3
2016-09-12,475.95
2016-09-14,478.8
2016-09-15,477.5
2016-09-16,477.4
2016-09-19,470.95
2016-09-20,463.75
2016-09-21,449.35
2016-09-22,467.0
2016-09-23,479.65
2016-09-26,472.45
2016-09-27,468.6
2016-09-28,468.45
2016-09-29,431.6
2016-09-30,454.8
2016-10-03,467.15
2016-10-04,486.1
2016-10-05,476.8
2016-10-06,463.5
2016-10-07,463.05
2016-10-10,461.7
2016-10-13,447.1
2016-10-14,439.05
2016-10-17,436.6
2016-10-18,454.55
2016-10-19,440.25
2016-10-20,435.65
2016-10-21,436.75
2016-10-24,450.45
2016-10-25,443.7
2016-10-26,429.05
2016-10-27,437.0
2016-10-28,435.65
2016-10-30,441.15
2016-11-01,431.8
2016-11-02,439.9
2016-11-03,426.75
2016-11-04,417.95
2016-11-07,417.6
2016-11-08,412.55
2016-11-09,395.35
2016-11-10,415.9
2016-11-11,404.4
2016-11-15,384.25
2016-11-16,377.65
2016-11-17,356.7
2016-11-18,360.15
2016-11-21,353.35
2016-11-22,355.25
2016-11-23,366.25
2016-11-24,369.7
2016-11-25,390.8
2016-11-28,400.25
2016-11-29,397.0
2016-11-30,398.2
2016-12-01,395.05
2016-12-02,391.9
2016-12-05,394.6
2016-12-06,388.3
2016-12-07,383.8
2016-12-08,389.45
2016-12-09,422.75
2016-12-12,407.75
2016-12-13,404.45
2016-12-14,402.3
2016-12-15,404.2
2016-12-16,408.35
2016-12-19,401.65
2016-12-20,394.05
2016-12-21,394.65
2016-12-22,385.25
2016-12-23,385.4
2016-12-26,372.05
2016-12-27,387.5
2016-12-28,381.0
2016-12-29,383.9
2016-12-30,391.7
