Date,FINPIPE
2016-01-01,299.4
2016-01-04,301.65
2016-01-05,303.35
2016-01-06,302.5
2016-01-07,299.1
2016-01-08,301.35
2016-01-11,299.95
2016-01-12,305.6
2016-01-13,296.05
2016-01-14,289.75
2016-01-15,287.0
2016-01-18,276.05
2016-01-19,273.1
2016-01-20,264.75
2016-01-21,274.95
2016-01-22,282.8
2016-01-25,305.55
2016-01-27,307.0
2016-01-28,306.6
2016-01-29,317.9
2016-02-01,319.65
2016-02-02,311.1
2016-02-03,301.1
2016-02-04,303.8
2016-02-05,306.15
2016-02-08,308.95
2016-02-09,310.95
2016-02-10,309.2
2016-02-11,295.2
2016-02-12,284.3
2016-02-15,304.65
2016-02-16,298.7
2016-02-17,295.85
2016-02-18,301.7
2016-02-19,303.55
2016-02-22,306.75
2016-02-23,305.05
2016-02-24,305.2
2016-02-25,305.95
2016-02-26,306.7
2016-02-29,307.1
2016-03-01,315.35
2016-03-02,334.75
2016-03-03,339.3
2016-03-04,339.7
2016-03-08,359.05
2016-03-09,360.35
2016-03-10,360.15
2016-03-11,374.65
2016-03-14,370.2
2016-03-15,369.45
2016-03-16,356.7
2016-03-17,365.05
2016-03-18,380.7
2016-03-21,374.85
2016-03-22,366.0
2016-03-23,353.95
2016-03-28,354.85
2016-03-29,369.4
2016-03-30,367.25
2016-03-31,364.15
2016-04-01,367.0
2016-04-04,368.7
2016-04-05,359.85
2016-04-06,364.55
2016-04-07,366.2
2016-04-08,359.35
2016-04-11,355.6
2016-04-12,362.25
2016-04-13,368.8
2016-04-18,379.5
2016-04-20,374.6
2016-04-21,365.8
2016-04-22,365.6
2016-04-25,360.9
2016-04-26,362.1
2016-04-27,361.25
2016-04-28,357.3
2016-04-29,361.8
2016-05-02,359.25
2016-05-03,360.2
2016-05-04,363.35
2016-05-05,362.65
2016-05-06,367.0
2016-05-09,366.45
2016-05-10,371.95
2016-05-11,376.7
2016-05-12,379.95
2016-05-13,390.0
2016-05-16,398.5
2016-05-17,396.05
2016-05-18,396.2
2016-05-19,395.0
2016-05-20,395.0
2016-05-23,400.05
2016-05-24,392.05
2016-05-25,385.15
2016-05-26,387.35
2016-05-27,385.15
2016-05-30,399.3
2016-05-31,387.95
2016-06-01,391.6
2016-06-02,387.75
2016-06-03,397.8
2016-06-06,395.4
2016-06-07,412.9
2016-06-08,413.45
2016-06-09,409.8
2016-06-10,416.0
2016-06-13,410.45
2016-06-14,410.85
2016-06-15,407.7
2016-06-16,410.3
2016-06-17,425.3
2016-06-20,417.05
2016-06-21,413.4
2016-06-22,417.3
2016-06-23,413.3
2016-06-24,411.0
2016-06-27,410.05
2016-06-28,416.2
2016-06-29,425.35
2016-06-30,427.4
2016-07-01,432.85
2016-07-04,444.95
2016-07-05,444.95
2016-07-07,436.55
2016-07-08,440.15
2016-07-11,450.95
2016-07-12,454.9
2016-07-13,454.6
2016-07-14,455.5
2016-07-15,457.3
2016-07-18,448.65
2016-07-19,450.1
2016-07-20,454.25
2016-07-21,451.85
2016-07-22,453.0
2016-07-25,457.1
2016-07-26,456.7
2016-07-27,475.9
2016-07-28,469.95
2016-07-29,471.35
2016-08-01,470.3
2016-08-02,461.3
2016-08-03,455.4
2016-08-04,457.5
2016-08-05,456.95
2016-08-08,456.75
2016-08-09,455.1
2016-08-10,455.3
2016-08-11,455.2
2016-08-12,455.05
2016-08-16,455.15
2016-08-17,459.4
2016-08-18,458.15
2016-08-19,458.9
2016-08-22,459.85
2016-08-23,460.1
2016-08-24,482.3
2016-08-25,473.9
2016-08-26,460.5
2016-08-29,473.4
2016-08-30,477.9
2016-08-31,485.9
2016-09-01,482.0
2016-09-02,465.45
2016-09-06,471.5
2016-09-07,470.95
2016-09-08,472.1
2016-09-09,470.55
2016-09-12,468.8
2016-09-14,469.5
2016-09-15,480.25
2016-09-16,476.75
2016-09-19,470.75
2016-09-20,472.5
2016-09-21,476.25
2016-09-22,467.4
2016-09-23,465.8
2016-09-26,460.0
2016-09-27,461.0
2016-09-28,455.95
2016-09-29,455.05
2016-09-30,451.05
2016-10-03,454.95
2016-10-04,457.15
2016-10-05,459.45
2016-10-06,457.95
2016-10-07,468.55
2016-10-10,460.35
2016-10-13,464.75
2016-10-14,459.2
2016-10-17,456.9
2016-10-18,460.8
2016-10-19,455.25
2016-10-20,455.1
2016-10-21,456.3
2016-10-24,460.4
2016-10-25,456.0
2016-10-26,453.35
2016-10-27,453.95
2016-10-28,450.4
2016-10-30,463.15
2016-11-01,457.3
2016-11-02,450.95
2016-11-03,452.0
2016-11-04,443.9
2016-11-07,445.85
2016-11-08,444.25
2016-11-09,446.15
2016-11-10,453.35
2016-11-11,433.65
2016-11-15,415.3
2016-11-16,413.3
2016-11-17,399.9
2016-11-18,408.3
2016-11-21,388.05
2016-11-22,416.85
2016-11-23,405.45
2016-11-24,405.6
2016-11-25,422.05
2016-11-28,422.8
2016-11-29,426.4
2016-11-30,441.6
2016-12-01,437.45
2016-12-02,428.5
2016-12-05,420.1
2016-12-06,417.8
2016-12-07,414.35
2016-12-08,422.05
2016-12-09,418.25
2016-12-12,421.8
2016-12-13,424.85
2016-12-14,426.9
2016-12-15,430.9
2016-12-16,431.55
2016-12-19,433.2
2016-12-20,430.35
2016-12-21,430.85
2016-12-22,429.8
2016-12-23,436.2
2016-12-26,430.85
2016-12-27,432.45
2016-12-28,431.05
2016-12-29,449.9
2016-12-30,435.0
