Date,KPIT
2016-01-01,168.7
2016-01-04,169.05
2016-01-05,169.3
2016-01-06,166.15
2016-01-07,159.5
2016-01-08,159.9
2016-01-11,158.45
2016-01-12,159.7
2016-01-13,151.6
2016-01-14,152.1
2016-01-15,148.65
2016-01-18,144.1
2016-01-19,139.15
2016-01-20,143.6
2016-01-21,138.95
2016-01-22,141.55
2016-01-25,146.6
2016-01-27,142.45
2016-01-28,143.65
2016-01-29,143.3
2016-02-01,141.2
2016-02-02,142.1
2016-02-03,137.4
2016-02-04,131.55
2016-02-05,136.95
2016-02-08,135.35
2016-02-09,132.05
2016-02-10,129.0
2016-02-11,118.4
2016-02-12,113.05
2016-02-15,120.8
2016-02-16,120.55
2016-02-17,120.45
2016-02-18,119.4
2016-02-19,124.55
2016-02-22,126.0
2016-02-23,123.5
2016-02-24,129.1
2016-02-25,126.8
2016-02-26,131.35
2016-02-29,133.8
2016-03-01,137.5
2016-03-02,141.95
2016-03-03,151.15
2016-03-04,144.6
2016-03-08,142.6
2016-03-09,141.05
2016-03-10,142.25
2016-03-11,142.4
2016-03-14,142.2
2016-03-15,140.6
2016-03-16,140.45
2016-03-17,141.55
2016-03-18,143.45
2016-03-21,143.0
2016-03-22,143.35
2016-03-23,143.8
2016-03-28,143.7
2016-03-29,141.9
2016-03-30,142.7
2016-03-31,147.85
2016-04-01,151.35
2016-04-04,151.2
2016-04-05,149.3
2016-04-06,149.6
2016-04-07,144.35
2016-04-08,144.05
2016-04-11,148.0
2016-04-12,147.9
2016-04-13,147.65
2016-04-18,153.35
2016-04-20,153.65
2016-04-21,154.35
2016-04-22,149.95
2016-04-25,151.6
2016-04-26,152.1
2016-04-27,154.25
2016-04-28,161.05
2016-04-29,159.9
2016-05-02,159.4
2016-05-03,160.05
2016-05-04,158.15
2016-05-05,158.7
2016-05-06,157.85
2016-05-09,163.5
2016-05-10,164.45
2016-05-11,164.65
2016-05-12,164.65
2016-05-13,164.5
2016-05-16,161.45
2016-05-17,160.3
2016-05-18,163.4
2016-05-19,164.25
2016-05-20,163.85
2016-05-23,161.25
2016-05-24,162.0
2016-05-25,163.45
2016-05-26,165.05
2016-05-27,172.85
2016-05-30,177.6
2016-05-31,181.0
2016-06-01,179.0
2016-06-02,174.1
2016-06-03,175.6
2016-06-06,176.8
2016-06-07,186.3
2016-06-08,185.35
2016-06-09,178.85
2016-06-10,184.9
2016-06-13,189.85
2016-06-14,178.8
2016-06-15,178.5
2016-06-16,182.55
2016-06-17,184.6
2016-06-20,183.0
2016-06-21,191.55
2016-06-22,188.75
2016-06-23,187.15
2016-06-24,177.75
2016-06-27,177.3
2016-06-28,179.3
2016-06-29,180.1
2016-06-30,184.3
2016-07-01,157.15
2016-07-04,154.55
2016-07-05,156.05
2016-07-07,150.9
2016-07-08,149.15
2016-07-11,148.9
2016-07-12,144.9
2016-07-13,147.35
2016-07-14,145.8
2016-07-15,143.8
2016-07-18,140.0
2016-07-19,134.55
2016-07-20,132.7
2016-07-21,136.8
2016-07-22,134.8
2016-07-25,134.25
2016-07-26,133.75
2016-07-27,135.3
2016-07-28,137.95
2016-07-29,131.35
2016-08-01,132.6
2016-08-02,128.7
2016-08-03,127.35
2016-08-04,127.9
2016-08-05,132.35
2016-08-08,132.15
2016-08-09,130.0
2016-08-10,127.1
2016-08-11,125.9
2016-08-12,127.9
2016-08-16,127.05
2016-08-17,126.15
2016-08-18,130.85
2016-08-19,134.4
2016-08-22,133.9
2016-08-23,135.4
2016-08-24,135.45
2016-08-25,129.6
2016-08-26,127.8
2016-08-29,127.45
2016-08-30,127.55
2016-08-31,127.25
2016-09-01,129.8
2016-09-02,128.85
2016-09-06,129.05
2016-09-07,129.7
2016-09-08,130.8
2016-09-09,130.15
2016-09-12,126.5
2016-09-14,130.15
2016-09-15,128.45
2016-09-16,132.25
2016-09-19,132.05
2016-09-20,131.1
2016-09-21,130.6
2016-09-22,131.05
2016-09-23,130.75
2016-09-26,130.0
2016-09-27,130.2
2016-09-28,134.8
2016-09-29,124.0
2016-09-30,124.1
2016-10-03,126.7
2016-10-04,130.4
2016-10-05,133.55
2016-10-06,132.15
2016-10-07,128.8
2016-10-10,130.75
2016-10-13,129.2
2016-10-14,131.15
2016-10-17,128.6
2016-10-18,131.15
2016-10-19,136.1
2016-10-20,141.75
2016-10-21,140.1
2016-10-24,142.4
2016-10-25,146.25
2016-10-26,144.45
2016-10-27,144.4
2016-10-28,143.3
2016-10-30,143.15
2016-11-01,140.0
2016-11-02,132.95
2016-11-03,130.5
2016-11-04,131.65
2016-11-07,133.45
2016-11-08,135.05
2016-11-09,131.1
2016-11-10,133.2
2016-11-11,127.85
2016-11-15,126.45
2016-11-16,129.0
2016-11-17,129.2
2016-11-18,130.05
2016-11-21,126.5
2016-11-22,126.75
2016-11-23,126.85
2016-11-24,126.45
2016-11-25,130.7
2016-11-28,129.3
2016-11-29,131.85
2016-11-30,131.9
2016-12-01,132.2
2016-12-02,132.15
2016-12-05,130.8
2016-12-06,131.95
2016-12-07,129.4
2016-12-08,131.85
2016-12-09,133.5
2016-12-12,131.15
2016-12-13,133.6
2016-12-14,135.55
2016-12-15,138.2
2016-12-16,137.45
2016-12-19,138.0
2016-12-20,137.0
2016-12-21,137.8
2016-12-22,137.3
2016-12-23,136.8
2016-12-26,134.45
2016-12-27,134.5
2016-12-28,134.85
2016-12-29,133.35
2016-12-30,134.35
