Date,DBCORP
2016-01-01,327.8
2016-01-04,325.25
2016-01-05,326.05
2016-01-06,323.1
2016-01-07,323.65
2016-01-08,324.55
2016-01-11,323.35
2016-01-12,326.8
2016-01-13,324.1
2016-01-14,318.1
2016-01-15,315.7
2016-01-18,305.4
2016-01-19,311.15
2016-01-20,301.15
2016-01-21,294.55
2016-01-22,318.3
2016-01-25,313.9
2016-01-27,313.1
2016-01-28,315.45
2016-01-29,318.1
2016-02-01,318.7
2016-02-02,318.75
2016-02-03,317.6
2016-02-04,320.0
2016-02-05,321.05
2016-02-08,321.1
2016-02-09,318.35
2016-02-10,321.65
2016-02-11,315.4
2016-02-12,312.5
2016-02-15,313.4
2016-02-16,311.0
2016-02-17,305.2
2016-02-18,306.45
2016-02-19,307.45
2016-02-22,308.85
2016-02-23,307.1
2016-02-24,306.0
2016-02-25,309.35
2016-02-26,306.85
2016-02-29,307.3
2016-03-01,309.25
2016-03-02,317.6
2016-03-03,311.95
2016-03-04,319.7
2016-03-08,324.35
2016-03-09,324.8
2016-03-10,325.2
2016-03-11,318.25
2016-03-14,315.5
2016-03-15,315.85
2016-03-16,312.25
2016-03-17,315.25
2016-03-18,314.95
2016-03-21,310.05
2016-03-22,313.0
2016-03-23,308.4
2016-03-28,304.6
2016-03-29,305.4
2016-03-30,301.65
2016-03-31,310.3
2016-04-01,309.15
2016-04-04,320.55
2016-04-05,304.3
2016-04-06,305.45
2016-04-07,307.05
2016-04-08,307.0
2016-04-11,312.55
2016-04-12,308.45
2016-04-13,319.65
2016-04-18,324.35
2016-04-20,331.05
2016-04-21,330.55
2016-04-22,332.55
2016-04-25,331.75
2016-04-26,330.5
2016-04-27,329.8
2016-04-28,330.15
2016-04-29,326.6
2016-05-02,329.7
2016-05-03,331.9
2016-05-04,329.6
2016-05-05,329.55
2016-05-06,325.85
2016-05-09,326.0
2016-05-10,329.75
2016-05-11,324.1
2016-05-12,329.6
2016-05-13,324.7
2016-05-16,323.15
2016-05-17,329.95
2016-05-18,330.35
2016-05-19,316.7
2016-05-20,322.9
2016-05-23,329.0
2016-05-24,327.6
2016-05-25,330.25
2016-05-26,346.2
2016-05-27,346.8
2016-05-30,366.25
2016-05-31,376.05
2016-06-01,372.15
2016-06-02,369.3
2016-06-03,374.85
2016-06-06,389.7
2016-06-07,375.8
2016-06-08,373.0
2016-06-09,371.15
2016-06-10,371.9
2016-06-13,372.9
2016-06-14,374.45
2016-06-15,373.7
2016-06-16,373.0
2016-06-17,377.4
2016-06-20,373.8
2016-06-21,376.1
2016-06-22,374.95
2016-06-23,375.95
2016-06-24,379.3
2016-06-27,375.0
2016-06-28,375.0
2016-06-29,376.25
2016-06-30,375.0
2016-07-01,379.5
2016-07-04,387.9
2016-07-05,387.5
2016-07-07,382.15
2016-07-08,382.45
2016-07-11,382.75
2016-07-12,378.2
2016-07-13,379.9
2016-07-14,379.85
2016-07-15,379.35
2016-07-18,378.2
2016-07-19,380.1
2016-07-20,393.05
2016-07-21,403.15
2016-07-22,406.15
2016-07-25,408.35
2016-07-26,405.4
2016-07-27,405.8
2016-07-28,404.95
2016-07-29,404.65
2016-08-01,408.25
2016-08-02,416.1
2016-08-03,414.45
2016-08-04,409.2
2016-08-05,409.9
2016-08-08,409.8
2016-08-09,406.45
2016-08-10,408.25
2016-08-11,402.35
2016-08-12,403.85
2016-08-16,409.0
2016-08-17,409.75
2016-08-18,407.3
2016-08-19,406.95
2016-08-22,405.65
2016-08-23,409.8
2016-08-24,407.4
2016-08-25,410.0
2016-08-26,408.0
2016-08-29,408.55
2016-08-30,409.9
2016-08-31,411.25
2016-09-01,409.85
2016-09-02,406.45
2016-09-06,411.9
2016-09-07,411.7
2016-09-08,412.0
2016-09-09,405.25
2016-09-12,400.0
2016-09-14,399.9
2016-09-15,400.0
2016-09-16,397.15
2016-09-19,399.1
2016-09-20,399.45
2016-09-21,399.25
2016-09-22,399.9
2016-09-23,399.85
2016-09-26,396.3
2016-09-27,399.15
2016-09-28,399.55
2016-09-29,391.3
2016-09-30,394.85
2016-10-03,394.85
2016-10-04,395.0
2016-10-05,394.5
2016-10-06,387.35
2016-10-07,381.05
2016-10-10,398.85
2016-10-13,395.35
2016-10-14,398.35
2016-10-17,398.05
2016-10-18,395.9
2016-10-19,399.6
2016-10-20,397.45
2016-10-21,396.5
2016-10-24,390.9
2016-10-25,386.35
2016-10-26,384.45
2016-10-27,384.25
2016-10-28,381.1
2016-10-30,386.85
2016-11-01,384.3
2016-11-02,381.85
2016-11-03,379.7
2016-11-04,381.5
2016-11-07,380.4
2016-11-08,380.3
2016-11-09,374.1
2016-11-10,376.55
2016-11-11,371.0
2016-11-15,369.7
2016-11-16,368.5
2016-11-17,372.05
2016-11-18,374.05
2016-11-21,370.6
2016-11-22,369.25
2016-11-23,368.05
2016-11-24,362.75
2016-11-25,361.1
2016-11-28,365.3
2016-11-29,364.5
2016-11-30,362.75
2016-12-01,363.85
2016-12-02,361.7
2016-12-05,358.9
2016-12-06,348.9
2016-12-07,350.1
2016-12-08,355.5
2016-12-09,355.7
2016-12-12,357.9
2016-12-13,360.9
2016-12-14,355.15
2016-12-15,352.7
2016-12-16,354.1
2016-12-19,352.15
2016-12-20,350.25
2016-12-21,350.95
2016-12-22,350.0
2016-12-23,353.65
2016-12-26,355.1
2016-12-27,360.65
2016-12-28,361.0
2016-12-29,360.35
2016-12-30,358.2
