Date,LOVABLE
2016-01-01,273.7
2016-01-04,266.7
2016-01-05,274.2
2016-01-06,274.3
2016-01-07,262.2
2016-01-08,265.9
2016-01-11,263.7
2016-01-12,261.95
2016-01-13,253.8
2016-01-14,250.15
2016-01-15,238.95
2016-01-18,229.1
2016-01-19,239.4
2016-01-20,235.25
2016-01-21,236.9
2016-01-22,241.6
2016-01-25,243.8
2016-01-27,245.3
2016-01-28,245.2
2016-01-29,249.35
2016-02-01,252.7
2016-02-02,248.7
2016-02-03,244.8
2016-02-04,241.7
2016-02-05,243.75
2016-02-08,241.85
2016-02-09,237.3
2016-02-10,232.15
2016-02-11,224.25
2016-02-12,214.9
2016-02-15,228.5
2016-02-16,225.55
2016-02-17,221.0
2016-02-18,223.9
2016-02-19,224.5
2016-02-22,224.35
2016-02-23,219.55
2016-02-24,216.6
2016-02-25,213.45
2016-02-26,210.7
2016-02-29,212.2
2016-03-01,219.4
2016-03-02,226.45
2016-03-03,230.5
2016-03-04,231.15
2016-03-08,233.35
2016-03-09,246.4
2016-03-10,242.4
2016-03-11,235.7
2016-03-14,234.4
2016-03-15,231.05
2016-03-16,235.45
2016-03-17,234.7
2016-03-18,232.55
2016-03-21,233.75
2016-03-22,235.6
2016-03-23,236.25
2016-03-28,229.85
2016-03-29,225.65
2016-03-30,228.3
2016-03-31,227.9
2016-04-01,231.0
2016-04-04,234.85
2016-04-05,229.65
2016-04-06,231.25
2016-04-07,232.45
2016-04-08,234.3
2016-04-11,245.2
2016-04-12,243.85
2016-04-13,245.6
2016-04-18,243.65
2016-04-20,249.0
2016-04-21,250.15
2016-04-22,250.15
2016-04-25,250.3
2016-04-26,250.0
2016-04-27,250.15
2016-04-28,247.25
2016-04-29,250.5
2016-05-02,250.45
2016-05-03,250.0
2016-05-04,243.7
2016-05-05,243.6
2016-05-06,242.45
2016-05-09,244.4
2016-05-10,245.0
2016-05-11,242.85
2016-05-12,248.25
2016-05-13,243.4
2016-05-16,245.4
2016-05-17,244.6
2016-05-18,243.6
2016-05-19,240.55
2016-05-20,237.75
2016-05-23,234.95
2016-05-24,233.0
2016-05-25,235.45
2016-05-26,234.5
2016-05-27,237.0
2016-05-30,241.45
2016-05-31,251.2
2016-06-01,252.5
2016-06-02,270.25
2016-06-03,256.0
2016-06-06,263.35
2016-06-07,266.3
2016-06-08,270.25
2016-06-09,276.05
2016-06-10,272.25
2016-06-13,270.3
2016-06-14,268.4
2016-06-15,269.0
2016-06-16,271.7
2016-06-17,272.05
2016-06-20,273.75
2016-06-21,279.1
2016-06-22,277.05
2016-06-23,270.9
2016-06-24,263.45
2016-06-27,265.55
2016-06-28,273.3
2016-06-29,273.25
2016-06-30,268.15
2016-07-01,269.2
2016-07-04,271.15
2016-07-05,266.55
2016-07-07,268.4
2016-07-08,266.7
2016-07-11,269.6
2016-07-12,271.75
2016-07-13,272.2
2016-07-14,271.35
2016-07-15,270.15
2016-07-18,271.05
2016-07-19,271.45
2016-07-20,273.75
2016-07-21,272.05
2016-07-22,271.55
2016-07-25,273.95
2016-07-26,268.9
2016-07-27,271.25
2016-07-28,278.4
2016-07-29,278.55
2016-08-01,275.15
2016-08-02,272.55
2016-08-03,267.9
2016-08-04,264.8
2016-08-05,264.15
2016-08-08,265.85
2016-08-09,263.8
2016-08-10,257.7
2016-08-11,260.15
2016-08-12,258.5
2016-08-16,249.65
2016-08-17,251.25
2016-08-18,254.75
2016-08-19,258.55
2016-08-22,255.75
2016-08-23,253.7
2016-08-24,252.6
2016-08-25,252.2
2016-08-26,256.3
2016-08-29,252.55
2016-08-30,253.15
2016-08-31,254.55
2016-09-01,252.05
2016-09-02,251.6
2016-09-06,254.1
2016-09-07,255.9
2016-09-08,265.25
2016-09-09,275.3
2016-09-12,268.1
2016-09-14,270.35
2016-09-15,274.0
2016-09-16,268.4
2016-09-19,269.2
2016-09-20,273.8
2016-09-21,268.9
2016-09-22,277.1
2016-09-23,275.6
2016-09-26,270.6
2016-09-27,266.8
2016-09-28,270.3
2016-09-29,258.15
2016-09-30,261.7
2016-10-03,262.25
2016-10-04,262.95
2016-10-05,264.85
2016-10-06,264.5
2016-10-07,262.65
2016-10-10,265.7
2016-10-13,258.45
2016-10-14,263.0
2016-10-17,258.1
2016-10-18,263.95
2016-10-19,263.25
2016-10-20,263.85
2016-10-21,262.3
2016-10-24,266.5
2016-10-25,269.1
2016-10-26,272.4
2016-10-27,291.7
2016-10-28,300.2
2016-10-30,297.65
2016-11-01,290.05
2016-11-02,278.2
2016-11-03,284.45
2016-11-04,270.3
2016-11-07,274.5
2016-11-08,270.2
2016-11-09,263.7
2016-11-10,266.05
2016-11-11,251.8
2016-11-15,236.7
2016-11-16,238.55
2016-11-17,233.6
2016-11-18,233.45
2016-11-21,218.4
2016-11-22,221.15
2016-11-23,225.15
2016-11-24,225.9
2016-11-25,230.1
2016-11-28,234.6
2016-11-29,239.55
2016-11-30,239.65
2016-12-01,236.95
2016-12-02,233.8
2016-12-05,234.45
2016-12-06,236.2
2016-12-07,235.5
2016-12-08,237.7
2016-12-09,240.85
2016-12-12,237.2
2016-12-13,243.35
2016-12-14,238.35
2016-12-15,235.45
2016-12-16,233.45
2016-12-19,234.9
2016-12-20,230.95
2016-12-21,229.8
2016-12-22,226.4
2016-12-23,225.6
2016-12-26,221.9
2016-12-27,224.3
2016-12-28,224.65
2016-12-29,227.25
2016-12-30,234.5
