Date,MUKANDENGG
2016-01-01,35.65
2016-01-04,34.05
2016-01-05,34.9
2016-01-06,34.65
2016-01-07,32.75
2016-01-08,33.15
2016-01-11,33.75
2016-01-12,33.0
2016-01-13,31.15
2016-01-14,31.0
2016-01-15,30.0
2016-01-18,26.75
2016-01-19,28.75
2016-01-20,27.3
2016-01-21,26.65
2016-01-22,27.35
2016-01-25,27.8
2016-01-27,28.6
2016-01-28,29.4
2016-01-29,28.4
2016-02-01,29.2
2016-02-02,28.5
2016-02-03,27.0
2016-02-04,26.55
2016-02-05,27.75
2016-02-08,28.45
2016-02-09,27.55
2016-02-10,26.35
2016-02-11,23.95
2016-02-12,23.85
2016-02-15,26.55
2016-02-16,25.15
2016-02-17,24.7
2016-02-18,24.3
2016-02-19,24.4
2016-02-22,25.0
2016-02-23,23.95
2016-02-24,23.8
2016-02-25,22.7
2016-02-26,23.75
2016-02-29,23.3
2016-03-01,24.0
2016-03-02,24.55
2016-03-03,25.05
2016-03-04,25.95
2016-03-08,25.5
2016-03-09,24.05
2016-03-10,24.45
2016-03-11,24.5
2016-03-14,25.45
2016-03-15,24.7
2016-03-16,24.45
2016-03-17,24.5
2016-03-18,24.4
2016-03-21,25.45
2016-03-22,24.45
2016-03-23,24.9
2016-03-28,23.75
2016-03-29,24.9
2016-03-30,25.5
2016-03-31,24.8
2016-04-01,25.1
2016-04-04,25.7
2016-04-05,25.4
2016-04-06,26.0
2016-04-07,25.2
2016-04-08,26.4
2016-04-11,26.35
2016-04-12,25.75
2016-04-13,26.55
2016-04-18,28.45
2016-04-20,28.45
2016-04-21,27.3
2016-04-22,27.75
2016-04-25,27.0
2016-04-26,27.9
2016-04-27,27.55
2016-04-28,28.0
2016-04-29,26.65
2016-05-02,27.45
2016-05-03,27.1
2016-05-04,25.8
2016-05-05,26.05
2016-05-06,26.9
2016-05-09,25.75
2016-05-10,26.85
2016-05-11,26.15
2016-05-12,26.35
2016-05-13,26.5
2016-05-16,26.3
2016-05-17,26.25
2016-05-18,25.8
2016-05-19,26.05
2016-05-20,25.5
2016-05-23,27.2
2016-05-24,26.05
2016-05-25,26.05
2016-05-26,26.85
2016-05-27,26.0
2016-05-30,26.1
2016-05-31,26.0
2016-06-01,26.4
2016-06-02,25.8
2016-06-03,26.1
2016-06-06,26.0
2016-06-07,26.0
2016-06-08,28.2
2016-06-09,28.85
2016-06-10,29.15
2016-06-13,28.5
2016-06-14,28.55
2016-06-15,28.6
2016-06-16,29.0
2016-06-17,28.1
2016-06-20,28.1
2016-06-21,28.25
2016-06-22,27.5
2016-06-23,27.1
2016-06-24,25.9
2016-06-27,27.2
2016-06-28,27.65
2016-06-29,27.9
2016-06-30,27.4
2016-07-01,27.75
2016-07-04,28.2
2016-07-05,28.25
2016-07-07,30.6
2016-07-08,30.4
2016-07-11,28.6
2016-07-12,28.9
2016-07-13,30.7
2016-07-14,31.05
2016-07-15,31.3
2016-07-18,31.6
2016-07-19,30.1
2016-07-20,32.3
2016-07-21,31.25
2016-07-22,32.1
2016-07-25,32.45
2016-07-26,33.5
2016-07-27,32.95
2016-07-28,33.0
2016-07-29,32.7
2016-08-01,32.25
2016-08-02,33.65
2016-08-03,33.1
2016-08-04,32.65
2016-08-05,33.45
2016-08-08,34.25
2016-08-09,34.0
2016-08-10,32.75
2016-08-11,32.35
2016-08-12,32.45
2016-08-16,31.9
2016-08-17,31.9
2016-08-18,31.65
2016-08-19,32.7
2016-08-22,31.4
2016-08-23,31.8
2016-08-24,32.1
2016-08-25,33.5
2016-08-26,32.65
2016-08-29,32.1
2016-08-30,32.3
2016-08-31,31.85
2016-09-01,31.5
2016-09-02,32.0
2016-09-06,31.95
2016-09-07,33.15
2016-09-08,32.55
2016-09-09,32.35
2016-09-12,31.65
2016-09-14,31.85
2016-09-15,33.25
2016-09-16,32.35
2016-09-19,32.2
2016-09-20,31.75
2016-09-21,32.3
2016-09-22,32.95
2016-09-23,32.4
2016-09-26,31.95
2016-09-27,31.5
2016-09-28,31.85
2016-09-29,29.45
2016-09-30,30.8
2016-10-03,30.75
2016-10-04,30.55
2016-10-05,31.0
2016-10-06,30.95
2016-10-07,30.65
2016-10-10,32.3
2016-10-13,31.4
2016-10-14,30.65
2016-10-17,30.9
2016-10-18,30.6
2016-10-19,36.7
2016-10-20,36.0
2016-10-21,37.65
2016-10-24,38.9
2016-10-25,38.85
2016-10-26,37.6
2016-10-27,35.35
2016-10-28,35.6
2016-10-30,36.1
2016-11-01,33.95
2016-11-02,33.85
2016-11-03,33.5
2016-11-04,32.35
2016-11-07,33.6
2016-11-08,32.95
2016-11-09,31.25
2016-11-10,36.45
2016-11-11,33.1
2016-11-15,30.85
2016-11-16,30.35
2016-11-17,30.65
2016-11-18,30.65
2016-11-21,29.75
2016-11-22,30.9
2016-11-23,30.8
2016-11-24,30.95
2016-11-25,32.65
2016-11-28,33.0
2016-11-29,33.55
2016-11-30,33.0
2016-12-01,33.7
2016-12-02,32.6
2016-12-05,33.15
2016-12-06,33.2
2016-12-07,32.65
2016-12-08,33.1
2016-12-09,34.25
2016-12-12,34.1
2016-12-13,33.95
2016-12-14,32.55
2016-12-15,34.05
2016-12-16,34.15
2016-12-19,33.05
2016-12-20,32.5
2016-12-21,32.6
2016-12-22,32.1
2016-12-23,32.05
2016-12-26,30.75
2016-12-27,32.65
2016-12-28,35.0
2016-12-29,34.5
2016-12-30,34.45
