Date,INDBANK
2016-01-01,10.5
2016-01-04,11.05
2016-01-05,11.15
2016-01-06,10.6
2016-01-07,9.95
2016-01-08,10.0
2016-01-11,9.95
2016-01-12,9.45
2016-01-13,9.1
2016-01-14,9.0
2016-01-15,8.7
2016-01-18,8.3
2016-01-19,8.4
2016-01-20,8.2
2016-01-21,8.05
2016-01-22,8.2
2016-01-25,8.3
2016-01-27,8.8
2016-01-28,8.55
2016-01-29,8.45
2016-02-01,8.55
2016-02-02,8.6
2016-02-03,8.3
2016-02-04,8.25
2016-02-05,8.05
2016-02-08,8.15
2016-02-09,8.05
2016-02-10,7.75
2016-02-11,6.9
2016-02-12,6.95
2016-02-15,7.3
2016-02-16,7.45
2016-02-17,7.2
2016-02-18,7.2
2016-02-19,7.35
2016-02-22,7.2
2016-02-23,7.15
2016-02-24,7.05
2016-02-25,6.8
2016-02-26,6.75
2016-02-29,6.8
2016-03-01,7.3
2016-03-02,7.85
2016-03-03,7.65
2016-03-04,7.75
2016-03-08,7.65
2016-03-09,7.65
2016-03-10,7.45
2016-03-11,7.25
2016-03-14,7.35
2016-03-15,7.3
2016-03-16,7.2
2016-03-17,7.25
2016-03-18,7.2
2016-03-21,7.45
2016-03-22,7.3
2016-03-23,7.35
2016-03-28,7.2
2016-03-29,7.1
2016-03-30,7.2
2016-03-31,7.1
2016-04-01,7.4
2016-04-04,7.5
2016-04-05,7.4
2016-04-06,7.3
2016-04-07,7.25
2016-04-08,7.3
2016-04-11,7.25
2016-04-12,7.45
2016-04-13,7.35
2016-04-18,7.3
2016-04-20,7.0
2016-04-21,7.4
2016-04-22,7.8
2016-04-25,7.6
2016-04-26,7.55
2016-04-27,7.45
2016-04-28,7.45
2016-04-29,7.25
2016-05-02,7.45
2016-05-03,7.55
2016-05-04,7.5
2016-05-05,7.15
2016-05-06,7.15
2016-05-09,7.15
2016-05-10,7.1
2016-05-11,7.2
2016-05-12,7.05
2016-05-13,6.9
2016-05-16,6.9
2016-05-17,7.0
2016-05-18,6.9
2016-05-19,6.95
2016-05-20,7.0
2016-05-23,6.95
2016-05-24,6.9
2016-05-25,6.9
2016-05-26,6.85
2016-05-27,6.45
2016-05-30,6.7
2016-05-31,6.75
2016-06-01,6.8
2016-06-02,6.8
2016-06-03,6.65
2016-06-06,6.8
2016-06-07,7.0
2016-06-08,7.15
2016-06-09,7.1
2016-06-10,7.1
2016-06-13,6.9
2016-06-14,7.1
2016-06-15,7.9
2016-06-16,7.9
2016-06-17,7.65
2016-06-20,7.8
2016-06-21,7.55
2016-06-22,7.45
2016-06-23,7.45
2016-06-24,7.25
2016-06-27,7.5
2016-06-28,7.45
2016-06-29,7.55
2016-06-30,7.75
2016-07-01,7.85
2016-07-04,7.95
2016-07-05,7.95
2016-07-07,9.5
2016-07-08,8.95
2016-07-11,9.9
2016-07-12,9.5
2016-07-13,9.35
2016-07-14,9.1
2016-07-15,9.3
2016-07-18,9.05
2016-07-19,9.1
2016-07-20,9.75
2016-07-21,10.4
2016-07-22,10.05
2016-07-25,10.15
2016-07-26,9.85
2016-07-27,9.6
2016-07-28,9.75
2016-07-29,9.8
2016-08-01,9.4
2016-08-02,9.4
2016-08-03,8.95
2016-08-04,9.8
2016-08-05,9.85
2016-08-08,9.75
2016-08-09,9.85
2016-08-10,9.75
2016-08-11,9.5
2016-08-12,9.65
2016-08-16,9.5
2016-08-17,9.4
2016-08-18,9.5
2016-08-19,9.45
2016-08-22,9.35
2016-08-23,9.25
2016-08-24,9.35
2016-08-25,9.05
2016-08-26,9.1
2016-08-29,9.05
2016-08-30,9.1
2016-08-31,9.05
2016-09-01,9.05
2016-09-02,8.95
2016-09-06,9.25
2016-09-07,10.0
2016-09-08,10.9
2016-09-09,10.5
2016-09-12,9.95
2016-09-14,10.1
2016-09-15,10.05
2016-09-16,9.95
2016-09-19,9.9
2016-09-20,9.7
2016-09-21,9.5
2016-09-22,9.65
2016-09-23,10.2
2016-09-26,10.3
2016-09-27,10.3
2016-09-28,10.5
2016-09-29,9.3
2016-09-30,9.45
2016-10-03,9.75
2016-10-04,9.75
2016-10-05,9.85
2016-10-06,10.5
2016-10-07,10.5
2016-10-10,11.0
2016-10-13,10.5
2016-10-14,12.6
2016-10-17,13.7
2016-10-18,13.25
2016-10-19,13.1
2016-10-20,14.15
2016-10-21,13.45
2016-10-24,13.3
2016-10-25,13.35
2016-10-26,14.75
2016-10-27,14.1
2016-10-28,14.85
2016-10-30,14.65
2016-11-01,14.55
2016-11-02,14.05
2016-11-03,13.45
2016-11-04,12.5
2016-11-07,13.25
2016-11-08,13.15
2016-11-09,13.3
2016-11-10,14.0
2016-11-11,13.65
2016-11-15,13.15
2016-11-16,12.7
2016-11-17,12.65
2016-11-18,12.35
2016-11-21,11.1
2016-11-22,11.2
2016-11-23,11.6
2016-11-24,11.7
2016-11-25,12.25
2016-11-28,12.45
2016-11-29,12.6
2016-11-30,12.8
2016-12-01,12.9
2016-12-02,12.4
2016-12-05,12.25
2016-12-06,13.0
2016-12-07,12.8
2016-12-08,12.95
2016-12-09,13.85
2016-12-12,14.1
2016-12-13,14.3
2016-12-14,14.15
2016-12-15,13.8
2016-12-16,13.1
2016-12-19,13.2
2016-12-20,12.65
2016-12-21,13.0
2016-12-22,12.6
2016-12-23,12.55
2016-12-26,12.75
2016-12-27,12.6
2016-12-28,12.6
2016-12-29,12.5
2016-12-30,12.65
