Date,ICRA
2016-01-01,4396.35
2016-01-04,4356.1
2016-01-05,4417.7
2016-01-06,4339.25
2016-01-07,4314.1
2016-01-08,4303.9
2016-01-11,4204.85
2016-01-12,4160.45
2016-01-13,4165.0
2016-01-14,4203.5
2016-01-15,4166.45
2016-01-18,3894.55
2016-01-19,3960.9
2016-01-20,3897.0
2016-01-21,3931.3
2016-01-22,3961.65
2016-01-25,3940.35
2016-01-27,3911.35
2016-01-28,3839.7
2016-01-29,3852.95
2016-02-01,3879.75
2016-02-02,3864.0
2016-02-03,3932.0
2016-02-04,3953.3
2016-02-05,3968.7
2016-02-08,3912.4
2016-02-09,3868.65
2016-02-10,3872.75
2016-02-11,3781.85
2016-02-12,3773.6
2016-02-15,3834.2
2016-02-16,3745.45
2016-02-17,3646.7
2016-02-18,3694.7
2016-02-19,3769.55
2016-02-22,3700.2
2016-02-23,3706.15
2016-02-24,3666.6
2016-02-25,3670.75
2016-02-26,3722.3
2016-02-29,3713.05
2016-03-01,3791.15
2016-03-02,3695.05
2016-03-03,3633.55
2016-03-04,3605.85
2016-03-08,3595.6
2016-03-09,3621.4
2016-03-10,3621.95
2016-03-11,3618.35
2016-03-14,3674.9
2016-03-15,3583.75
2016-03-16,3540.55
2016-03-17,3516.95
2016-03-18,3559.1
2016-03-21,3502.65
2016-03-22,3507.9
2016-03-23,3694.2
2016-03-28,3774.7
2016-03-29,3804.05
2016-03-30,3860.9
2016-03-31,3894.55
2016-04-01,3883.5
2016-04-04,3883.35
2016-04-05,3852.5
2016-04-06,3829.65
2016-04-07,3790.75
2016-04-08,3836.35
2016-04-11,3885.45
2016-04-12,3930.1
2016-04-13,4004.3
2016-04-18,4185.5
2016-04-20,4085.95
2016-04-21,4172.85
2016-04-22,4196.85
2016-04-25,4182.7
2016-04-26,4008.0
2016-04-27,3967.8
2016-04-28,4061.8
2016-04-29,4139.0
2016-05-02,4125.5
2016-05-03,4150.25
2016-05-04,4156.05
2016-05-05,4151.8
2016-05-06,4197.25
2016-05-09,4219.25
2016-05-10,4247.15
2016-05-11,4233.55
2016-05-12,4276.7
2016-05-13,4243.6
2016-05-16,4345.85
2016-05-17,4322.75
2016-05-18,4417.15
2016-05-19,4380.6
2016-05-20,4217.6
2016-05-23,4187.6
2016-05-24,4174.85
2016-05-25,4205.85
2016-05-26,4395.55
2016-05-27,4345.6
2016-05-30,4389.2
2016-05-31,4323.4
2016-06-01,4341.65
2016-06-02,4321.4
2016-06-03,4289.7
2016-06-06,4284.5
2016-06-07,4263.75
2016-06-08,4262.2
2016-06-09,4259.2
2016-06-10,4261.65
2016-06-13,4247.6
2016-06-14,4184.1
2016-06-15,4166.95
2016-06-16,4276.35
2016-06-17,4258.85
2016-06-20,4245.6
2016-06-21,4285.4
2016-06-22,4288.5
2016-06-23,4267.35
2016-06-24,4104.9
2016-06-27,4094.4
2016-06-28,3996.65
