Date,DWARKESH
2016-01-05,110.15
2016-01-06,113.3
2016-01-07,107.65
2016-01-08,112.85
2016-01-11,113.25
2016-01-12,112.75
2016-01-13,113.9
2016-01-14,110.45
2016-01-15,105.0
2016-01-18,99.75
2016-01-19,104.7
2016-01-20,109.55
2016-01-21,111.5
2016-01-22,116.95
2016-01-25,117.8
2016-01-27,123.65
2016-01-28,129.8
2016-01-29,129.9
2016-02-01,135.3
2016-02-02,133.35
2016-02-03,132.7
2016-02-04,126.1
2016-02-05,133.85
2016-02-08,127.2
2016-02-09,124.85
2016-02-10,119.3
2016-02-11,109.3
2016-02-12,105.45
2016-02-15,107.35
2016-02-16,100.65
2016-02-17,99.4
2016-02-18,106.05
2016-02-19,107.1
2016-02-22,105.55
2016-02-23,107.2
2016-02-24,105.3
2016-02-25,106.05
2016-02-26,104.3
2016-02-29,101.65
2016-03-01,107.0
2016-03-02,108.65
2016-03-03,111.25
2016-03-04,133.5
2016-03-08,156.8
2016-03-09,166.8
2016-03-10,172.95
2016-03-11,174.0
2016-03-14,190.0
2016-03-15,208.8
2016-03-16,210.2
2016-03-17,199.7
2016-03-18,196.8
2016-03-21,194.7
2016-03-22,198.05
2016-03-23,193.45
2016-03-28,183.8
2016-03-29,191.8
2016-03-30,201.35
2016-03-31,206.8
2016-04-01,215.65
2016-04-04,203.1
2016-04-05,199.15
2016-04-06,203.45
2016-04-07,199.25
2016-04-08,195.9
2016-04-11,193.0
2016-04-12,188.05
2016-04-13,185.0
2016-04-18,203.0
2016-04-20,189.65
2016-04-21,187.55
2016-04-22,192.95
2016-04-25,189.7
2016-04-26,192.05
2016-04-27,192.65
2016-04-28,185.9
2016-04-29,191.45
2016-05-02,191.85
2016-05-03,186.55
2016-05-04,186.35
2016-05-05,195.9
2016-05-06,201.9
2016-05-09,205.9
2016-05-10,200.7
2016-05-11,209.85
2016-05-12,210.0
2016-05-13,208.3
2016-05-16,213.75
2016-05-17,205.4
2016-05-18,205.15
2016-05-19,197.85
2016-05-20,191.85
2016-05-23,185.2
2016-05-24,196.8
2016-05-25,193.05
2016-05-26,200.4
2016-05-27,196.7
2016-05-30,189.0
2016-05-31,194.05
2016-06-01,199.85
2016-06-02,204.75
2016-06-03,220.4
2016-06-06,233.95
2016-06-07,233.85
2016-06-08,228.9
2016-06-09,225.75
2016-06-10,240.05
2016-06-13,257.75
2016-06-14,263.4
2016-06-15,265.65
2016-06-16,235.05
2016-06-17,221.9
2016-06-20,216.95
2016-06-21,216.05
2016-06-22,216.6
2016-06-23,217.9
2016-06-24,219.3
2016-06-27,263.15
2016-06-28,265.35
2016-06-29,265.45
2016-06-30,261.4
2016-07-01,260.5
2016-07-04,263.65
2016-07-05,247.85
2016-07-07,269.4
2016-07-08,258.25
2016-07-11,258.75
2016-07-12,260.0
2016-07-13,248.9
2016-07-14,258.3
2016-07-15,248.3
2016-07-18,237.55
2016-07-19,236.0
2016-07-20,240.35
2016-07-21,236.25
2016-07-22,236.55
2016-07-25,242.15
2016-07-26,236.2
2016-07-27,234.25
2016-07-28,235.6
2016-07-29,274.5
2016-08-01,329.4
2016-08-02,359.3
2016-08-03,360.8
2016-08-04,327.0
2016-08-05,320.05
2016-08-08,301.25
2016-08-09,277.45
2016-08-10,268.45
2016-08-11,259.35
2016-08-12,254.35
2016-08-16,249.4
2016-08-17,237.45
2016-08-18,249.3
2016-08-19,261.1
2016-08-22,253.5
2016-08-23,249.7
2016-08-24,244.6
2016-08-25,238.4
2016-08-26,237.35
2016-08-29,231.95
2016-08-30,234.5
2016-08-31,243.2
2016-09-01,232.55
2016-09-02,236.3
2016-09-06,238.35
2016-09-07,244.9
2016-09-08,243.45
2016-09-09,249.15
2016-09-12,236.5
2016-09-14,244.35
2016-09-15,242.7
2016-09-16,256.15
2016-09-19,265.75
2016-09-20,264.8
2016-09-21,255.85
2016-09-22,261.55
2016-09-23,256.95
2016-09-26,253.2
2016-09-27,250.5
2016-09-28,252.4
2016-09-29,234.45
2016-09-30,242.0
2016-10-03,249.95
2016-10-04,245.0
2016-10-05,263.95
2016-10-06,257.45
2016-10-07,277.8
2016-10-10,274.95
2016-10-13,261.5
2016-10-14,260.0
2016-10-17,259.3
2016-10-18,258.8
2016-10-19,261.15
2016-10-20,262.15
2016-10-21,266.75
2016-10-24,257.45
2016-10-25,253.4
2016-10-26,247.05
2016-10-27,248.15
2016-10-28,263.55
2016-10-30,265.25
2016-11-01,264.1
2016-11-02,267.1
2016-11-03,264.3
2016-11-04,257.0
2016-11-07,256.45
2016-11-08,258.05
2016-11-09,243.1
2016-11-10,252.5
2016-11-11,243.85
2016-11-15,225.85
2016-11-16,230.75
2016-11-17,225.65
2016-11-18,255.5
2016-11-21,261.3
2016-11-22,265.55
2016-11-23,279.7
2016-11-24,285.65
2016-11-25,284.05
2016-11-28,287.6
2016-11-29,289.0
2016-11-30,288.95
2016-12-01,298.3
2016-12-02,292.9
2016-12-05,286.4
2016-12-06,289.15
2016-12-07,296.65
2016-12-08,301.35
2016-12-09,295.85
2016-12-12,295.15
2016-12-13,295.65
2016-12-14,290.1
2016-12-15,287.65
2016-12-16,287.95
2016-12-19,288.4
2016-12-20,279.9
2016-12-21,274.6
2016-12-22,265.05
2016-12-23,287.75
2016-12-26,278.4
2016-12-27,287.6
2016-12-28,293.9
2016-12-29,298.8
2016-12-30,320.65
