Date,TECHNO
2016-01-01,550.8
2016-01-04,535.45
2016-01-05,540.15
2016-01-06,542.3
2016-01-07,541.3
2016-01-08,546.0
2016-01-11,545.4
2016-01-12,542.55
2016-01-13,501.1
2016-01-14,486.25
2016-01-15,462.5
2016-01-18,457.1
2016-01-19,468.7
2016-01-20,457.8
2016-01-21,455.85
2016-01-22,476.9
2016-01-25,486.15
2016-01-27,487.25
2016-01-28,482.8
2016-01-29,488.5
2016-02-01,501.8
2016-02-02,485.75
2016-02-03,469.6
2016-02-04,477.3
2016-02-05,476.95
2016-02-08,485.8
2016-02-09,485.9
2016-02-10,477.6
2016-02-11,470.75
2016-02-12,465.45
2016-02-15,479.7
2016-02-16,467.75
2016-02-17,467.25
2016-02-18,466.1
2016-02-19,464.1
2016-02-22,464.5
2016-02-23,464.55
2016-02-24,455.05
2016-02-25,448.8
2016-02-26,447.9
2016-02-29,438.85
2016-03-01,444.55
2016-03-02,449.85
2016-03-03,442.8
2016-03-04,447.85
2016-03-08,454.05
2016-03-09,457.85
2016-03-10,471.2
2016-03-11,479.9
2016-03-14,486.9
2016-03-15,481.75
2016-03-16,474.7
2016-03-17,491.3
2016-03-18,490.05
2016-03-21,504.25
2016-03-22,515.2
2016-03-23,526.5
2016-03-28,529.4
2016-03-29,532.0
2016-03-30,529.65
2016-03-31,544.55
2016-04-01,535.35
2016-04-04,543.2
2016-04-05,534.75
2016-04-06,529.9
2016-04-07,527.2
2016-04-08,526.3
2016-04-11,526.95
2016-04-12,527.65
2016-04-13,525.7
2016-04-18,526.0
2016-04-20,536.65
2016-04-21,532.5
2016-04-22,521.2
2016-04-25,515.0
2016-04-26,517.25
2016-04-27,513.4
2016-04-28,511.0
2016-04-29,519.8
2016-05-02,519.5
2016-05-03,520.05
2016-05-04,537.85
2016-05-05,540.0
2016-05-06,540.0
2016-05-09,534.75
2016-05-10,524.1
2016-05-11,536.1
2016-05-12,537.05
2016-05-13,545.2
2016-05-16,530.2
2016-05-17,539.1
2016-05-18,540.95
2016-05-19,523.05
2016-05-20,515.65
2016-05-23,518.1
2016-05-24,518.4
2016-05-25,527.6
2016-05-26,540.05
2016-05-27,542.6
2016-05-30,536.3
2016-05-31,542.5
2016-06-01,541.2
2016-06-02,539.65
2016-06-03,537.35
2016-06-06,541.75
2016-06-07,540.1
2016-06-08,543.1
2016-06-09,544.75
2016-06-10,538.3
2016-06-13,544.6
2016-06-14,545.9
2016-06-15,544.65
2016-06-16,540.05
2016-06-17,540.0
2016-06-20,545.5
2016-06-21,536.1
2016-06-22,539.8
2016-06-23,545.8
2016-06-24,558.45
2016-06-27,561.25
2016-06-28,559.95
2016-06-29,557.3
2016-06-30,569.75
2016-07-01,568.55
2016-07-04,575.2
2016-07-05,599.9
2016-07-07,600.55
2016-07-08,603.35
2016-07-11,600.5
2016-07-12,605.35
2016-07-13,595.9
2016-07-14,599.95
2016-07-15,590.15
2016-07-18,587.85
2016-07-19,575.8
2016-07-20,573.45
2016-07-21,585.5
2016-07-22,599.95
2016-07-25,614.45
2016-07-26,614.9
2016-07-27,644.45
2016-07-28,676.1
2016-07-29,686.55
2016-08-01,666.1
2016-08-02,665.15
2016-08-03,641.75
2016-08-04,651.75
2016-08-05,682.75
2016-08-08,676.6
2016-08-09,675.15
2016-08-10,674.65
2016-08-11,657.75
2016-08-12,644.55
2016-08-16,655.0
2016-08-17,653.5
2016-08-18,653.6
2016-08-19,649.4
2016-08-22,642.0
2016-08-23,630.75
2016-08-24,632.2
2016-08-25,639.85
2016-08-26,632.9
2016-08-29,637.55
2016-08-30,639.25
2016-08-31,652.3
2016-09-01,652.5
2016-09-02,639.5
2016-09-06,326.45
2016-09-07,324.4
2016-09-08,320.85
2016-09-09,332.5
2016-09-12,328.9
2016-09-14,323.0
2016-09-15,325.0
2016-09-16,313.45
2016-09-19,303.3
2016-09-20,299.0
2016-09-21,297.45
2016-09-22,299.95
2016-09-23,303.2
2016-09-26,309.5
2016-09-27,305.75
2016-09-28,316.1
2016-09-29,307.45
2016-09-30,298.45
2016-10-03,304.55
2016-10-04,306.4
2016-10-05,298.7
2016-10-06,304.3
2016-10-07,305.1
2016-10-10,300.85
2016-10-13,304.9
2016-10-14,305.2
2016-10-17,304.85
2016-10-18,305.65
2016-10-19,305.45
2016-10-20,305.25
2016-10-21,304.65
2016-10-24,305.45
2016-10-25,316.1
2016-10-26,313.8
2016-10-27,314.9
2016-10-28,312.05
2016-10-30,316.65
2016-11-01,314.5
2016-11-02,305.8
2016-11-03,306.0
2016-11-04,302.0
2016-11-07,301.7
2016-11-08,300.55
2016-11-09,300.85
2016-11-10,308.8
2016-11-11,303.8
2016-11-15,296.85
2016-11-16,300.1
2016-11-17,293.95
2016-11-18,293.5
2016-11-21,291.8
2016-11-22,298.85
2016-11-23,303.2
2016-11-24,302.25
2016-11-25,304.85
2016-11-28,297.85
2016-11-29,304.15
2016-11-30,304.1
2016-12-01,302.7
2016-12-02,304.5
2016-12-05,303.9
2016-12-06,304.65
2016-12-07,303.25
2016-12-08,302.95
2016-12-09,303.95
2016-12-12,295.25
2016-12-13,300.8
2016-12-14,299.0
2016-12-15,296.9
2016-12-16,298.75
2016-12-19,294.15
2016-12-20,298.2
2016-12-21,294.2
2016-12-22,294.55
2016-12-23,299.2
2016-12-26,302.0
2016-12-27,303.95
2016-12-28,304.1
2016-12-29,305.9
2016-12-30,301.1
