Date,EXIDEIND
2016-01-01,147.45
2016-01-04,144.75
2016-01-05,142.35
2016-01-06,141.85
2016-01-07,139.25
2016-01-08,142.35
2016-01-11,139.7
2016-01-12,139.85
2016-01-13,138.0
2016-01-14,138.45
2016-01-15,134.7
2016-01-18,129.85
2016-01-19,127.7
2016-01-20,125.0
2016-01-21,119.95
2016-01-22,125.05
2016-01-25,124.9
2016-01-27,121.3
2016-01-28,118.3
2016-01-29,120.25
2016-02-01,123.25
2016-02-02,122.15
2016-02-03,119.05
2016-02-04,122.1
2016-02-05,124.75
2016-02-08,126.85
2016-02-09,128.5
2016-02-10,127.55
2016-02-11,126.65
2016-02-12,125.55
2016-02-15,129.0
2016-02-16,126.25
2016-02-17,124.25
2016-02-18,128.85
2016-02-19,126.95
2016-02-22,129.0
2016-02-23,126.3
2016-02-24,127.95
2016-02-25,126.4
2016-02-26,129.1
2016-02-29,127.85
2016-03-01,128.0
2016-03-02,131.7
2016-03-03,131.85
2016-03-04,132.1
2016-03-08,130.6
2016-03-09,132.5
2016-03-10,133.55
2016-03-11,131.85
2016-03-14,136.7
2016-03-15,135.0
2016-03-16,134.9
2016-03-17,134.85
2016-03-18,136.55
2016-03-21,135.65
2016-03-22,136.25
2016-03-23,135.85
2016-03-28,136.05
2016-03-29,134.55
2016-03-30,138.2
2016-03-31,139.35
2016-04-01,141.45
2016-04-04,141.6
2016-04-05,134.85
2016-04-06,135.7
2016-04-07,134.5
2016-04-08,134.2
2016-04-11,134.45
2016-04-12,135.45
2016-04-13,134.35
2016-04-18,133.45
2016-04-20,136.9
2016-04-21,137.4
2016-04-22,143.25
2016-04-25,144.15
2016-04-26,147.6
2016-04-27,149.5
2016-04-28,146.85
2016-04-29,147.25
2016-05-02,143.65
2016-05-03,144.5
2016-05-04,139.45
2016-05-05,141.8
2016-05-06,144.9
2016-05-09,147.0
2016-05-10,148.05
2016-05-11,147.85
2016-05-12,148.0
2016-05-13,146.65
2016-05-16,147.5
2016-05-17,148.2
2016-05-18,151.35
2016-05-19,150.1
2016-05-20,153.3
2016-05-23,153.1
2016-05-24,151.8
2016-05-25,156.95
2016-05-26,156.05
2016-05-27,157.55
2016-05-30,160.45
2016-05-31,164.25
2016-06-01,158.9
2016-06-02,160.1
2016-06-03,157.95
2016-06-06,161.6
2016-06-07,162.35
2016-06-08,163.5
2016-06-09,159.6
2016-06-10,156.55
2016-06-13,158.3
2016-06-14,159.3
2016-06-15,160.3
2016-06-16,160.1
2016-06-17,161.35
2016-06-20,162.0
2016-06-21,162.8
2016-06-22,161.7
2016-06-23,163.45
2016-06-24,165.85
2016-06-27,167.45
2016-06-28,166.8
2016-06-29,164.4
2016-06-30,169.3
2016-07-01,175.5
2016-07-04,175.0
2016-07-05,170.55
2016-07-07,176.0
2016-07-08,173.45
2016-07-11,172.75
2016-07-12,177.05
2016-07-13,182.45
2016-07-14,179.8
2016-07-15,179.95
2016-07-18,179.3
2016-07-19,175.7
2016-07-20,176.55
2016-07-21,174.6
2016-07-22,181.4
2016-07-25,181.8
2016-07-26,177.1
2016-07-27,178.2
2016-07-28,176.7
2016-07-29,179.1
2016-08-01,177.3
2016-08-02,175.95
2016-08-03,173.6
2016-08-04,173.05
2016-08-05,175.05
2016-08-08,174.25
2016-08-09,178.35
2016-08-10,176.05
2016-08-11,174.8
2016-08-12,173.05
2016-08-16,174.95
2016-08-17,176.0
2016-08-18,177.2
2016-08-19,178.55
2016-08-22,175.4
2016-08-23,175.0
2016-08-24,174.95
2016-08-25,176.6
2016-08-26,174.6
2016-08-29,179.05
2016-08-30,183.5
2016-08-31,185.3
2016-09-01,184.75
2016-09-02,187.1
2016-09-06,189.75
2016-09-07,190.85
2016-09-08,192.9
2016-09-09,190.75
2016-09-12,184.2
2016-09-14,188.05
2016-09-15,194.7
2016-09-16,193.45
2016-09-19,194.05
2016-09-20,195.1
2016-09-21,192.1
2016-09-22,194.95
2016-09-23,193.05
2016-09-26,192.45
2016-09-27,189.0
2016-09-28,190.05
2016-09-29,181.35
2016-09-30,183.0
2016-10-03,188.5
2016-10-04,190.2
2016-10-05,194.4
2016-10-06,193.05
2016-10-07,193.25
2016-10-10,192.95
2016-10-13,188.1
2016-10-14,191.05
2016-10-17,185.35
2016-10-18,193.35
2016-10-19,195.8
2016-10-20,199.15
2016-10-21,204.05
2016-10-24,202.25
2016-10-25,203.5
2016-10-26,202.5
2016-10-27,191.1
2016-10-28,195.75
2016-10-30,198.45
2016-11-01,202.95
2016-11-02,197.7
2016-11-03,192.8
2016-11-04,188.8
2016-11-07,193.35
2016-11-08,194.2
2016-11-09,190.3
2016-11-10,193.6
2016-11-11,181.05
2016-11-15,172.85
2016-11-16,178.25
2016-11-17,178.2
2016-11-18,178.35
2016-11-21,170.65
2016-11-22,174.7
2016-11-23,175.0
2016-11-24,171.05
2016-11-25,175.7
2016-11-28,174.4
2016-11-29,178.2
2016-11-30,181.15
2016-12-01,179.05
2016-12-02,175.95
2016-12-05,176.7
2016-12-06,177.3
2016-12-07,175.65
2016-12-08,178.55
2016-12-09,179.3
2016-12-12,174.9
2016-12-13,172.75
2016-12-14,171.55
2016-12-15,174.9
2016-12-16,175.45
2016-12-19,175.35
2016-12-20,173.75
2016-12-21,173.1
2016-12-22,172.05
2016-12-23,173.3
2016-12-26,173.05
2016-12-27,176.85
2016-12-28,177.65
2016-12-29,178.95
2016-12-30,180.1
