Date,VADILALIND
2016-01-01,635.25
2016-01-04,618.2
2016-01-05,623.25
2016-01-06,615.3
2016-01-07,597.3
2016-01-08,596.65
2016-01-11,597.4
2016-01-12,593.0
2016-01-13,557.3
2016-01-14,548.5
2016-01-15,509.9
2016-01-18,488.65
2016-01-19,517.05
2016-01-20,529.25
2016-01-21,526.6
2016-01-22,529.75
2016-01-25,532.45
2016-01-27,525.85
2016-01-28,529.15
2016-01-29,523.85
2016-02-01,559.3
2016-02-02,539.65
2016-02-03,521.4
2016-02-04,519.0
2016-02-05,507.3
2016-02-08,510.2
2016-02-09,499.8
2016-02-10,480.4
2016-02-11,424.65
2016-02-12,427.4
2016-02-15,462.4
2016-02-16,444.6
2016-02-17,459.55
2016-02-18,466.15
2016-02-19,462.95
2016-02-22,460.7
2016-02-23,446.25
2016-02-24,423.5
2016-02-25,419.9
2016-02-26,427.05
2016-02-29,407.5
2016-03-01,428.45
2016-03-02,449.35
2016-03-03,460.85
2016-03-04,479.5
2016-03-08,472.15
2016-03-09,463.75
2016-03-10,466.35
2016-03-11,548.6
2016-03-14,533.05
2016-03-15,603.45
2016-03-16,593.1
2016-03-17,636.6
2016-03-18,644.45
2016-03-21,630.7
2016-03-22,636.0
2016-03-23,638.65
2016-03-28,643.35
2016-03-29,631.45
2016-03-30,637.0
2016-03-31,635.55
2016-04-01,639.75
2016-04-04,660.35
2016-04-05,651.4
2016-04-06,652.75
2016-04-07,643.55
2016-04-08,643.8
2016-04-11,650.55
2016-04-12,648.55
2016-04-13,653.75
2016-04-18,652.6
2016-04-20,727.0
2016-04-21,712.6
2016-04-22,724.55
2016-04-25,737.95
2016-04-26,747.35
2016-04-27,745.1
2016-04-28,724.95
2016-04-29,720.5
2016-05-02,706.35
2016-05-03,701.2
2016-05-04,680.55
2016-05-05,699.7
2016-05-06,705.8
2016-05-09,708.65
2016-05-10,717.35
2016-05-11,712.1
2016-05-12,711.8
2016-05-13,700.9
2016-05-16,719.6
2016-05-17,720.8
2016-05-18,714.55
2016-05-19,707.45
2016-05-20,696.8
2016-05-23,660.85
2016-05-24,639.1
2016-05-25,662.7
2016-05-26,665.65
2016-05-27,652.85
2016-05-30,641.05
2016-05-31,663.75
2016-06-01,669.75
2016-06-02,691.35
2016-06-03,684.5
2016-06-06,691.2
2016-06-07,687.25
2016-06-08,681.75
2016-06-09,671.8
2016-06-10,659.6
2016-06-13,645.3
2016-06-14,652.45
2016-06-15,675.85
2016-06-16,672.6
2016-06-17,672.35
2016-06-20,670.05
2016-06-21,667.35
2016-06-22,659.25
2016-06-23,658.15
2016-06-24,627.15
2016-06-27,643.7
2016-06-28,642.8
2016-06-29,644.95
2016-06-30,648.1
2016-07-01,660.7
2016-07-04,657.75
2016-07-05,651.65
2016-07-07,651.45
2016-07-08,646.9
2016-07-11,647.35
2016-07-12,645.1
2016-07-13,651.85
2016-07-14,643.05
2016-07-15,639.55
2016-07-18,637.05
2016-07-19,639.0
2016-07-20,644.15
2016-07-21,637.6
2016-07-22,633.55
2016-07-25,637.2
2016-07-26,632.95
2016-07-27,685.6
2016-07-28,696.6
2016-07-29,682.05
2016-08-01,673.5
2016-08-02,658.5
2016-08-03,645.3
2016-08-04,674.5
2016-08-05,664.4
2016-08-08,666.6
2016-08-09,629.65
2016-08-10,615.65
2016-08-11,598.25
2016-08-12,584.1
2016-08-16,577.65
2016-08-17,604.2
2016-08-18,608.35
2016-08-19,609.9
2016-08-22,606.5
2016-08-23,599.5
2016-08-24,594.45
2016-08-25,589.2
2016-08-26,585.1
2016-08-29,582.05
2016-08-30,581.35
2016-08-31,582.1
2016-09-01,570.7
2016-09-02,579.6
2016-09-06,585.5
2016-09-07,591.1
2016-09-08,608.55
2016-09-09,592.9
2016-09-12,577.3
2016-09-14,591.45
2016-09-15,600.5
2016-09-16,588.55
2016-09-19,585.6
2016-09-20,580.0
2016-09-21,612.6
2016-09-22,604.6
2016-09-23,598.25
2016-09-26,588.15
2016-09-27,597.15
2016-09-28,601.35
2016-09-29,557.6
2016-09-30,567.6
2016-10-03,583.95
2016-10-04,589.3
2016-10-05,591.55
2016-10-06,588.8
2016-10-07,595.65
2016-10-10,584.85
2016-10-13,570.2
2016-10-14,567.65
2016-10-17,566.4
2016-10-18,580.1
2016-10-19,574.1
2016-10-20,580.9
2016-10-21,572.75
2016-10-24,573.65
2016-10-25,568.9
2016-10-26,562.95
2016-10-27,563.3
2016-10-28,563.0
2016-10-30,569.85
2016-11-01,561.25
2016-11-02,550.1
2016-11-03,547.8
2016-11-04,539.5
2016-11-07,538.65
2016-11-08,542.25
2016-11-09,516.1
2016-11-10,524.7
2016-11-11,514.3
2016-11-15,479.5
2016-11-16,466.85
2016-11-17,470.1
2016-11-18,501.4
2016-11-21,478.4
2016-11-22,482.1
2016-11-23,488.2
2016-11-24,504.55
2016-11-25,501.65
2016-11-28,510.05
2016-11-29,503.6
2016-11-30,525.05
2016-12-01,528.65
2016-12-02,525.25
2016-12-05,526.55
2016-12-06,523.45
2016-12-07,529.8
2016-12-08,543.35
2016-12-09,547.2
2016-12-12,537.15
2016-12-13,524.95
2016-12-14,520.3
2016-12-15,519.9
2016-12-16,515.7
2016-12-19,519.4
2016-12-20,515.1
2016-12-21,514.6
2016-12-22,505.2
2016-12-23,499.7
2016-12-26,494.1
2016-12-27,499.45
2016-12-28,490.95
2016-12-29,481.15
2016-12-30,485.75
