Date,TRIGYN
2016-01-01,94.55
2016-01-04,89.9
2016-01-05,98.85
2016-01-06,100.5
2016-01-07,93.95
2016-01-08,98.85
2016-01-11,101.55
2016-01-12,98.25
2016-01-13,92.55
2016-01-14,87.65
2016-01-15,81.3
2016-01-18,73.2
2016-01-19,74.6
2016-01-20,70.9
2016-01-21,68.3
2016-01-22,71.7
2016-01-25,75.25
2016-01-27,79.0
2016-01-28,79.75
2016-01-29,77.85
2016-02-01,79.4
2016-02-02,77.5
2016-02-03,73.65
2016-02-04,75.0
2016-02-05,74.85
2016-02-08,71.45
2016-02-09,69.95
2016-02-10,64.55
2016-02-11,58.3
2016-02-12,55.5
2016-02-15,58.15
2016-02-16,55.25
2016-02-17,55.75
2016-02-18,56.1
2016-02-19,58.9
2016-02-22,58.15
2016-02-23,57.05
2016-02-24,54.6
2016-02-25,53.2
2016-02-26,51.1
2016-02-29,50.2
2016-03-01,52.7
2016-03-02,55.3
2016-03-03,58.05
2016-03-04,63.0
2016-03-08,66.5
2016-03-09,69.8
2016-03-10,67.75
2016-03-11,69.9
2016-03-14,69.1
2016-03-15,66.75
2016-03-16,67.6
2016-03-17,68.1
2016-03-18,67.5
2016-03-21,67.1
2016-03-22,67.7
2016-03-23,66.65
2016-03-28,64.35
2016-03-29,62.55
2016-03-30,68.8
2016-03-31,67.2
2016-04-01,68.45
2016-04-04,68.4
2016-04-05,66.85
2016-04-06,73.75
2016-04-07,71.9
2016-04-08,73.85
2016-04-11,72.25
2016-04-12,71.2
2016-04-13,72.15
2016-04-18,81.75
2016-04-20,81.5
2016-04-21,76.9
2016-04-22,79.95
2016-04-25,78.1
2016-04-26,78.15
2016-04-27,83.8
2016-04-28,81.9
2016-04-29,80.7
2016-05-02,85.85
2016-05-03,83.35
2016-05-04,84.0
2016-05-05,82.75
2016-05-06,81.5
2016-05-09,83.0
2016-05-10,82.55
2016-05-11,81.65
2016-05-12,83.25
2016-05-13,84.2
2016-05-16,90.75
2016-05-17,87.7
2016-05-18,105.2
2016-05-19,119.4
2016-05-20,109.3
2016-05-23,112.8
2016-05-24,109.1
2016-05-25,108.0
2016-05-26,107.9
2016-05-27,111.2
2016-05-30,108.45
2016-05-31,109.05
2016-06-01,119.95
2016-06-02,121.7
2016-06-03,125.7
2016-06-06,126.85
2016-06-07,137.45
2016-06-08,135.0
2016-06-09,128.7
2016-06-10,128.9
2016-06-13,125.9
2016-06-14,128.65
2016-06-15,129.35
2016-06-16,124.5
2016-06-17,124.65
2016-06-20,125.85
2016-06-21,127.05
2016-06-22,124.6
2016-06-23,120.65
2016-06-24,115.65
2016-06-27,117.3
2016-06-28,121.65
2016-06-29,122.8
2016-06-30,123.15
2016-07-01,131.45
2016-07-04,134.2
2016-07-05,130.7
2016-07-07,130.75
2016-07-08,126.75
2016-07-11,118.75
2016-07-12,119.05
2016-07-13,121.4
2016-07-14,126.2
2016-07-15,123.55
2016-07-18,119.65
2016-07-19,119.05
2016-07-20,117.65
2016-07-21,115.0
2016-07-22,113.4
2016-07-25,111.0
2016-07-26,108.7
2016-07-27,111.35
2016-07-28,114.5
2016-07-29,112.25
2016-08-01,108.85
2016-08-02,106.65
2016-08-03,103.4
2016-08-04,104.25
2016-08-05,109.5
2016-08-08,112.7
2016-08-09,108.05
2016-08-10,122.3
2016-08-11,116.55
2016-08-12,115.35
2016-08-16,103.65
2016-08-17,105.4
2016-08-18,106.15
2016-08-19,103.85
2016-08-22,102.3
2016-08-23,109.45
2016-08-24,106.35
2016-08-25,105.15
2016-08-26,103.25
2016-08-29,102.4
2016-08-30,105.75
2016-08-31,104.5
2016-09-01,103.05
2016-09-02,102.95
2016-09-06,103.3
2016-09-07,103.3
2016-09-08,103.05
2016-09-09,101.15
2016-09-12,96.9
2016-09-14,96.75
2016-09-15,99.85
2016-09-16,98.6
2016-09-19,96.1
2016-09-20,95.4
2016-09-21,96.0
2016-09-22,101.1
2016-09-23,98.25
2016-09-26,95.75
2016-09-27,95.5
2016-09-28,100.6
2016-09-29,92.15
2016-09-30,94.55
2016-10-03,94.55
2016-10-04,100.05
2016-10-05,111.3
2016-10-06,110.75
2016-10-07,107.95
2016-10-10,105.55
2016-10-13,103.15
2016-10-14,104.15
2016-10-17,113.55
2016-10-18,114.35
2016-10-19,118.15
2016-10-20,116.95
2016-10-21,118.1
2016-10-24,121.35
2016-10-25,118.45
2016-10-26,116.6
2016-10-27,114.65
2016-10-28,123.45
2016-10-30,126.95
2016-11-01,123.55
2016-11-02,119.5
2016-11-03,118.4
2016-11-04,111.2
2016-11-07,111.65
2016-11-08,115.3
2016-11-09,104.5
2016-11-10,109.35
2016-11-11,103.9
2016-11-15,93.15
2016-11-16,93.75
2016-11-17,92.0
2016-11-18,89.6
2016-11-21,82.25
2016-11-22,82.8
2016-11-23,92.7
2016-11-24,93.8
2016-11-25,99.6
2016-11-28,100.65
2016-11-29,101.95
2016-11-30,103.3
2016-12-01,101.35
2016-12-02,95.8
2016-12-05,104.05
2016-12-06,103.8
2016-12-07,101.55
2016-12-08,103.4
2016-12-09,114.75
2016-12-12,118.35
2016-12-13,116.9
2016-12-14,116.05
2016-12-15,116.65
2016-12-16,125.1
2016-12-19,127.55
2016-12-20,120.4
2016-12-21,120.8
