Date,MINDAIND
2016-01-01,917.15
2016-01-04,941.9
2016-01-05,939.55
2016-01-06,915.5
2016-01-07,869.75
2016-01-08,888.25
2016-01-11,897.95
2016-01-12,863.45
2016-01-13,838.4
2016-01-14,811.1
2016-01-15,808.35
2016-01-18,738.55
2016-01-19,776.65
2016-01-20,756.5
2016-01-21,760.7
2016-01-22,787.15
2016-01-25,806.6
2016-01-27,806.15
2016-01-28,800.95
2016-01-29,809.85
2016-02-01,817.35
2016-02-02,832.25
2016-02-03,900.55
2016-02-04,883.6
2016-02-05,882.05
2016-02-08,875.25
2016-02-09,846.65
2016-02-10,833.3
2016-02-11,782.45
2016-02-12,772.6
2016-02-15,816.9
2016-02-16,762.3
2016-02-17,752.55
2016-02-18,769.4
2016-02-19,785.55
2016-02-22,782.5
2016-02-23,766.85
2016-02-24,753.35
2016-02-25,779.75
2016-02-26,799.15
2016-02-29,768.15
2016-03-01,830.55
2016-03-02,824.15
2016-03-03,842.7
2016-03-04,991.4
2016-03-08,950.05
2016-03-09,940.6
2016-03-10,914.15
2016-03-11,913.8
2016-03-14,926.7
2016-03-15,911.35
2016-03-16,935.5
2016-03-17,934.65
2016-03-18,930.15
2016-03-21,926.45
2016-03-22,1018.0
2016-03-23,952.65
2016-03-28,938.3
2016-03-29,930.45
2016-03-30,954.55
2016-03-31,1002.45
2016-04-01,999.8
2016-04-04,1003.95
2016-04-05,1008.35
2016-04-06,1012.45
2016-04-07,1005.85
2016-04-08,997.4
2016-04-11,1015.1
2016-04-12,1019.1
2016-04-13,1009.25
2016-04-18,1005.4
2016-04-20,1005.9
2016-04-21,1002.8
2016-04-22,1001.0
2016-04-25,1000.65
2016-04-26,1003.9
2016-04-27,1004.8
2016-04-28,998.35
2016-04-29,995.5
2016-05-02,1005.95
2016-05-03,1006.2
2016-05-04,996.7
2016-05-05,1013.35
2016-05-06,1001.2
2016-05-09,1053.5
2016-05-10,1054.05
2016-05-11,1057.75
2016-05-12,1075.6
2016-05-13,1081.3
2016-05-16,1085.85
2016-05-17,1091.55
2016-05-18,1099.25
2016-05-19,1093.75
2016-05-20,1105.45
2016-05-23,1155.8
2016-05-24,1130.65
2016-05-25,1168.9
2016-05-26,1169.85
2016-05-27,1179.3
2016-05-30,1164.65
2016-05-31,1197.1
2016-06-01,1169.45
2016-06-02,1168.3
2016-06-03,1177.45
2016-06-06,1170.0
2016-06-07,1164.9
2016-06-08,1167.85
2016-06-09,1167.25
2016-06-10,1169.0
2016-06-13,1161.35
2016-06-14,1159.75
2016-06-15,1145.5
2016-06-16,1177.2
2016-06-17,1168.3
2016-06-20,1155.8
2016-06-21,1164.3
2016-06-22,1157.4
2016-06-23,1151.35
2016-06-24,1161.8
2016-06-27,1158.95
2016-06-28,1154.4
2016-06-29,1167.5
2016-06-30,1167.1
2016-07-01,1159.35
2016-07-04,1164.75
2016-07-05,1155.0
2016-07-07,1152.9
2016-07-08,1165.1
2016-07-11,1169.55
2016-07-12,1169.1
2016-07-13,1162.95
2016-07-14,1171.65
2016-07-15,1169.85
2016-07-18,1161.05
2016-07-19,1169.75
2016-07-20,1169.05
2016-07-21,1158.55
2016-07-22,1156.6
2016-07-25,1169.95
2016-07-26,1169.7
2016-07-27,1169.25
2016-07-28,1169.7
2016-07-29,1170.0
2016-08-01,1169.95
2016-08-02,1167.2
2016-08-03,1165.3
2016-08-04,1156.4
2016-08-05,1170.0
2016-08-08,1172.15
2016-08-09,1169.6
2016-08-10,1166.65
2016-08-11,1119.0
2016-08-12,1170.4
2016-08-16,1128.55
2016-08-17,1119.75
2016-08-18,1134.55
2016-08-19,1155.5
2016-08-22,1275.55
2016-08-23,1280.75
2016-08-24,1273.8
2016-08-25,1270.95
2016-08-26,1234.45
2016-08-29,1241.5
2016-08-30,1258.05
2016-08-31,1262.35
2016-09-01,1386.95
2016-09-02,1406.9
2016-09-06,1463.2
2016-09-07,1579.55
2016-09-08,1567.05
2016-09-09,1521.65
2016-09-12,290.7
2016-09-14,315.35
2016-09-15,310.45
2016-09-16,307.3
2016-09-19,303.35
2016-09-20,299.9
2016-09-21,301.15
2016-09-22,302.25
2016-09-23,291.15
2016-09-26,294.2
2016-09-27,291.6
2016-09-28,292.15
2016-09-29,280.65
2016-09-30,290.6
2016-10-03,311.85
2016-10-04,319.2
2016-10-05,319.75
2016-10-06,325.3
2016-10-07,324.7
2016-10-10,332.35
2016-10-13,339.7
2016-10-14,345.55
2016-10-17,335.45
2016-10-18,338.2
2016-10-19,336.95
2016-10-20,340.85
2016-10-21,342.55
2016-10-24,350.1
2016-10-25,370.55
2016-10-26,365.55
2016-10-27,360.05
2016-10-28,362.65
2016-10-30,391.35
2016-11-01,385.45
2016-11-02,384.45
2016-11-03,383.35
2016-11-04,375.3
2016-11-07,385.25
2016-11-08,378.45
2016-11-09,362.4
2016-11-10,360.7
2016-11-11,338.7
2016-11-15,313.6
2016-11-16,305.55
2016-11-17,297.45
2016-11-18,295.05
2016-11-21,271.45
2016-11-22,265.1
2016-11-23,291.5
2016-11-24,300.25
2016-11-25,306.25
2016-11-28,308.05
2016-11-29,303.8
2016-11-30,306.5
2016-12-01,303.85
2016-12-02,301.05
2016-12-05,301.5
2016-12-06,302.8
2016-12-07,296.3
2016-12-08,305.05
2016-12-09,317.5
