Date,JSL
2016-01-01,28.5
2016-01-04,28.05
2016-01-05,28.55
2016-01-06,28.15
2016-01-07,27.0
2016-01-08,27.15
2016-01-11,27.05
2016-01-12,26.6
2016-01-13,25.55
2016-01-14,24.95
2016-01-15,24.1
2016-01-18,22.65
2016-01-19,23.0
2016-01-20,22.85
2016-01-21,22.95
2016-01-22,24.85
2016-01-25,24.15
2016-01-27,24.5
2016-01-28,22.8
2016-01-29,22.9
2016-02-01,22.7
2016-02-02,21.85
2016-02-03,20.85
2016-02-04,20.5
2016-02-05,21.45
2016-02-08,21.5
2016-02-09,21.5
2016-02-10,20.95
2016-02-11,20.55
2016-02-12,20.55
2016-02-15,19.9
2016-02-16,19.45
2016-02-17,19.0
2016-02-18,18.9
2016-02-19,19.9
2016-02-22,19.75
2016-02-23,19.3
2016-02-24,18.9
2016-02-25,18.35
2016-02-26,18.2
2016-02-29,18.0
2016-03-01,18.0
2016-03-02,18.35
2016-03-03,18.65
2016-03-04,18.95
2016-03-08,18.45
2016-03-09,18.55
2016-03-10,18.85
2016-03-11,18.6
2016-03-14,18.5
2016-03-15,18.1
2016-03-16,17.75
2016-03-17,17.85
2016-03-18,17.7
2016-03-21,17.65
2016-03-22,17.65
2016-03-23,17.4
2016-03-28,17.1
2016-03-29,16.9
2016-03-30,17.05
2016-03-31,16.75
2016-04-01,16.9
2016-04-04,17.75
2016-04-05,17.35
2016-04-06,17.3
2016-04-07,17.15
2016-04-08,17.4
2016-04-11,19.15
2016-04-12,17.1
2016-04-13,17.0
2016-04-18,17.2
2016-04-20,17.75
2016-04-21,18.05
2016-04-22,17.95
2016-04-25,17.85
2016-04-26,17.95
2016-04-27,17.55
2016-04-28,17.3
2016-04-29,17.0
2016-05-02,16.85
2016-05-03,17.0
2016-05-04,16.8
2016-05-05,16.9
2016-05-06,16.45
2016-05-09,16.95
2016-05-10,16.8
2016-05-11,16.6
2016-05-12,16.85
2016-05-13,16.85
2016-05-16,16.65
2016-05-17,16.65
2016-05-18,16.9
2016-05-19,16.85
2016-05-20,16.9
2016-05-23,16.6
2016-05-24,16.0
2016-05-25,16.0
2016-05-26,15.95
2016-05-27,15.65
2016-05-30,15.25
2016-05-31,15.05
2016-06-01,14.85
2016-06-02,14.25
2016-06-03,14.9
2016-06-06,14.7
2016-06-07,14.8
2016-06-08,15.05
2016-06-09,15.25
2016-06-10,15.55
2016-06-13,15.25
2016-06-14,15.85
2016-06-15,15.95
2016-06-16,15.75
2016-06-17,15.6
2016-06-20,15.55
2016-06-21,15.7
2016-06-22,15.55
2016-06-23,15.5
2016-06-24,15.05
2016-06-27,15.05
2016-06-28,15.5
2016-06-29,15.65
2016-06-30,15.9
2016-07-01,15.85
2016-07-04,15.75
2016-07-05,15.9
2016-07-07,16.2
2016-07-08,15.9
2016-07-11,16.2
2016-07-12,16.6
2016-07-13,16.45
2016-07-14,16.4
2016-07-15,16.3
2016-07-18,16.2
2016-07-19,16.3
2016-07-20,16.0
2016-07-21,15.95
2016-07-22,16.05
2016-07-25,15.9
2016-07-26,16.75
2016-07-27,19.25
2016-07-28,20.55
2016-07-29,20.05
2016-08-01,23.25
2016-08-02,23.6
2016-08-03,22.35
2016-08-04,23.45
2016-08-05,25.1
2016-08-08,25.75
2016-08-09,25.75
2016-08-10,26.15
2016-08-11,27.4
2016-08-12,25.55
2016-08-16,25.0
2016-08-17,24.75
2016-08-18,24.95
2016-08-19,25.15
2016-08-22,25.25
2016-08-23,24.95
2016-08-24,25.05
2016-08-25,24.8
2016-08-26,23.2
2016-08-29,23.6
2016-08-30,23.5
2016-08-31,23.5
2016-09-01,23.4
2016-09-02,23.35
2016-09-06,23.65
2016-09-07,23.65
2016-09-08,23.8
2016-09-09,23.9
2016-09-12,23.1
2016-09-14,23.05
2016-09-15,23.35
2016-09-16,22.95
2016-09-19,22.65
2016-09-20,22.55
2016-09-21,22.2
2016-09-22,22.3
2016-09-23,22.35
2016-09-26,22.9
2016-09-27,24.55
2016-09-28,26.5
2016-09-29,24.2
2016-09-30,24.65
2016-10-03,25.0
2016-10-04,24.85
2016-10-05,24.9
2016-10-06,28.75
2016-10-07,28.95
2016-10-10,31.25
2016-10-13,29.2
2016-10-14,33.5
2016-10-17,37.25
2016-10-18,40.9
2016-10-19,41.7
2016-10-20,41.7
2016-10-21,42.7
2016-10-24,41.35
2016-10-25,39.85
2016-10-26,41.65
2016-10-27,41.85
2016-10-28,41.5
2016-10-30,41.6
2016-11-01,40.85
2016-11-02,39.7
2016-11-03,39.15
2016-11-04,37.5
2016-11-07,38.7
2016-11-08,39.95
2016-11-09,39.3
2016-11-10,41.95
2016-11-11,41.0
2016-11-15,38.15
2016-11-16,37.5
2016-11-17,36.3
2016-11-18,35.65
2016-11-21,34.0
2016-11-22,34.9
2016-11-23,35.45
2016-11-24,34.95
2016-11-25,36.4
2016-11-28,37.75
2016-11-29,36.4
2016-11-30,36.4
2016-12-01,35.8
2016-12-02,34.65
2016-12-05,35.75
2016-12-06,36.95
2016-12-07,37.15
2016-12-08,38.05
2016-12-09,38.45
2016-12-12,39.1
2016-12-13,40.2
2016-12-14,38.0
2016-12-15,38.95
2016-12-16,38.7
2016-12-19,38.3
2016-12-20,39.2
2016-12-21,38.5
2016-12-22,37.9
2016-12-23,37.0
2016-12-26,35.8
2016-12-27,37.4
2016-12-28,36.75
2016-12-29,37.0
2016-12-30,37.65
