Date,ELGIEQUIP
2016-01-01,129.8
2016-01-04,128.45
2016-01-05,128.85
2016-01-06,128.85
2016-01-07,125.85
2016-01-08,125.75
2016-01-11,125.8
2016-01-12,127.7
2016-01-13,125.3
2016-01-14,125.1
2016-01-15,124.4
2016-01-18,123.1
2016-01-19,125.95
2016-01-20,124.4
2016-01-21,124.1
2016-01-22,123.95
2016-01-25,124.55
2016-01-27,125.05
2016-01-28,125.3
2016-01-29,125.05
2016-02-01,126.4
2016-02-02,125.85
2016-02-03,123.2
2016-02-04,124.5
2016-02-05,123.75
2016-02-08,125.1
2016-02-09,124.95
2016-02-10,120.45
2016-02-11,122.95
2016-02-12,122.15
2016-02-15,122.05
2016-02-16,122.2
2016-02-17,122.2
2016-02-18,122.0
2016-02-19,120.15
2016-02-22,121.95
2016-02-23,123.15
2016-02-24,122.5
2016-02-25,123.65
2016-02-26,123.75
2016-02-29,125.85
2016-03-01,126.0
2016-03-02,130.4
2016-03-03,129.15
2016-03-04,132.1
2016-03-08,132.9
2016-03-09,133.15
2016-03-10,133.65
2016-03-11,130.95
2016-03-14,133.55
2016-03-15,133.05
2016-03-16,133.05
2016-03-17,133.0
2016-03-18,133.1
2016-03-21,133.05
2016-03-22,131.6
2016-03-23,130.9
2016-03-28,129.15
2016-03-29,126.05
2016-03-30,129.85
2016-03-31,130.2
2016-04-01,128.4
2016-04-04,126.45
2016-04-05,129.35
2016-04-06,131.65
2016-04-07,130.25
2016-04-08,130.1
2016-04-11,130.85
2016-04-12,131.15
2016-04-13,130.6
2016-04-18,129.3
2016-04-20,127.95
2016-04-21,136.55
2016-04-22,143.9
2016-04-25,147.9
2016-04-26,158.25
2016-04-27,161.6
2016-04-28,159.25
2016-04-29,163.5
2016-05-02,161.85
2016-05-03,158.15
2016-05-04,158.1
2016-05-05,166.0
2016-05-06,165.05
2016-05-09,164.5
2016-05-10,161.55
2016-05-11,156.65
2016-05-12,163.2
2016-05-13,162.85
2016-05-16,158.3
2016-05-17,158.35
2016-05-18,157.8
2016-05-19,158.6
2016-05-20,159.35
2016-05-23,159.0
2016-05-24,159.75
2016-05-25,159.45
2016-05-26,159.9
2016-05-27,163.95
2016-05-30,176.3
2016-05-31,174.4
2016-06-01,168.4
2016-06-02,171.4
2016-06-03,166.9
2016-06-06,163.7
2016-06-07,175.15
2016-06-08,171.75
2016-06-09,171.05
2016-06-10,167.9
2016-06-13,169.1
2016-06-14,168.9
2016-06-15,177.5
2016-06-16,171.35
2016-06-17,170.1
2016-06-20,170.2
2016-06-21,171.0
2016-06-22,170.15
2016-06-23,169.9
2016-06-24,168.35
2016-06-27,168.1
2016-06-28,171.7
2016-06-29,173.7
2016-06-30,173.3
2016-07-01,174.8
2016-07-04,184.15
2016-07-05,181.4
2016-07-07,179.35
2016-07-08,176.2
2016-07-11,178.35
2016-07-12,173.7
2016-07-13,171.4
2016-07-14,172.4
2016-07-15,173.85
2016-07-18,175.7
2016-07-19,175.7
2016-07-20,175.5
2016-07-21,169.25
2016-07-22,171.15
2016-07-25,175.15
2016-07-26,176.2
2016-07-27,177.9
2016-07-28,176.15
2016-07-29,183.65
2016-08-01,173.2
2016-08-02,168.9
2016-08-03,163.95
2016-08-04,163.5
2016-08-05,165.45
2016-08-08,168.7
2016-08-09,172.3
2016-08-10,172.0
2016-08-11,167.1
2016-08-12,168.05
2016-08-16,172.95
2016-08-17,174.25
2016-08-18,179.8
2016-08-19,181.1
2016-08-22,190.0
2016-08-23,189.15
2016-08-24,188.1
2016-08-25,183.25
2016-08-26,183.4
2016-08-29,183.15
2016-08-30,187.35
2016-08-31,187.15
2016-09-01,190.25
2016-09-02,196.1
2016-09-06,196.1
2016-09-07,198.65
2016-09-08,197.9
2016-09-09,195.4
2016-09-12,192.8
2016-09-14,193.95
2016-09-15,192.25
2016-09-16,192.7
2016-09-19,187.25
2016-09-20,190.15
2016-09-21,187.6
2016-09-22,195.3
2016-09-23,193.35
2016-09-26,191.05
2016-09-27,190.5
2016-09-28,192.9
2016-09-29,186.4
2016-09-30,189.2
2016-10-03,190.0
2016-10-04,193.9
2016-10-05,193.95
2016-10-06,192.85
2016-10-07,196.15
2016-10-10,199.35
2016-10-13,193.65
2016-10-14,193.65
2016-10-17,186.65
2016-10-18,190.05
2016-10-19,189.55
2016-10-20,193.55
2016-10-21,196.1
2016-10-24,193.85
2016-10-25,195.5
2016-10-26,195.05
2016-10-27,194.55
2016-10-28,196.95
2016-10-30,196.9
2016-11-01,191.9
2016-11-02,192.1
2016-11-03,191.7
2016-11-04,191.4
2016-11-07,192.75
2016-11-08,192.25
2016-11-09,192.2
2016-11-10,195.1
2016-11-11,185.2
2016-11-15,170.5
2016-11-16,173.45
2016-11-17,171.55
2016-11-18,172.95
2016-11-21,165.5
2016-11-22,166.75
2016-11-23,165.05
2016-11-24,167.4
2016-11-25,170.95
2016-11-28,179.2
2016-11-29,175.2
2016-11-30,180.85
2016-12-01,180.75
2016-12-02,177.35
2016-12-05,177.1
2016-12-06,177.3
2016-12-07,174.1
2016-12-08,179.2
2016-12-09,183.6
2016-12-12,178.65
2016-12-13,182.45
2016-12-14,181.0
2016-12-15,181.2
2016-12-16,181.55
2016-12-19,182.05
2016-12-20,181.15
2016-12-21,181.1
2016-12-22,181.3
2016-12-23,177.6
2016-12-26,170.75
2016-12-27,177.95
2016-12-28,183.0
2016-12-29,186.75
2016-12-30,182.2
