Date,CARBORUNIV
2016-01-01,185.9
2016-01-04,184.05
2016-01-05,184.8
2016-01-06,187.5
2016-01-07,187.0
2016-01-08,186.15
2016-01-11,183.25
2016-01-12,188.45
2016-01-13,185.5
2016-01-14,187.75
2016-01-15,184.05
2016-01-18,178.0
2016-01-19,178.8
2016-01-20,179.85
2016-01-21,180.0
2016-01-22,180.0
2016-01-25,171.95
2016-01-27,169.35
2016-01-28,169.8
2016-01-29,172.5
2016-02-01,172.7
2016-02-02,173.2
2016-02-03,171.1
2016-02-04,174.2
2016-02-05,181.1
2016-02-08,173.85
2016-02-09,173.8
2016-02-10,170.65
2016-02-11,164.7
2016-02-12,169.85
2016-02-15,169.25
2016-02-16,166.75
2016-02-17,166.4
2016-02-18,165.65
2016-02-19,167.5
2016-02-22,165.45
2016-02-23,165.0
2016-02-24,165.0
2016-02-25,168.3
2016-02-26,168.95
2016-02-29,169.0
2016-03-01,168.4
2016-03-02,170.3
2016-03-03,174.85
2016-03-04,181.45
2016-03-08,176.0
2016-03-09,174.5
2016-03-10,175.4
2016-03-11,176.85
2016-03-14,173.8
2016-03-15,174.75
2016-03-16,174.05
2016-03-17,174.05
2016-03-18,172.8
2016-03-21,173.0
2016-03-22,171.55
2016-03-23,173.45
2016-03-28,173.0
2016-03-29,171.8
2016-03-30,175.65
2016-03-31,175.45
2016-04-01,171.25
2016-04-04,172.1
2016-04-05,170.0
2016-04-06,171.0
2016-04-07,172.0
2016-04-08,173.05
2016-04-11,171.5
2016-04-12,174.1
2016-04-13,182.4
2016-04-18,190.75
2016-04-20,192.8
2016-04-21,200.95
2016-04-22,196.55
2016-04-25,192.15
2016-04-26,193.9
2016-04-27,194.35
2016-04-28,192.5
2016-04-29,194.3
2016-05-02,192.55
2016-05-03,192.75
2016-05-04,191.05
2016-05-05,202.05
2016-05-06,199.75
2016-05-09,214.95
2016-05-10,211.9
2016-05-11,217.05
2016-05-12,219.45
2016-05-13,220.55
2016-05-16,217.55
2016-05-17,217.9
2016-05-18,215.25
2016-05-19,210.85
2016-05-20,210.5
2016-05-23,211.0
2016-05-24,210.05
2016-05-25,211.85
2016-05-26,212.45
2016-05-27,216.6
2016-05-30,223.65
2016-05-31,225.5
2016-06-01,225.1
2016-06-02,223.65
2016-06-03,221.7
2016-06-06,221.45
2016-06-07,224.85
2016-06-08,223.45
2016-06-09,219.35
2016-06-10,221.05
2016-06-13,215.95
2016-06-14,217.6
2016-06-15,219.85
2016-06-16,218.6
2016-06-17,215.45
2016-06-20,213.35
2016-06-21,212.85
2016-06-22,216.6
2016-06-23,219.9
2016-06-24,217.0
2016-06-27,222.95
2016-06-28,226.65
2016-06-29,238.9
2016-06-30,239.1
2016-07-01,241.6
2016-07-04,248.3
2016-07-05,243.65
2016-07-07,235.65
2016-07-08,234.6
2016-07-11,235.9
2016-07-12,234.5
2016-07-13,241.0
2016-07-14,251.4
2016-07-15,244.7
2016-07-18,247.7
2016-07-19,246.45
2016-07-20,246.85
2016-07-21,245.8
2016-07-22,247.8
2016-07-25,256.95
2016-07-26,254.0
2016-07-27,252.65
2016-07-28,250.1
2016-07-29,255.55
2016-08-01,258.95
2016-08-02,259.9
2016-08-03,256.35
2016-08-04,252.45
2016-08-05,255.9
2016-08-08,267.0
2016-08-09,261.1
2016-08-10,258.3
2016-08-11,260.7
2016-08-12,266.65
2016-08-16,267.0
2016-08-17,266.35
2016-08-18,266.4
2016-08-19,281.05
2016-08-22,275.2
2016-08-23,272.35
2016-08-24,276.35
2016-08-25,275.6
2016-08-26,272.9
2016-08-29,269.8
2016-08-30,270.95
2016-08-31,274.15
2016-09-01,271.45
2016-09-02,272.05
2016-09-06,275.65
2016-09-07,276.95
2016-09-08,278.0
2016-09-09,270.5
2016-09-12,264.25
2016-09-14,270.2
2016-09-15,267.4
2016-09-16,266.6
2016-09-19,273.65
2016-09-20,270.95
2016-09-21,269.85
2016-09-22,274.8
2016-09-23,276.2
2016-09-26,272.9
2016-09-27,269.5
2016-09-28,274.0
2016-09-29,263.7
2016-09-30,272.2
2016-10-03,276.5
2016-10-04,293.2
2016-10-05,288.75
2016-10-06,297.25
2016-10-07,293.45
2016-10-10,299.75
2016-10-13,282.9
2016-10-14,286.85
2016-10-17,281.35
2016-10-18,280.25
2016-10-19,283.2
2016-10-20,284.15
2016-10-21,282.35
2016-10-24,289.1
2016-10-25,283.9
2016-10-26,281.45
2016-10-27,284.6
2016-10-28,281.85
2016-10-30,284.1
2016-11-01,280.05
2016-11-02,271.2
2016-11-03,266.0
2016-11-04,266.4
2016-11-07,271.25
2016-11-08,266.05
2016-11-09,262.65
2016-11-10,264.65
2016-11-11,258.25
2016-11-15,251.35
2016-11-16,250.65
2016-11-17,254.35
2016-11-18,255.35
2016-11-21,250.1
2016-11-22,251.6
2016-11-23,258.95
2016-11-24,260.15
2016-11-25,264.45
2016-11-28,256.65
2016-11-29,260.0
2016-11-30,266.75
2016-12-01,263.4
2016-12-02,256.65
2016-12-05,258.25
2016-12-06,258.6
2016-12-07,257.15
2016-12-08,260.75
2016-12-09,257.25
2016-12-12,254.65
2016-12-13,257.35
2016-12-14,249.0
2016-12-15,240.85
2016-12-16,246.15
2016-12-19,245.05
2016-12-20,239.85
2016-12-21,242.3
2016-12-22,239.35
2016-12-23,240.85
2016-12-26,240.75
2016-12-27,245.45
2016-12-28,243.05
2016-12-29,243.3
2016-12-30,247.65
