Date,WHIRLPOOL
2016-01-01,650.05
2016-01-04,652.1
2016-01-05,660.55
2016-01-06,674.2
2016-01-07,665.25
2016-01-08,671.25
2016-01-11,661.8
2016-01-12,667.35
2016-01-13,666.2
2016-01-14,647.85
2016-01-15,644.15
2016-01-18,623.7
2016-01-19,621.4
2016-01-20,600.15
2016-01-21,600.2
2016-01-22,608.85
2016-01-25,594.1
2016-01-27,586.15
2016-01-28,579.5
2016-01-29,589.65
2016-02-01,652.85
2016-02-02,638.1
2016-02-03,613.4
2016-02-04,610.6
2016-02-05,630.4
2016-02-08,627.35
2016-02-09,618.0
2016-02-10,608.4
2016-02-11,599.9
2016-02-12,579.1
2016-02-15,595.3
2016-02-16,595.7
2016-02-17,596.8
2016-02-18,601.1
2016-02-19,601.75
2016-02-22,613.5
2016-02-23,601.95
2016-02-24,608.0
2016-02-25,605.25
2016-02-26,600.45
2016-02-29,597.6
2016-03-01,624.6
2016-03-02,649.25
2016-03-03,640.6
2016-03-04,640.3
2016-03-08,636.15
2016-03-09,633.55
2016-03-10,639.85
2016-03-11,630.25
2016-03-14,643.55
2016-03-15,683.0
2016-03-16,667.5
2016-03-17,665.6
2016-03-18,671.7
2016-03-21,686.3
2016-03-22,676.2
2016-03-23,677.65
2016-03-28,670.9
2016-03-29,674.65
2016-03-30,677.35
2016-03-31,702.65
2016-04-01,699.3
2016-04-04,699.5
2016-04-05,692.5
2016-04-06,700.05
2016-04-07,691.0
2016-04-08,709.5
2016-04-11,723.45
2016-04-12,725.65
2016-04-13,732.5
2016-04-18,766.75
2016-04-20,760.5
2016-04-21,736.8
2016-04-22,739.3
2016-04-25,753.15
2016-04-26,740.45
2016-04-27,741.3
2016-04-28,738.95
2016-04-29,747.0
2016-05-02,729.85
2016-05-03,727.7
2016-05-04,708.65
2016-05-05,708.05
2016-05-06,726.1
2016-05-09,749.65
2016-05-10,743.8
2016-05-11,756.0
2016-05-12,758.0
2016-05-13,764.35
2016-05-16,764.0
2016-05-17,779.15
2016-05-18,779.2
2016-05-19,757.4
2016-05-20,732.45
2016-05-23,745.95
2016-05-24,745.6
2016-05-25,754.45
2016-05-26,765.65
2016-05-27,774.7
2016-05-30,769.25
2016-05-31,758.4
2016-06-01,767.6
2016-06-02,765.9
2016-06-03,770.0
2016-06-06,770.55
2016-06-07,797.7
2016-06-08,784.7
2016-06-09,790.7
2016-06-10,776.95
2016-06-13,769.4
2016-06-14,772.1
2016-06-15,775.8
2016-06-16,779.0
2016-06-17,804.65
2016-06-20,796.0
2016-06-21,809.8
2016-06-22,805.35
2016-06-23,799.95
2016-06-24,804.0
2016-06-27,813.8
2016-06-28,807.0
2016-06-29,817.45
2016-06-30,830.4
2016-07-01,825.2
2016-07-04,832.75
2016-07-05,849.55
2016-07-07,844.3
2016-07-08,840.25
2016-07-11,838.25
2016-07-12,877.55
2016-07-13,862.2
2016-07-14,862.7
2016-07-15,850.65
2016-07-18,857.0
2016-07-19,849.9
2016-07-20,847.9
2016-07-21,846.85
2016-07-22,835.95
2016-07-25,852.3
2016-07-26,844.4
2016-07-27,848.45
2016-07-28,844.8
2016-07-29,845.5
2016-08-01,854.9
2016-08-02,851.45
2016-08-03,845.45
2016-08-04,852.45
2016-08-05,862.25
2016-08-08,881.2
2016-08-09,887.7
2016-08-10,871.75
2016-08-11,890.65
2016-08-12,891.7
2016-08-16,891.85
2016-08-17,899.95
2016-08-18,913.95
2016-08-19,929.5
2016-08-22,917.95
2016-08-23,913.0
2016-08-24,913.55
2016-08-25,914.8
2016-08-26,918.75
2016-08-29,955.1
2016-08-30,924.95
2016-08-31,918.65
2016-09-01,941.2
2016-09-02,930.35
2016-09-06,936.45
2016-09-07,941.4
2016-09-08,942.85
2016-09-09,941.75
2016-09-12,924.1
2016-09-14,930.9
2016-09-15,944.25
2016-09-16,951.25
2016-09-19,962.95
2016-09-20,963.2
2016-09-21,983.9
2016-09-22,969.7
2016-09-23,1011.8
2016-09-26,1001.15
2016-09-27,1014.9
2016-09-28,1003.65
2016-09-29,1017.8
2016-09-30,1017.3
2016-10-03,1027.55
2016-10-04,1066.05
2016-10-05,1053.25
2016-10-06,1076.25
2016-10-07,1067.55
2016-10-10,1081.3
2016-10-13,1092.4
2016-10-14,1110.0
2016-10-17,1114.3
2016-10-18,1141.0
2016-10-19,1152.55
2016-10-20,1176.8
2016-10-21,1147.55
2016-10-24,1134.5
2016-10-25,1125.65
2016-10-26,1142.85
2016-10-27,1139.85
2016-10-28,1124.85
2016-10-30,1145.75
2016-11-01,1145.3
2016-11-02,1139.85
2016-11-03,1124.75
2016-11-04,1124.85
2016-11-07,1100.7
2016-11-08,1086.2
2016-11-09,1028.35
2016-11-10,953.3
2016-11-11,937.45
2016-11-15,926.55
2016-11-16,888.5
2016-11-17,902.6
2016-11-18,912.4
2016-11-21,905.3
2016-11-22,915.25
2016-11-23,939.4
2016-11-24,922.95
2016-11-25,919.5
2016-11-28,925.25
2016-11-29,942.25
2016-11-30,1006.0
2016-12-01,953.05
2016-12-02,915.15
2016-12-05,884.45
2016-12-06,872.25
2016-12-07,905.4
2016-12-08,942.0
2016-12-09,940.0
2016-12-12,888.75
2016-12-13,876.8
2016-12-14,871.35
2016-12-15,878.65
2016-12-16,893.7
2016-12-19,875.95
2016-12-20,894.3
2016-12-21,875.2
2016-12-22,867.8
2016-12-23,868.1
2016-12-26,841.1
2016-12-27,869.55
2016-12-28,869.65
2016-12-29,876.1
2016-12-30,889.05
