Date,LT
2016-01-01,1289.2
2016-01-04,1255.95
2016-01-05,1256.9
2016-01-06,1236.85
2016-01-07,1206.4
2016-01-08,1179.1
2016-01-11,1173.35
2016-01-12,1179.15
2016-01-13,1156.75
2016-01-14,1134.65
2016-01-15,1107.9
2016-01-18,1083.55
2016-01-19,1122.95
2016-01-20,1116.1
2016-01-21,1102.7
2016-01-22,1142.2
2016-01-25,1114.15
2016-01-27,1107.8
2016-01-28,1074.5
2016-01-29,1101.65
2016-02-01,1122.05
2016-02-02,1121.9
2016-02-03,1108.8
2016-02-04,1135.7
2016-02-05,1139.9
2016-02-08,1130.3
2016-02-09,1114.2
2016-02-10,1120.6
2016-02-11,1092.4
2016-02-12,1053.65
2016-02-15,1149.4
2016-02-16,1104.0
2016-02-17,1122.45
2016-02-18,1149.65
2016-02-19,1150.5
2016-02-22,1149.75
2016-02-23,1130.15
2016-02-24,1112.9
2016-02-25,1086.45
2016-02-26,1110.65
2016-02-29,1076.0
2016-03-01,1123.95
2016-03-02,1137.9
2016-03-03,1207.1
2016-03-04,1193.2
2016-03-08,1187.45
2016-03-09,1212.85
2016-03-10,1186.15
2016-03-11,1185.65
2016-03-14,1184.2
2016-03-15,1180.75
2016-03-16,1183.2
2016-03-17,1193.25
2016-03-18,1199.3
2016-03-21,1228.15
2016-03-22,1237.3
2016-03-23,1242.55
2016-03-28,1206.35
2016-03-29,1193.95
2016-03-30,1228.05
2016-03-31,1216.7
2016-04-01,1237.9
2016-04-04,1235.85
2016-04-05,1195.15
2016-04-06,1211.85
2016-04-07,1182.9
2016-04-08,1192.25
2016-04-11,1213.35
2016-04-12,1222.4
2016-04-13,1234.9
2016-04-18,1253.0
2016-04-20,1265.95
2016-04-21,1251.95
2016-04-22,1265.1
2016-04-25,1265.5
2016-04-26,1281.0
2016-04-27,1276.45
2016-04-28,1259.55
2016-04-29,1254.6
2016-05-02,1250.75
2016-05-03,1251.4
2016-05-04,1246.8
2016-05-05,1273.85
2016-05-06,1260.45
2016-05-09,1294.55
2016-05-10,1320.05
2016-05-11,1327.75
2016-05-12,1316.1
2016-05-13,1286.5
2016-05-16,1283.25
2016-05-17,1291.1
2016-05-18,1309.85
2016-05-19,1266.1
2016-05-20,1255.1
2016-05-23,1241.2
2016-05-24,1242.15
2016-05-25,1291.6
2016-05-26,1474.15
2016-05-27,1474.9
2016-05-30,1487.1
2016-05-31,1473.55
2016-06-01,1465.05
2016-06-02,1477.25
2016-06-03,1460.6
2016-06-06,1468.2
2016-06-07,1487.9
2016-06-08,1511.2
2016-06-09,1491.45
2016-06-10,1487.7
2016-06-13,1466.15
2016-06-14,1460.55
2016-06-15,1513.8
2016-06-16,1494.2
2016-06-17,1480.25
2016-06-20,1507.05
2016-06-21,1494.8
2016-06-22,1491.55
2016-06-23,1498.6
2016-06-24,1430.6
2016-06-27,1466.75
2016-06-28,1474.05
2016-06-29,1483.2
2016-06-30,1496.5
2016-07-01,1542.65
2016-07-04,1568.1
2016-07-05,1576.1
2016-07-07,1554.5
2016-07-08,1532.65
2016-07-11,1559.8
2016-07-12,1568.0
2016-07-13,1551.4
2016-07-14,1564.45
2016-07-15,1585.85
2016-07-18,1574.4
2016-07-19,1572.8
2016-07-20,1570.85
2016-07-21,1557.55
2016-07-22,1574.0
2016-07-25,1585.9
2016-07-26,1592.7
2016-07-27,1602.15
2016-07-28,1577.25
2016-07-29,1558.85
2016-08-01,1493.7
2016-08-02,1503.35
2016-08-03,1478.6
2016-08-04,1469.15
2016-08-05,1512.2
2016-08-08,1507.15
2016-08-09,1500.95
2016-08-10,1483.2
2016-08-11,1474.7
2016-08-12,1491.9
2016-08-16,1506.35
2016-08-17,1502.5
2016-08-18,1482.1
2016-08-19,1494.35
2016-08-22,1492.65
2016-08-23,1477.15
2016-08-24,1473.5
2016-08-25,1454.65
2016-08-26,1427.2
2016-08-29,1459.5
2016-08-30,1475.65
2016-08-31,1512.95
2016-09-01,1507.1
2016-09-02,1505.05
2016-09-06,1516.4
2016-09-07,1518.25
2016-09-08,1539.5
2016-09-09,1517.7
2016-09-12,1463.2
2016-09-14,1475.3
2016-09-15,1470.25
2016-09-16,1473.2
2016-09-19,1479.8
2016-09-20,1475.95
2016-09-21,1472.1
2016-09-22,1499.95
2016-09-23,1497.0
2016-09-26,1465.7
2016-09-27,1436.4
2016-09-28,1455.9
2016-09-29,1437.6
2016-09-30,1433.15
2016-10-03,1470.7
2016-10-04,1449.15
2016-10-05,1453.95
2016-10-06,1454.5
2016-10-07,1456.95
2016-10-10,1450.0
2016-10-13,1438.4
2016-10-14,1474.85
2016-10-17,1447.95
2016-10-18,1488.25
2016-10-19,1491.05
2016-10-20,1503.65
2016-10-21,1510.85
2016-10-24,1492.65
2016-10-25,1484.1
2016-10-26,1482.3
2016-10-27,1475.3
2016-10-28,1480.7
2016-10-30,1475.25
2016-11-01,1463.15
2016-11-02,1448.65
2016-11-03,1444.2
2016-11-04,1419.8
2016-11-07,1398.0
2016-11-08,1397.2
2016-11-09,1390.45
2016-11-10,1412.1
2016-11-11,1388.8
2016-11-15,1370.3
2016-11-16,1375.55
2016-11-17,1371.0
2016-11-18,1370.45
2016-11-21,1347.9
2016-11-22,1329.55
2016-11-23,1357.25
2016-11-24,1349.65
2016-11-25,1370.7
2016-11-28,1356.95
2016-11-29,1352.45
2016-11-30,1382.75
2016-12-01,1388.35
2016-12-02,1361.85
2016-12-05,1356.15
2016-12-06,1362.15
2016-12-07,1353.8
2016-12-08,1366.95
2016-12-09,1362.2
2016-12-12,1364.95
2016-12-13,1375.7
2016-12-14,1359.95
2016-12-15,1356.85
2016-12-16,1360.6
2016-12-19,1344.95
2016-12-20,1355.5
2016-12-21,1342.0
2016-12-22,1314.65
2016-12-23,1337.45
2016-12-26,1337.6
2016-12-27,1355.6
2016-12-28,1349.95
2016-12-29,1339.2
2016-12-30,1349.1
