Date,PENINLAND
2016-01-01,23.95
2016-01-04,23.7
2016-01-05,23.7
2016-01-06,23.65
2016-01-07,22.2
2016-01-08,22.45
2016-01-11,21.8
2016-01-12,21.95
2016-01-13,20.95
2016-01-14,20.65
2016-01-15,19.8
2016-01-18,18.9
2016-01-19,19.5
2016-01-20,18.7
2016-01-21,18.65
2016-01-22,19.05
2016-01-25,19.1
2016-01-27,19.25
2016-01-28,19.45
2016-01-29,20.2
2016-02-01,19.7
2016-02-02,19.5
2016-02-03,18.7
2016-02-04,18.4
2016-02-05,18.0
2016-02-08,18.35
2016-02-09,18.0
2016-02-10,17.8
2016-02-11,17.4
2016-02-12,17.15
2016-02-15,17.45
2016-02-16,16.85
2016-02-17,16.55
2016-02-18,17.1
2016-02-19,16.65
2016-02-22,16.55
2016-02-23,16.6
2016-02-24,17.0
2016-02-25,16.55
2016-02-26,16.65
2016-02-29,16.75
2016-03-01,17.25
2016-03-02,17.9
2016-03-03,18.0
2016-03-04,18.35
2016-03-08,20.95
2016-03-09,20.9
2016-03-10,19.7
2016-03-11,20.1
2016-03-14,19.4
2016-03-15,19.1
2016-03-16,19.3
2016-03-17,19.1
2016-03-18,18.85
2016-03-21,18.45
2016-03-22,18.5
2016-03-23,18.35
2016-03-28,17.75
2016-03-29,17.1
2016-03-30,17.9
2016-03-31,17.1
2016-04-01,17.7
2016-04-04,17.95
2016-04-05,17.55
2016-04-06,17.85
2016-04-07,17.9
2016-04-08,17.95
2016-04-11,18.05
2016-04-12,18.05
2016-04-13,18.5
2016-04-18,19.2
2016-04-20,18.95
2016-04-21,18.9
2016-04-22,19.55
2016-04-25,19.05
2016-04-26,19.3
2016-04-27,19.15
2016-04-28,20.65
2016-04-29,20.15
2016-05-02,20.95
2016-05-03,20.3
2016-05-04,19.6
2016-05-05,19.95
2016-05-06,19.75
2016-05-09,20.2
2016-05-10,19.95
2016-05-11,20.2
2016-05-12,21.2
2016-05-13,20.45
2016-05-16,20.2
2016-05-17,20.45
2016-05-18,20.55
2016-05-19,20.65
2016-05-20,20.75
2016-05-23,20.9
2016-05-24,20.8
2016-05-25,20.85
2016-05-26,20.85
2016-05-27,20.8
2016-05-30,20.75
2016-05-31,20.45
2016-06-01,20.75
2016-06-02,20.4
2016-06-03,20.4
2016-06-06,20.35
2016-06-07,20.35
2016-06-08,20.4
2016-06-09,20.35
2016-06-10,20.15
2016-06-13,19.95
2016-06-14,20.2
2016-06-15,20.25
2016-06-16,19.85
2016-06-17,21.05
2016-06-20,20.8
2016-06-21,20.5
2016-06-22,20.4
2016-06-23,20.0
2016-06-24,19.15
2016-06-27,19.0
2016-06-28,19.15
2016-06-29,19.65
2016-06-30,20.1
2016-07-01,19.9
2016-07-04,20.0
2016-07-05,19.9
2016-07-07,21.1
2016-07-08,20.95
2016-07-11,23.1
2016-07-12,22.3
2016-07-13,21.5
2016-07-14,21.85
2016-07-15,21.05
2016-07-18,20.75
2016-07-19,20.4
2016-07-20,20.45
2016-07-21,20.35
2016-07-22,20.6
2016-07-25,20.85
2016-07-26,20.65
2016-07-27,20.6
2016-07-28,20.45
2016-07-29,20.25
2016-08-01,19.3
2016-08-02,19.0
2016-08-03,18.65
2016-08-04,18.8
2016-08-05,19.7
2016-08-08,19.95
2016-08-09,19.6
2016-08-10,18.75
2016-08-11,18.7
2016-08-12,18.65
2016-08-16,18.3
2016-08-17,18.8
2016-08-18,18.5
2016-08-19,18.7
2016-08-22,18.8
2016-08-23,18.7
2016-08-24,19.05
2016-08-25,18.8
2016-08-26,18.65
2016-08-29,18.55
2016-08-30,18.65
2016-08-31,18.65
2016-09-01,18.85
2016-09-02,19.2
2016-09-06,18.75
2016-09-07,18.7
2016-09-08,19.4
2016-09-09,19.2
2016-09-12,18.6
2016-09-14,18.55
2016-09-15,18.4
2016-09-16,18.25
2016-09-19,18.35
2016-09-20,18.25
2016-09-21,18.35
2016-09-22,18.35
2016-09-23,19.9
2016-09-26,21.5
2016-09-27,21.35
2016-09-28,20.85
2016-09-29,18.7
2016-09-30,18.9
2016-10-03,19.5
2016-10-04,19.95
2016-10-05,19.55
2016-10-06,19.9
2016-10-07,19.7
2016-10-10,19.2
2016-10-13,18.9
2016-10-14,19.0
2016-10-17,18.8
2016-10-18,18.95
2016-10-19,19.35
2016-10-20,19.5
2016-10-21,19.95
2016-10-24,21.65
2016-10-25,21.2
2016-10-26,20.65
2016-10-27,20.2
2016-10-28,20.3
2016-10-30,20.6
2016-11-01,20.2
2016-11-02,19.45
2016-11-03,19.15
2016-11-04,18.8
2016-11-07,18.85
2016-11-08,18.95
2016-11-09,16.6
2016-11-10,16.8
2016-11-11,16.0
2016-11-15,14.75
2016-11-16,14.75
2016-11-17,14.65
2016-11-18,14.65
2016-11-21,13.85
2016-11-22,13.7
2016-11-23,14.45
2016-11-24,14.25
2016-11-25,14.65
2016-11-28,14.75
2016-11-29,15.05
2016-11-30,15.35
2016-12-01,14.7
2016-12-02,14.5
2016-12-05,15.65
2016-12-06,15.3
2016-12-07,15.05
2016-12-08,15.3
2016-12-09,15.25
2016-12-12,14.95
2016-12-13,14.9
2016-12-14,14.65
2016-12-15,14.55
2016-12-16,14.4
2016-12-19,14.5
2016-12-20,14.25
2016-12-21,14.25
2016-12-22,13.95
2016-12-23,13.7
2016-12-26,13.45
2016-12-27,13.45
2016-12-28,13.3
2016-12-29,13.5
2016-12-30,13.55
