Date,COALINDIA
2016-01-01,334.05
2016-01-04,330.2
2016-01-05,325.8
2016-01-06,327.9
2016-01-07,326.4
2016-01-08,321.1
2016-01-11,315.95
2016-01-12,316.0
2016-01-13,317.3
2016-01-14,318.65
2016-01-15,318.55
2016-01-18,310.85
2016-01-19,308.85
2016-01-20,298.15
2016-01-21,288.2
2016-01-22,299.45
2016-01-25,304.9
2016-01-27,304.05
2016-01-28,306.6
2016-01-29,319.95
2016-02-01,328.55
2016-02-02,318.95
2016-02-03,317.25
2016-02-04,322.5
2016-02-05,326.25
2016-02-08,323.35
2016-02-09,309.25
2016-02-10,313.75
2016-02-11,305.1
2016-02-12,302.85
2016-02-15,324.25
2016-02-16,317.9
2016-02-17,312.8
2016-02-18,317.6
2016-02-19,312.25
2016-02-22,313.9
2016-02-23,301.1
2016-02-24,295.25
2016-02-25,299.4
2016-02-26,311.45
2016-02-29,311.0
2016-03-01,317.85
2016-03-02,311.0
2016-03-03,314.1
2016-03-04,325.15
2016-03-08,324.05
2016-03-09,322.5
2016-03-10,321.7
2016-03-11,318.9
2016-03-14,296.7
2016-03-15,295.65
2016-03-16,295.65
2016-03-17,294.25
2016-03-18,297.75
2016-03-21,296.6
2016-03-22,294.4
2016-03-23,298.0
2016-03-28,293.5
2016-03-29,295.15
2016-03-30,296.85
2016-03-31,291.95
2016-04-01,287.0
2016-04-04,285.0
2016-04-05,275.25
2016-04-06,275.6
2016-04-07,281.25
2016-04-08,279.6
2016-04-11,280.45
2016-04-12,274.4
2016-04-13,277.45
2016-04-18,275.8
2016-04-20,278.65
2016-04-21,287.75
2016-04-22,287.8
2016-04-25,287.95
2016-04-26,288.3
2016-04-27,290.9
2016-04-28,285.05
2016-04-29,288.05
2016-05-02,288.65
2016-05-03,279.15
2016-05-04,279.95
2016-05-05,281.8
2016-05-06,281.9
2016-05-09,285.6
2016-05-10,284.9
2016-05-11,283.8
2016-05-12,283.85
2016-05-13,281.45
2016-05-16,282.85
2016-05-17,283.85
2016-05-18,283.95
2016-05-19,280.3
2016-05-20,279.0
2016-05-23,280.5
2016-05-24,279.55
2016-05-25,281.0
2016-05-26,280.85
2016-05-27,281.3
2016-05-30,292.55
2016-05-31,291.4
2016-06-01,297.2
2016-06-02,307.35
2016-06-03,308.95
2016-06-06,305.8
2016-06-07,307.8
2016-06-08,306.8
2016-06-09,313.0
2016-06-10,306.65
2016-06-13,308.5
2016-06-14,308.85
2016-06-15,309.75
2016-06-16,307.55
2016-06-17,313.2
2016-06-20,312.35
2016-06-21,313.0
2016-06-22,317.5
2016-06-23,317.55
2016-06-24,312.25
2016-06-27,308.1
2016-06-28,313.3
2016-06-29,311.0
2016-06-30,313.0
2016-07-01,310.1
2016-07-04,317.95
2016-07-05,321.95
2016-07-07,315.55
2016-07-08,311.7
2016-07-11,320.9
2016-07-12,317.05
2016-07-13,324.05
2016-07-14,324.65
2016-07-15,318.85
2016-07-18,321.65
2016-07-19,318.95
2016-07-20,329.25
2016-07-21,333.35
2016-07-22,331.45
2016-07-25,333.75
2016-07-26,327.45
2016-07-27,325.55
2016-07-28,329.95
2016-07-29,328.0
2016-08-01,326.45
2016-08-02,323.05
2016-08-03,326.15
2016-08-04,323.5
2016-08-05,329.4
2016-08-08,331.95
2016-08-09,337.15
2016-08-10,337.95
2016-08-11,337.8
2016-08-12,337.95
2016-08-16,337.8
2016-08-17,347.8
2016-08-18,339.05
2016-08-19,334.15
2016-08-22,334.9
2016-08-23,336.65
2016-08-24,333.95
2016-08-25,331.3
2016-08-26,333.3
2016-08-29,333.85
2016-08-30,334.65
2016-08-31,333.5
2016-09-01,338.0
2016-09-02,332.3
2016-09-06,328.85
2016-09-07,331.0
2016-09-08,332.55
2016-09-09,332.2
2016-09-12,330.45
2016-09-14,324.35
2016-09-15,323.75
2016-09-16,324.55
2016-09-19,328.3
2016-09-20,329.25
2016-09-21,331.0
2016-09-22,327.45
2016-09-23,328.4
2016-09-26,332.45
2016-09-27,332.75
2016-09-28,328.45
2016-09-29,327.65
2016-09-30,322.3
2016-10-03,327.9
2016-10-04,321.1
2016-10-05,321.25
2016-10-06,318.55
2016-10-07,318.8
2016-10-10,318.9
2016-10-13,315.5
2016-10-14,313.05
2016-10-17,311.25
2016-10-18,312.55
2016-10-19,312.55
2016-10-20,312.6
2016-10-21,313.3
2016-10-24,321.25
2016-10-25,319.65
2016-10-26,319.3
2016-10-27,316.3
2016-10-28,324.8
2016-10-30,325.4
2016-11-01,330.05
2016-11-02,327.95
2016-11-03,327.0
2016-11-04,315.9
2016-11-07,319.3
2016-11-08,317.05
2016-11-09,317.05
2016-11-10,333.2
2016-11-11,324.05
2016-11-15,313.65
2016-11-16,313.05
2016-11-17,306.85
2016-11-18,306.7
2016-11-21,300.75
2016-11-22,303.4
2016-11-23,304.05
2016-11-24,300.35
2016-11-25,304.25
2016-11-28,304.9
2016-11-29,308.4
2016-11-30,308.6
2016-12-01,306.3
2016-12-02,305.85
2016-12-05,305.35
2016-12-06,305.7
2016-12-07,305.3
2016-12-08,312.1
2016-12-09,306.45
2016-12-12,305.3
2016-12-13,305.95
2016-12-14,292.0
2016-12-15,290.15
2016-12-16,288.25
2016-12-19,287.35
2016-12-20,290.6
2016-12-21,292.2
2016-12-22,287.65
2016-12-23,287.85
2016-12-26,285.0
2016-12-27,288.95
2016-12-28,295.2
2016-12-29,298.65
2016-12-30,300.0
