Date,VLSFINANCE
2016-01-01,46.9
2016-01-04,45.2
2016-01-05,45.55
2016-01-06,44.75
2016-01-07,42.85
2016-01-08,43.75
2016-01-11,42.6
2016-01-12,41.7
2016-01-13,40.45
2016-01-14,39.6
2016-01-15,37.9
2016-01-18,36.75
2016-01-19,36.75
2016-01-20,35.45
2016-01-21,35.5
2016-01-22,35.1
2016-01-25,35.85
2016-01-27,35.95
2016-01-28,35.75
2016-01-29,35.9
2016-02-01,36.5
2016-02-02,35.85
2016-02-03,35.45
2016-02-04,35.1
2016-02-05,34.6
2016-02-08,34.15
2016-02-09,33.05
2016-02-10,31.0
2016-02-11,29.15
2016-02-12,31.0
2016-02-15,34.25
2016-02-16,34.0
2016-02-17,32.65
2016-02-18,32.25
2016-02-19,32.75
2016-02-22,33.0
2016-02-23,32.2
2016-02-24,31.0
2016-02-25,31.55
2016-02-26,30.35
2016-02-29,30.45
2016-03-01,31.5
2016-03-02,32.95
2016-03-03,32.65
2016-03-04,33.0
2016-03-08,32.7
2016-03-09,32.15
2016-03-10,33.0
2016-03-11,32.05
2016-03-14,32.15
2016-03-15,31.2
2016-03-16,30.3
2016-03-17,30.55
2016-03-18,29.95
2016-03-21,29.9
2016-03-22,31.5
2016-03-23,30.65
2016-03-28,29.6
2016-03-29,29.9
2016-03-30,32.75
2016-03-31,30.95
2016-04-01,32.35
2016-04-04,35.8
2016-04-05,42.95
2016-04-06,40.45
2016-04-07,38.65
2016-04-08,39.45
2016-04-11,38.55
2016-04-12,40.0
2016-04-13,39.5
2016-04-18,38.8
2016-04-20,39.3
2016-04-21,39.85
2016-04-22,39.65
2016-04-25,39.55
2016-04-26,39.9
2016-04-27,39.3
2016-04-28,38.0
2016-04-29,37.95
2016-05-02,37.6
2016-05-03,36.85
2016-05-04,37.0
2016-05-05,36.6
2016-05-06,36.9
2016-05-09,38.05
2016-05-10,38.15
2016-05-11,37.0
2016-05-12,38.85
2016-05-13,38.85
2016-05-16,38.3
2016-05-17,39.75
2016-05-18,43.1
2016-05-19,41.1
2016-05-20,41.55
2016-05-23,40.95
2016-05-24,40.65
2016-05-25,41.6
2016-05-26,41.65
2016-05-27,42.8
2016-05-30,40.5
2016-05-31,40.35
2016-06-01,41.25
2016-06-02,43.05
2016-06-03,42.85
2016-06-06,50.05
2016-06-07,47.9
2016-06-08,46.85
2016-06-09,45.75
2016-06-10,46.7
2016-06-13,44.5
2016-06-14,45.05
2016-06-15,46.3
2016-06-16,45.55
2016-06-17,45.25
2016-06-20,45.95
2016-06-21,46.05
2016-06-22,45.15
2016-06-23,44.85
2016-06-24,42.95
2016-06-27,47.4
2016-06-28,46.05
2016-06-29,48.9
2016-06-30,47.85
2016-07-01,47.6
2016-07-04,47.55
2016-07-05,46.95
2016-07-07,47.2
2016-07-08,46.4
2016-07-11,47.3
2016-07-12,46.6
2016-07-13,48.7
2016-07-14,48.05
2016-07-15,47.7
2016-07-18,49.45
2016-07-19,49.3
2016-07-20,48.95
2016-07-21,48.75
2016-07-22,49.7
2016-07-25,49.35
2016-07-26,48.5
2016-07-27,55.05
2016-07-28,54.45
2016-07-29,53.85
2016-08-01,57.15
2016-08-02,54.15
2016-08-03,52.7
2016-08-04,51.35
2016-08-05,52.65
2016-08-08,63.15
2016-08-09,62.15
2016-08-10,64.3
2016-08-11,64.15
2016-08-12,62.0
2016-08-16,59.9
2016-08-17,62.8
2016-08-18,61.95
2016-08-19,63.65
2016-08-22,65.85
2016-08-23,67.15
2016-08-24,77.45
2016-08-25,76.8
2016-08-26,74.85
2016-08-29,81.5
2016-08-30,80.55
2016-08-31,77.6
2016-09-01,75.8
2016-09-02,82.7
2016-09-06,82.1
2016-09-07,79.25
2016-09-08,82.15
2016-09-09,80.1
2016-09-12,75.0
2016-09-14,77.5
2016-09-15,77.65
2016-09-16,75.3
2016-09-19,76.95
2016-09-20,75.4
2016-09-21,74.4
2016-09-22,76.75
2016-09-23,74.8
2016-09-26,74.25
2016-09-27,74.15
2016-09-28,74.55
2016-09-29,63.65
2016-09-30,68.5
2016-10-03,73.55
2016-10-04,72.6
2016-10-05,73.65
2016-10-06,71.0
2016-10-07,70.8
2016-10-10,71.7
2016-10-13,69.6
2016-10-14,70.35
2016-10-17,70.2
2016-10-18,71.25
2016-10-19,72.8
2016-10-20,73.65
2016-10-21,72.75
2016-10-24,73.0
2016-10-25,78.15
2016-10-26,74.7
2016-10-27,73.1
2016-10-28,75.6
2016-10-30,76.75
2016-11-01,75.8
2016-11-02,72.55
2016-11-03,70.85
2016-11-04,66.5
2016-11-07,68.45
2016-11-08,67.45
2016-11-09,64.8
2016-11-10,67.35
2016-11-11,62.9
2016-11-15,53.9
2016-11-16,53.4
2016-11-17,51.1
2016-11-18,51.3
2016-11-21,46.6
2016-11-22,45.95
2016-11-23,48.2
2016-11-24,50.7
2016-11-25,54.1
2016-11-28,49.85
2016-11-29,51.6
2016-11-30,52.95
2016-12-01,51.3
2016-12-02,50.35
2016-12-05,50.5
2016-12-06,50.15
2016-12-07,50.5
2016-12-08,51.4
2016-12-09,51.95
2016-12-12,51.7
2016-12-13,51.15
2016-12-14,50.8
2016-12-15,52.65
2016-12-16,52.0
2016-12-19,50.8
2016-12-20,48.75
2016-12-21,50.3
2016-12-22,48.35
2016-12-23,48.65
2016-12-26,46.7
2016-12-27,46.8
2016-12-28,47.3
2016-12-29,47.6
2016-12-30,47.85
