Date,TRITURBINE
2016-01-01,114.0
2016-01-04,109.0
2016-01-05,111.95
2016-01-06,110.1
2016-01-07,104.95
2016-01-08,107.2
2016-01-11,106.25
2016-01-12,103.2
2016-01-13,101.3
2016-01-14,101.95
2016-01-15,100.25
2016-01-18,97.2
2016-01-19,103.5
2016-01-20,99.1
2016-01-21,98.9
2016-01-22,99.75
2016-01-25,100.3
2016-01-27,99.9
2016-01-28,99.9
2016-01-29,99.85
2016-02-01,99.15
2016-02-02,97.0
2016-02-03,95.9
2016-02-04,95.0
2016-02-05,97.1
2016-02-08,97.35
2016-02-09,96.95
2016-02-10,97.0
2016-02-11,94.95
2016-02-12,94.5
2016-02-15,95.0
2016-02-16,93.25
2016-02-17,94.15
2016-02-18,94.5
2016-02-19,92.2
2016-02-22,91.65
2016-02-23,94.85
2016-02-24,92.75
2016-02-25,92.1
2016-02-26,91.75
2016-02-29,90.1
2016-03-01,91.05
2016-03-02,95.05
2016-03-03,97.95
2016-03-04,98.35
2016-03-08,98.0
2016-03-09,98.8
2016-03-10,99.9
2016-03-11,98.15
2016-03-14,99.15
2016-03-15,99.4
2016-03-16,100.2
2016-03-17,97.15
2016-03-18,100.0
2016-03-21,100.95
2016-03-22,99.85
2016-03-23,96.8
2016-03-28,96.15
2016-03-29,93.2
2016-03-30,95.2
2016-03-31,95.65
2016-04-01,96.6
2016-04-04,100.15
2016-04-05,100.0
2016-04-06,99.15
2016-04-07,98.0
2016-04-08,97.3
2016-04-11,97.4
2016-04-12,98.15
2016-04-13,96.15
2016-04-18,99.45
2016-04-20,97.95
2016-04-21,97.4
2016-04-22,97.8
2016-04-25,103.0
2016-04-26,106.95
2016-04-27,108.3
2016-04-28,105.7
2016-04-29,109.9
2016-05-02,111.5
2016-05-03,111.65
2016-05-04,109.55
2016-05-05,108.25
2016-05-06,108.85
2016-05-09,107.3
2016-05-10,109.05
2016-05-11,107.4
2016-05-12,108.05
2016-05-13,109.05
2016-05-16,110.05
2016-05-17,112.95
2016-05-18,111.05
2016-05-19,110.6
2016-05-20,108.55
2016-05-23,107.1
2016-05-24,109.05
2016-05-25,107.7
2016-05-26,107.75
2016-05-27,108.85
2016-05-30,105.9
2016-05-31,106.7
2016-06-01,107.55
2016-06-02,107.65
2016-06-03,108.35
2016-06-06,110.15
2016-06-07,110.95
2016-06-08,111.6
2016-06-09,111.8
2016-06-10,114.95
2016-06-13,114.9
2016-06-14,112.6
2016-06-15,112.3
2016-06-16,113.65
2016-06-17,112.8
2016-06-20,113.1
2016-06-21,111.35
2016-06-22,110.4
2016-06-23,111.0
2016-06-24,113.35
2016-06-27,116.45
2016-06-28,116.8
2016-06-29,118.5
2016-06-30,119.9
2016-07-01,123.25
2016-07-04,123.15
2016-07-05,122.05
2016-07-07,121.55
2016-07-08,120.15
2016-07-11,119.8
2016-07-12,119.65
2016-07-13,119.3
2016-07-14,119.95
2016-07-15,119.45
2016-07-18,117.65
2016-07-19,116.0
2016-07-20,118.05
2016-07-21,121.05
2016-07-22,120.95
2016-07-25,123.2
2016-07-26,120.2
2016-07-27,122.0
2016-07-28,121.9
2016-07-29,122.5
2016-08-01,122.9
2016-08-02,119.95
2016-08-03,116.0
2016-08-04,117.2
2016-08-05,122.45
2016-08-08,123.3
2016-08-09,119.5
2016-08-10,119.15
2016-08-11,121.9
2016-08-12,125.4
2016-08-16,123.75
2016-08-17,129.65
2016-08-18,127.6
2016-08-19,127.15
2016-08-22,123.25
2016-08-23,124.65
2016-08-24,126.7
2016-08-25,124.8
2016-08-26,122.85
2016-08-29,125.65
2016-08-30,123.9
2016-08-31,125.2
2016-09-01,128.95
2016-09-02,123.15
2016-09-06,125.95
2016-09-07,124.15
2016-09-08,125.85
2016-09-09,124.85
2016-09-12,118.55
2016-09-14,118.85
2016-09-15,117.75
2016-09-16,122.3
2016-09-19,119.4
2016-09-20,119.35
2016-09-21,120.6
2016-09-22,124.85
2016-09-23,122.15
2016-09-26,119.75
2016-09-27,121.55
2016-09-28,120.95
2016-09-29,120.55
2016-09-30,122.95
2016-10-03,123.0
2016-10-04,125.85
2016-10-05,125.65
2016-10-06,123.25
2016-10-07,123.3
2016-10-10,123.6
2016-10-13,122.15
2016-10-14,123.1
2016-10-17,123.0
2016-10-18,125.55
2016-10-19,127.8
2016-10-20,126.05
2016-10-21,127.9
2016-10-24,127.2
2016-10-25,126.3
2016-10-26,125.45
2016-10-27,126.0
2016-10-28,127.1
2016-10-30,127.05
2016-11-01,127.1
2016-11-02,127.0
2016-11-03,127.0
2016-11-04,127.35
2016-11-07,126.4
2016-11-08,127.15
2016-11-09,126.4
2016-11-10,127.0
2016-11-11,127.2
2016-11-15,121.8
2016-11-16,121.5
2016-11-17,119.7
2016-11-18,118.15
2016-11-21,116.4
2016-11-22,119.15
2016-11-23,118.7
2016-11-24,119.25
2016-11-25,118.55
2016-11-28,117.05
2016-11-29,117.0
2016-11-30,116.0
2016-12-01,115.15
2016-12-02,115.75
2016-12-05,114.9
2016-12-06,116.1
2016-12-07,116.85
2016-12-08,117.95
2016-12-09,119.65
2016-12-12,119.0
2016-12-13,119.1
2016-12-14,117.95
2016-12-15,118.75
2016-12-16,118.4
2016-12-19,115.85
2016-12-20,116.65
2016-12-21,115.0
2016-12-22,116.65
2016-12-23,114.85
2016-12-26,114.5
2016-12-27,114.4
2016-12-28,117.4
2016-12-29,118.8
2016-12-30,118.85
