Date,ARSHIYA
2016-01-01,42.9
2016-01-04,42.9
2016-01-05,51.45
2016-01-06,49.35
2016-01-07,44.0
2016-01-08,45.0
2016-01-11,45.7
2016-01-12,44.1
2016-01-13,41.35
2016-01-14,41.0
2016-01-15,37.3
2016-01-18,34.3
2016-01-19,36.65
2016-01-20,36.25
2016-01-21,36.15
2016-01-22,38.55
2016-01-25,38.55
2016-01-27,37.2
2016-01-28,37.25
2016-01-29,40.35
2016-02-01,38.35
2016-02-02,37.2
2016-02-03,36.9
2016-02-04,36.8
2016-02-05,36.4
2016-02-08,36.2
2016-02-09,35.3
2016-02-10,34.1
2016-02-11,30.3
2016-02-12,24.5
2016-02-15,26.85
2016-02-16,26.9
2016-02-17,28.7
2016-02-18,29.2
2016-02-19,28.4
2016-02-22,28.55
2016-02-23,26.9
2016-02-24,26.75
2016-02-25,26.4
2016-02-26,26.65
2016-02-29,26.75
2016-03-01,28.0
2016-03-02,29.75
2016-03-03,30.45
2016-03-04,33.6
2016-03-08,32.45
2016-03-09,31.85
2016-03-10,31.65
2016-03-11,30.9
2016-03-14,31.4
2016-03-15,30.7
2016-03-16,29.6
2016-03-17,29.7
2016-03-18,27.95
2016-03-21,29.1
2016-03-22,29.65
2016-03-23,29.05
2016-03-28,28.05
2016-03-29,27.55
2016-03-30,28.65
2016-03-31,29.1
2016-04-01,31.75
2016-04-04,31.75
2016-04-05,30.4
2016-04-06,31.05
2016-04-07,29.75
2016-04-08,29.95
2016-04-11,29.55
2016-04-12,29.1
2016-04-13,29.3
2016-04-18,28.9
2016-04-20,28.75
2016-04-21,28.7
2016-04-22,28.55
2016-04-25,28.25
2016-04-26,27.75
2016-04-27,28.1
2016-04-28,28.25
2016-04-29,28.1
2016-05-02,28.3
2016-05-03,28.45
2016-05-04,28.3
2016-05-05,27.9
2016-05-06,26.75
2016-05-09,25.6
2016-05-10,25.05
2016-05-11,24.75
2016-05-12,24.25
2016-05-13,24.35
2016-05-16,24.95
2016-05-17,24.65
2016-05-18,24.25
2016-05-19,24.0
2016-05-20,23.95
2016-05-23,23.6
2016-05-24,22.15
2016-05-25,22.95
2016-05-26,23.15
2016-05-27,22.9
2016-05-30,20.95
2016-05-31,20.6
2016-06-01,20.95
2016-06-02,22.85
2016-06-03,21.25
2016-06-06,20.85
2016-06-07,20.95
2016-06-08,21.4
2016-06-09,20.4
2016-06-10,20.0
2016-06-13,16.2
2016-06-14,19.4
2016-06-15,23.25
2016-06-16,22.95
2016-06-17,24.05
2016-06-20,24.05
2016-06-21,24.3
2016-06-22,22.35
2016-06-23,23.15
2016-06-24,21.55
2016-06-27,21.6
2016-06-28,21.65
2016-06-29,23.8
2016-06-30,24.95
2016-07-01,27.4
2016-07-04,28.75
2016-07-05,30.15
2016-07-07,31.65
2016-07-08,33.2
2016-07-11,34.85
2016-07-12,36.1
2016-07-13,34.3
2016-07-14,33.9
2016-07-15,32.25
2016-07-18,31.0
2016-07-19,29.45
2016-07-20,28.6
2016-07-21,29.15
2016-07-22,28.4
2016-07-25,29.8
2016-07-26,30.85
2016-07-27,30.15
2016-07-28,30.1
2016-07-29,31.5
2016-08-01,32.4
2016-08-02,31.5
2016-08-03,30.9
2016-08-04,30.5
2016-08-05,29.1
2016-08-08,28.4
2016-08-09,28.0
2016-08-10,27.55
2016-08-11,29.15
2016-08-12,30.2
2016-08-16,28.2
2016-08-17,28.85
2016-08-18,30.5
2016-08-19,29.2
2016-08-22,29.65
2016-08-23,29.25
2016-08-24,28.75
2016-08-25,28.7
2016-08-26,28.3
2016-08-29,28.4
2016-08-30,29.3
2016-08-31,28.55
2016-09-01,28.3
2016-09-02,29.6
2016-09-06,29.25
2016-09-07,28.95
2016-09-08,28.85
2016-09-09,28.8
2016-09-12,27.0
2016-09-14,28.05
2016-09-15,27.65
2016-09-16,30.4
2016-09-19,34.45
2016-09-20,31.8
2016-09-21,32.6
2016-09-22,32.1
2016-09-23,32.4
2016-09-26,32.05
2016-09-27,31.05
2016-09-28,31.45
2016-09-29,28.3
2016-09-30,28.25
2016-10-03,29.0
2016-10-04,30.1
2016-10-05,30.6
2016-10-06,31.6
2016-10-07,32.75
2016-10-10,32.9
2016-10-13,31.15
2016-10-14,31.35
2016-10-17,30.9
2016-10-18,30.9
2016-10-19,30.15
2016-10-20,32.1
2016-10-21,31.75
2016-10-24,31.0
2016-10-25,31.8
2016-10-26,32.7
2016-10-27,31.3
2016-10-28,31.0
2016-10-30,32.05
2016-11-01,33.65
2016-11-02,33.0
2016-11-03,32.55
2016-11-04,31.05
2016-11-07,29.5
2016-11-08,29.85
2016-11-09,28.0
2016-11-10,30.2
2016-11-11,28.65
2016-11-15,26.2
2016-11-16,26.0
2016-11-17,26.05
2016-11-18,25.7
2016-11-21,24.0
2016-11-22,24.35
2016-11-23,25.0
2016-11-24,25.2
2016-11-25,26.25
2016-11-28,26.4
2016-11-29,26.75
2016-11-30,27.25
2016-12-01,27.6
2016-12-02,27.15
2016-12-05,28.55
2016-12-06,28.55
2016-12-07,28.4
2016-12-08,29.25
2016-12-09,29.0
2016-12-12,29.55
2016-12-13,29.55
2016-12-14,29.2
2016-12-15,29.25
2016-12-16,30.65
2016-12-19,31.1
2016-12-20,29.4
2016-12-21,29.9
2016-12-22,29.05
2016-12-23,28.2
2016-12-26,27.8
2016-12-27,30.0
2016-12-28,29.3
2016-12-29,29.95
2016-12-30,29.75
