Date,PNBGILTS
2016-01-01,27.2
2016-01-04,26.7
2016-01-05,26.75
2016-01-06,26.75
2016-01-07,26.05
2016-01-08,25.95
2016-01-11,25.65
2016-01-12,25.5
2016-01-13,25.4
2016-01-14,25.1
2016-01-15,24.55
2016-01-18,24.4
2016-01-19,24.25
2016-01-20,23.8
2016-01-21,23.8
2016-01-22,24.1
2016-01-25,24.4
2016-01-27,24.1
2016-01-28,24.2
2016-01-29,24.45
2016-02-01,24.15
2016-02-02,24.25
2016-02-03,24.1
2016-02-04,23.6
2016-02-05,23.3
2016-02-08,23.35
2016-02-09,23.7
2016-02-10,23.35
2016-02-11,22.55
2016-02-12,22.8
2016-02-15,23.4
2016-02-16,23.0
2016-02-17,22.8
2016-02-18,22.9
2016-02-19,22.95
2016-02-22,22.95
2016-02-23,23.0
2016-02-24,23.0
2016-02-25,22.95
2016-02-26,23.15
2016-02-29,23.7
2016-03-01,24.45
2016-03-02,24.3
2016-03-03,24.2
2016-03-04,24.1
2016-03-08,24.05
2016-03-09,23.95
2016-03-10,24.0
2016-03-11,24.0
2016-03-14,24.2
2016-03-15,24.35
2016-03-16,24.3
2016-03-17,24.6
2016-03-18,24.55
2016-03-21,25.0
2016-03-22,25.15
2016-03-23,25.15
2016-03-28,24.95
2016-03-29,24.95
2016-03-30,25.2
2016-03-31,25.25
2016-04-01,25.45
2016-04-04,25.8
2016-04-05,25.1
2016-04-06,24.85
2016-04-07,24.75
2016-04-08,24.8
2016-04-11,24.8
2016-04-12,24.75
2016-04-13,24.5
2016-04-18,24.75
2016-04-20,24.95
2016-04-21,24.95
2016-04-22,24.9
2016-04-25,24.6
2016-04-26,24.7
2016-04-27,24.55
2016-04-28,24.55
2016-04-29,24.55
2016-05-02,24.6
2016-05-03,24.45
2016-05-04,24.15
2016-05-05,24.0
2016-05-06,24.05
2016-05-09,24.3
2016-05-10,24.3
2016-05-11,24.45
2016-05-12,24.35
2016-05-13,24.25
2016-05-16,24.6
2016-05-17,23.05
2016-05-18,22.9
2016-05-19,22.85
2016-05-20,23.0
2016-05-23,22.75
2016-05-24,22.5
2016-05-25,22.75
2016-05-26,22.75
2016-05-27,23.0
2016-05-30,23.15
2016-05-31,23.15
2016-06-01,23.0
2016-06-02,23.05
2016-06-03,23.0
2016-06-06,23.1
2016-06-07,23.0
2016-06-08,23.0
2016-06-09,23.25
2016-06-10,23.5
2016-06-13,23.7
2016-06-14,23.55
2016-06-15,23.95
2016-06-16,24.7
2016-06-17,24.7
2016-06-20,24.7
2016-06-21,24.5
2016-06-22,24.05
2016-06-23,24.0
2016-06-24,24.1
2016-06-27,24.5
2016-06-28,25.4
2016-06-29,25.2
2016-06-30,25.2
2016-07-01,25.15
2016-07-04,25.45
2016-07-05,26.35
2016-07-07,26.6
2016-07-08,26.1
2016-07-11,26.4
2016-07-12,26.0
2016-07-13,25.8
2016-07-14,26.0
2016-07-15,26.35
2016-07-18,25.95
2016-07-19,25.75
2016-07-20,26.35
2016-07-21,25.95
2016-07-22,26.1
2016-07-25,25.95
2016-07-26,25.85
2016-07-27,26.4
2016-07-28,26.3
2016-07-29,26.15
2016-08-01,27.6
2016-08-02,27.05
2016-08-03,26.75
2016-08-04,26.5
2016-08-05,26.75
2016-08-08,27.2
2016-08-09,27.45
2016-08-10,27.1
2016-08-11,27.05
2016-08-12,26.95
2016-08-16,26.8
2016-08-17,27.0
2016-08-18,27.35
2016-08-19,27.3
2016-08-22,27.2
2016-08-23,27.2
2016-08-24,27.25
2016-08-25,27.2
2016-08-26,27.75
2016-08-29,27.75
2016-08-30,28.2
2016-08-31,28.25
2016-09-01,28.1
2016-09-02,28.1
2016-09-06,28.1
2016-09-07,27.95
2016-09-08,26.95
2016-09-09,26.5
2016-09-12,26.15
2016-09-14,26.55
2016-09-15,26.7
2016-09-16,26.5
2016-09-19,26.55
2016-09-20,26.5
2016-09-21,26.3
2016-09-22,26.25
2016-09-23,26.15
2016-09-26,26.15
2016-09-27,26.4
2016-09-28,26.7
2016-09-29,25.15
2016-09-30,25.55
2016-10-03,26.15
2016-10-04,26.6
2016-10-05,26.6
2016-10-06,27.0
2016-10-07,26.8
2016-10-10,26.95
2016-10-13,26.7
2016-10-14,26.6
2016-10-17,26.35
2016-10-18,26.7
2016-10-19,27.7
2016-10-20,28.4
2016-10-21,30.65
2016-10-24,30.45
2016-10-25,30.1
2016-10-26,31.2
2016-10-27,36.95
2016-10-28,36.9
2016-10-30,38.35
2016-11-01,42.4
2016-11-02,41.3
2016-11-03,39.7
2016-11-04,38.5
2016-11-07,38.25
2016-11-08,37.85
2016-11-09,38.65
2016-11-10,42.3
2016-11-11,42.65
2016-11-15,43.5
2016-11-16,41.1
2016-11-17,41.35
2016-11-18,42.45
2016-11-21,46.65
2016-11-22,51.3
2016-11-23,56.4
2016-11-24,59.2
2016-11-25,56.25
2016-11-28,53.45
2016-11-29,54.35
2016-11-30,53.35
2016-12-01,55.75
2016-12-02,53.9
2016-12-05,53.8
2016-12-06,54.6
2016-12-07,51.9
2016-12-08,50.65
2016-12-09,50.7
2016-12-12,48.2
2016-12-13,47.1
2016-12-14,49.35
2016-12-15,48.45
2016-12-16,47.0
2016-12-19,45.45
2016-12-20,46.85
2016-12-21,47.8
2016-12-22,46.15
2016-12-23,46.6
2016-12-26,44.55
2016-12-27,44.95
2016-12-28,44.9
2016-12-29,45.25
2016-12-30,45.7
