Date,MASTEK
2016-01-01,196.7
2016-01-04,191.9
2016-01-05,192.85
2016-01-06,193.5
2016-01-07,185.4
2016-01-08,185.0
2016-01-11,182.0
2016-01-12,177.5
2016-01-13,166.0
2016-01-14,157.6
2016-01-15,142.65
2016-01-18,138.3
2016-01-19,139.45
2016-01-20,130.65
2016-01-21,130.95
2016-01-22,133.15
2016-01-25,134.9
2016-01-27,139.15
2016-01-28,135.9
2016-01-29,137.35
2016-02-01,138.55
2016-02-02,133.7
2016-02-03,131.6
2016-02-04,129.8
2016-02-05,130.9
2016-02-08,129.45
2016-02-09,127.45
2016-02-10,123.8
2016-02-11,114.7
2016-02-12,108.9
2016-02-15,113.3
2016-02-16,109.6
2016-02-17,107.65
2016-02-18,108.4
2016-02-19,108.6
2016-02-22,114.05
2016-02-23,113.85
2016-02-24,111.05
2016-02-25,114.05
2016-02-26,113.65
2016-02-29,115.35
2016-03-01,117.35
2016-03-02,121.2
2016-03-03,123.05
2016-03-04,123.85
2016-03-08,121.0
2016-03-09,118.5
2016-03-10,120.3
2016-03-11,119.15
2016-03-14,141.95
2016-03-15,148.8
2016-03-16,146.7
2016-03-17,142.65
2016-03-18,139.35
2016-03-21,140.0
2016-03-22,140.55
2016-03-23,136.5
2016-03-28,137.6
2016-03-29,141.85
2016-03-30,142.3
2016-03-31,143.25
2016-04-01,143.9
2016-04-04,144.1
2016-04-05,142.35
2016-04-06,147.3
2016-04-07,148.05
2016-04-08,148.25
2016-04-11,151.05
2016-04-12,152.15
2016-04-13,150.6
2016-04-18,154.35
2016-04-20,148.1
2016-04-21,147.45
2016-04-22,146.15
2016-04-25,140.4
2016-04-26,142.3
2016-04-27,147.05
2016-04-28,145.75
2016-04-29,145.25
2016-05-02,144.9
2016-05-03,150.3
2016-05-04,149.55
2016-05-05,150.25
2016-05-06,148.4
2016-05-09,149.9
2016-05-10,146.55
2016-05-11,145.35
2016-05-12,145.5
2016-05-13,145.1
2016-05-16,143.1
2016-05-17,142.8
2016-05-18,142.3
2016-05-19,140.65
2016-05-20,134.65
2016-05-23,135.25
2016-05-24,137.15
2016-05-25,138.65
2016-05-26,138.15
2016-05-27,139.35
2016-05-30,140.4
2016-05-31,141.05
2016-06-01,141.9
2016-06-02,145.55
2016-06-03,144.95
2016-06-06,145.5
2016-06-07,144.05
2016-06-08,144.25
2016-06-09,143.55
2016-06-10,149.45
2016-06-13,147.7
2016-06-14,145.3
2016-06-15,146.9
2016-06-16,144.25
2016-06-17,144.35
2016-06-20,144.05
2016-06-21,144.55
2016-06-22,144.3
2016-06-23,142.95
2016-06-24,139.15
2016-06-27,135.65
2016-06-28,134.4
2016-06-29,134.8
2016-06-30,135.1
2016-07-01,135.45
2016-07-04,135.4
2016-07-05,134.7
2016-07-07,134.7
2016-07-08,134.25
2016-07-11,136.7
2016-07-12,138.1
2016-07-13,135.9
2016-07-14,134.75
2016-07-15,139.85
2016-07-18,135.65
2016-07-19,133.1
2016-07-20,133.8
2016-07-21,132.85
2016-07-22,133.3
2016-07-25,135.55
2016-07-26,133.6
2016-07-27,133.45
2016-07-28,133.55
2016-07-29,133.1
2016-08-01,132.55
2016-08-02,131.1
2016-08-03,128.2
2016-08-04,128.9
2016-08-05,129.85
2016-08-08,134.3
2016-08-09,132.3
2016-08-10,132.7
2016-08-11,132.45
2016-08-12,131.6
2016-08-16,129.35
2016-08-17,129.9
2016-08-18,130.6
2016-08-19,131.65
2016-08-22,130.35
2016-08-23,129.7
2016-08-24,132.9
2016-08-25,132.4
2016-08-26,129.9
2016-08-29,129.7
2016-08-30,130.4
2016-08-31,129.45
2016-09-01,129.85
2016-09-02,129.05
2016-09-06,128.4
2016-09-07,129.7
2016-09-08,128.7
2016-09-09,127.8
2016-09-12,127.35
2016-09-14,127.05
2016-09-15,127.9
2016-09-16,127.0
2016-09-19,125.95
2016-09-20,123.5
2016-09-21,121.65
2016-09-22,119.1
2016-09-23,117.2
2016-09-26,117.3
2016-09-27,117.0
2016-09-28,117.95
2016-09-29,109.95
2016-09-30,111.35
2016-10-03,117.6
2016-10-04,137.45
2016-10-05,131.5
2016-10-06,130.15
2016-10-07,128.2
2016-10-10,134.3
2016-10-13,130.65
2016-10-14,130.3
2016-10-17,132.05
2016-10-18,148.7
2016-10-19,140.3
2016-10-20,140.5
2016-10-21,141.85
2016-10-24,144.4
2016-10-25,145.15
2016-10-26,144.25
2016-10-27,141.5
2016-10-28,148.35
2016-10-30,151.2
2016-11-01,148.7
2016-11-02,152.35
2016-11-03,147.35
2016-11-04,146.0
2016-11-07,148.0
2016-11-08,145.95
2016-11-09,137.4
2016-11-10,138.45
2016-11-11,130.15
2016-11-15,124.5
2016-11-16,124.65
2016-11-17,123.9
2016-11-18,132.25
2016-11-21,127.7
2016-11-22,128.75
2016-11-23,130.85
2016-11-24,133.95
2016-11-25,138.6
2016-11-28,138.15
2016-11-29,138.9
2016-11-30,137.9
2016-12-01,141.85
2016-12-02,137.2
2016-12-05,139.6
2016-12-06,139.05
2016-12-07,136.95
2016-12-08,140.35
2016-12-09,150.25
2016-12-12,146.05
2016-12-13,151.1
2016-12-14,171.25
2016-12-15,175.3
2016-12-16,176.8
2016-12-19,182.9
2016-12-20,176.1
2016-12-21,175.95
2016-12-22,165.35
2016-12-23,167.85
2016-12-26,163.85
2016-12-27,171.05
2016-12-28,171.55
2016-12-29,175.75
2016-12-30,172.4
