Date,SUNDARAM
2016-01-01,3.2
2016-01-04,3.3
2016-01-05,3.45
2016-01-06,3.4
2016-01-07,3.25
2016-01-08,3.4
2016-01-11,3.35
2016-01-12,3.3
2016-01-13,3.15
2016-01-14,2.85
2016-01-15,2.8
2016-01-18,2.55
2016-01-19,2.65
2016-01-20,2.55
2016-01-21,2.65
2016-01-22,2.75
2016-01-25,2.85
2016-01-27,2.95
2016-01-28,3.05
2016-01-29,3.2
2016-02-01,3.05
2016-02-02,2.9
2016-02-03,2.8
2016-02-04,2.7
2016-02-05,2.8
2016-02-08,3.0
2016-02-09,2.85
2016-02-10,2.8
2016-02-11,2.65
2016-02-12,2.6
2016-02-15,2.8
2016-02-16,2.6
2016-02-17,2.65
2016-02-18,2.6
2016-02-19,2.55
2016-02-22,2.5
2016-02-23,2.35
2016-02-24,2.4
2016-02-25,2.35
2016-02-26,2.25
2016-02-29,2.15
2016-03-01,2.35
2016-03-02,2.55
2016-03-03,2.75
2016-03-04,2.6
2016-03-08,2.35
2016-03-09,2.5
2016-03-10,2.45
2016-03-11,2.45
2016-03-14,2.45
2016-03-15,2.35
2016-03-16,2.3
2016-03-17,2.25
2016-03-18,2.25
2016-03-21,2.25
2016-03-22,2.3
2016-03-23,2.3
2016-03-28,2.2
2016-03-29,2.2
2016-03-30,2.25
2016-03-31,2.25
2016-04-01,2.35
2016-04-04,2.4
2016-04-05,2.25
2016-04-06,2.2
2016-04-07,2.35
2016-04-08,2.55
2016-04-11,2.65
2016-04-12,2.7
2016-04-13,2.7
2016-04-18,2.7
2016-04-20,2.55
2016-04-21,2.65
2016-04-22,2.65
2016-04-25,2.5
2016-04-26,2.55
2016-04-27,2.55
2016-04-28,2.55
2016-04-29,2.5
2016-05-02,2.5
2016-05-03,2.45
2016-05-04,2.4
2016-05-05,2.45
2016-05-06,2.4
2016-05-09,2.5
2016-05-10,2.5
2016-05-11,2.5
2016-05-12,2.4
2016-05-13,2.45
2016-05-16,2.35
2016-05-17,2.4
2016-05-18,2.4
2016-05-19,2.4
2016-05-20,2.45
2016-05-23,2.35
2016-05-24,2.8
2016-05-25,2.7
2016-05-26,2.7
2016-05-27,2.75
2016-05-30,2.7
2016-05-31,2.7
2016-06-01,2.55
2016-06-02,2.5
2016-06-03,2.55
2016-06-06,2.55
2016-06-07,2.5
2016-06-08,2.5
2016-06-09,2.5
2016-06-10,2.5
2016-06-13,2.5
2016-06-14,2.5
2016-06-15,2.6
2016-06-16,3.05
2016-06-17,3.0
2016-06-20,3.0
2016-06-21,2.85
2016-06-22,2.95
2016-06-23,2.85
2016-06-24,2.9
2016-06-27,3.45
2016-06-28,3.65
2016-06-29,3.65
2016-06-30,3.85
2016-07-01,3.85
2016-07-04,3.85
2016-07-05,3.8
2016-07-07,3.85
2016-07-08,4.6
2016-07-11,4.7
2016-07-12,4.75
2016-07-13,4.5
2016-07-14,4.55
2016-07-15,4.4
2016-07-18,4.35
2016-07-19,4.2
2016-07-20,4.55
2016-07-21,4.4
2016-07-22,4.35
2016-07-25,4.5
2016-07-26,4.35
2016-07-27,4.3
2016-07-28,4.4
2016-07-29,4.3
2016-08-01,4.15
2016-08-02,4.15
2016-08-03,4.0
2016-08-04,4.2
2016-08-05,4.25
2016-08-08,4.8
2016-08-09,4.25
2016-08-10,4.25
2016-08-11,4.25
2016-08-12,4.15
2016-08-16,4.25
2016-08-17,4.35
2016-08-18,4.4
2016-08-19,4.3
2016-08-22,4.3
2016-08-23,4.4
2016-08-24,4.85
2016-08-25,4.85
2016-08-26,4.75
2016-08-29,4.9
2016-08-30,4.8
2016-08-31,4.8
2016-09-01,4.6
2016-09-02,4.55
2016-09-06,4.5
2016-09-07,4.6
2016-09-08,4.6
2016-09-09,4.6
2016-09-12,4.65
2016-09-14,4.7
2016-09-15,4.6
2016-09-16,4.6
2016-09-19,4.6
2016-09-20,4.55
2016-09-21,4.5
2016-09-22,4.5
2016-09-23,4.5
2016-09-26,4.45
2016-09-27,4.5
2016-09-28,4.55
2016-09-29,4.2
2016-09-30,4.25
2016-10-03,4.35
2016-10-04,4.3
2016-10-05,4.3
2016-10-06,4.5
2016-10-07,4.9
2016-10-10,4.9
2016-10-13,4.65
2016-10-14,4.8
2016-10-17,4.9
2016-10-18,4.75
2016-10-19,4.75
2016-10-20,4.7
2016-10-21,4.6
2016-10-24,4.65
2016-10-25,4.75
2016-10-26,4.55
2016-10-27,4.55
2016-10-28,4.5
2016-10-30,4.6
2016-11-01,4.45
2016-11-02,4.4
2016-11-03,4.4
2016-11-04,4.25
2016-11-07,4.3
2016-11-08,4.3
2016-11-09,4.25
2016-11-10,4.35
2016-11-11,4.1
2016-11-15,3.95
2016-11-16,3.9
2016-11-17,3.9
2016-11-18,4.0
2016-11-21,4.1
2016-11-22,4.0
2016-11-23,4.0
2016-11-24,4.05
2016-11-25,4.05
2016-11-28,4.05
2016-11-29,4.05
2016-11-30,4.2
2016-12-01,4.85
2016-12-02,5.05
2016-12-05,5.6
2016-12-06,5.65
2016-12-07,5.3
2016-12-08,5.35
2016-12-09,5.0
2016-12-12,4.5
2016-12-13,4.25
2016-12-14,4.25
2016-12-15,4.25
2016-12-16,4.3
2016-12-19,4.35
2016-12-20,4.25
2016-12-21,4.2
2016-12-22,4.05
2016-12-23,4.05
2016-12-26,4.05
2016-12-27,4.85
2016-12-28,4.5
2016-12-29,4.55
2016-12-30,4.85
