Date,IDBIGOLD
2016-01-01,2370.0
2016-01-04,2342.0
2016-01-05,2420.0
2016-01-06,2410.0
2016-01-07,2420.0
2016-01-08,2400.1
2016-01-11,2408.0
2016-01-12,2392.0
2016-01-13,2366.2
2016-01-14,2408.9
2016-01-15,2361.2
2016-01-18,2450.0
2016-01-19,2450.0
2016-01-20,2541.7
2016-01-21,2474.0
2016-01-22,2452.0
2016-01-25,2470.0
2016-01-27,2500.0
2016-01-28,2485.05
2016-01-29,2471.0
2016-02-01,2477.25
2016-02-02,2549.9
2016-02-03,2527.0
2016-02-04,2532.0
2016-02-05,2553.7
2016-02-08,2630.0
2016-02-09,2660.0
2016-02-10,2585.0
2016-02-11,2695.8
2016-02-12,2690.0
2016-02-15,2686.6
2016-02-16,2700.0
2016-02-17,2670.0
2016-02-18,2670.0
2016-02-19,2700.0
2016-02-22,2700.0
2016-02-23,2683.4
2016-02-24,2663.3
2016-02-25,2699.2
2016-02-26,2667.0
2016-02-29,2699.0
2016-03-01,2745.0
2016-03-02,2674.0
2016-03-03,2691.0
2016-03-04,2689.35
2016-03-08,2796.25
2016-03-09,2729.7
2016-03-10,2716.35
2016-03-11,2713.1
2016-03-14,2710.0
2016-03-15,2685.5
2016-03-16,2685.5
2016-03-17,2700.0
2016-03-18,2678.0
2016-03-21,2659.0
2016-03-22,2650.0
2016-03-23,2649.95
2016-03-28,2637.05
2016-03-29,2600.1
2016-03-30,2613.95
2016-03-31,2629.0
2016-04-01,2620.1
2016-04-04,2594.2
2016-04-05,2700.05
2016-04-06,2710.65
2016-04-07,2730.2
2016-04-08,2730.2
2016-04-11,2730.0
2016-04-12,2759.9
2016-04-13,2750.0
2016-04-18,2793.55
2016-04-20,2743.05
2016-04-21,2744.5
2016-04-22,2760.0
2016-04-25,2735.0
2016-04-26,2720.5
2016-04-27,2745.0
2016-04-28,2723.0
2016-04-29,2781.0
2016-05-02,2802.8
2016-05-03,2796.45
2016-05-04,2807.0
2016-05-05,2776.15
2016-05-06,2795.9
2016-05-09,2800.5
2016-05-10,2769.25
2016-05-11,2768.35
2016-05-12,2811.0
2016-05-13,2795.0
2016-05-16,2790.0
2016-05-17,2790.0
2016-05-18,2842.15
2016-05-19,2825.0
2016-05-20,2802.05
2016-05-23,2780.25
2016-05-24,2764.0
2016-05-25,2736.0
2016-05-26,2770.0
2016-05-27,2721.0
2016-05-30,2676.1
2016-05-31,2670.0
2016-06-01,2690.0
2016-06-02,2711.75
2016-06-03,2703.0
2016-06-06,2748.0
2016-06-07,2723.0
2016-06-08,2760.0
2016-06-09,2729.25
2016-06-10,2748.95
2016-06-13,2761.55
2016-06-14,2770.0
2016-06-15,2772.0
2016-06-16,2791.75
2016-06-17,2796.0
2016-06-20,2785.0
2016-06-21,2790.6
2016-06-22,2799.0
2016-06-23,2760.0
2016-06-24,2829.05
2016-06-27,2865.55
2016-06-28,2847.0
2016-06-29,2892.05
2016-06-30,2870.0
2016-07-01,2862.0
2016-07-04,2899.0
2016-07-05,2922.45
2016-07-07,2926.65
2016-07-08,2915.0
2016-07-11,2903.0
2016-07-12,2912.55
2016-07-13,2917.5
2016-07-14,2892.65
2016-07-15,2871.55
2016-07-18,2914.9
2016-07-19,2900.1
2016-07-20,2908.2
2016-07-21,2871.2
2016-07-22,2881.1
2016-07-25,2880.05
2016-07-27,2906.4
2016-07-28,2920.85
2016-07-29,2891.2
2016-08-01,2944.85
2016-08-02,2920.0
2016-08-03,2956.95
2016-08-04,2941.95
2016-08-05,2930.05
