Date,FEL
2016-01-01,149.45
2016-01-04,147.8
2016-01-05,147.65
2016-01-06,146.65
2016-01-07,143.6
2016-01-08,142.9
2016-01-11,139.6
2016-01-12,141.85
2016-01-13,139.9
2016-01-14,137.6
2016-01-15,129.95
2016-01-18,124.4
2016-01-19,134.4
2016-01-20,135.05
2016-01-21,129.0
2016-01-22,134.0
2016-01-25,134.5
2016-01-27,132.75
2016-01-28,132.4
2016-01-29,140.7
2016-02-01,142.35
2016-02-02,138.35
2016-02-03,135.7
2016-02-04,134.7
2016-02-05,133.6
2016-02-08,135.6
2016-02-09,131.75
2016-02-10,127.4
2016-02-11,120.35
2016-02-12,123.1
2016-02-15,128.05
2016-02-16,123.55
2016-02-17,125.25
2016-02-18,125.1
2016-02-19,126.0
2016-02-22,125.7
2016-02-23,127.85
2016-02-24,124.75
2016-02-25,124.05
2016-02-26,123.35
2016-02-29,122.0
2016-03-01,126.6
2016-03-02,128.25
2016-03-03,135.4
2016-03-04,136.05
2016-03-08,133.65
2016-03-09,136.95
2016-03-10,137.5
2016-03-11,137.6
2016-03-14,138.0
2016-03-15,134.75
2016-03-16,136.7
2016-03-17,135.3
2016-03-18,132.4
2016-03-21,130.8
2016-03-22,129.95
2016-03-23,129.6
2016-03-28,127.05
2016-03-29,129.25
2016-03-30,130.8
2016-03-31,128.5
2016-04-01,129.4
2016-04-04,128.15
2016-04-05,127.15
2016-04-06,128.5
2016-04-07,130.05
2016-04-08,127.0
2016-04-11,129.25
2016-04-12,130.1
2016-04-13,130.1
2016-04-18,134.1
2016-04-20,149.75
2016-04-21,149.35
2016-04-22,148.9
2016-04-25,147.9
2016-04-26,146.2
2016-04-27,145.6
2016-04-28,141.85
2016-04-29,144.6
2016-05-02,148.85
2016-05-03,147.25
2016-05-04,149.25
2016-05-05,142.9
2016-05-06,140.1
2016-05-09,149.35
2016-05-10,151.05
2016-05-25,27.6
2016-05-26,26.3
2016-05-27,25.9
2016-05-30,27.05
2016-05-31,26.45
2016-06-01,26.05
2016-06-02,26.15
2016-06-03,25.9
2016-06-06,26.4
2016-06-07,26.15
2016-06-08,26.3
2016-06-09,26.2
2016-06-10,25.85
2016-06-13,25.95
2016-06-14,25.7
2016-06-15,25.9
2016-06-16,25.0
2016-06-17,25.2
2016-06-20,24.95
2016-06-21,24.2
2016-06-22,23.5
2016-06-23,23.4
2016-06-24,22.0
2016-06-27,22.9
2016-06-28,22.95
2016-06-29,24.2
2016-06-30,24.9
2016-07-01,24.25
2016-07-04,23.6
2016-07-05,24.4
2016-07-07,24.05
2016-07-08,24.35
2016-07-11,24.25
2016-07-12,24.25
2016-07-13,24.25
2016-07-14,23.85
2016-07-15,23.45
2016-07-18,22.9
2016-07-19,22.85
2016-07-20,23.1
2016-07-21,23.4
2016-07-22,22.9
2016-07-25,23.0
2016-07-26,23.0
2016-07-27,22.75
2016-07-28,22.3
2016-07-29,22.05
2016-08-01,21.35
2016-08-02,21.1
2016-08-03,21.25
2016-08-04,21.55
2016-08-05,21.8
2016-08-08,21.8
2016-08-09,22.25
2016-08-10,21.95
2016-08-11,21.8
2016-08-12,21.8
2016-08-16,21.25
2016-08-17,21.1
2016-08-18,20.95
2016-08-19,20.95
2016-08-22,20.8
2016-08-23,20.55
2016-08-24,20.6
2016-08-25,20.4
2016-08-26,20.4
2016-08-29,19.35
2016-08-30,17.95
2016-08-31,17.35
2016-09-01,16.95
2016-09-02,17.35
2016-09-06,16.9
2016-09-07,16.8
2016-09-08,16.55
2016-09-09,16.6
2016-09-12,16.2
2016-09-14,17.1
2016-09-15,16.8
2016-09-16,16.35
2016-09-19,16.3
2016-09-20,16.1
2016-09-21,15.9
2016-09-22,15.85
2016-09-23,15.8
2016-09-26,15.9
2016-09-27,15.95
2016-09-28,16.5
2016-09-29,16.0
2016-09-30,16.15
2016-10-03,16.1
2016-10-04,16.2
2016-10-05,16.15
2016-10-06,15.95
2016-10-07,15.85
2016-10-10,15.95
2016-10-13,15.9
2016-10-14,15.85
2016-10-17,15.85
2016-10-18,15.9
2016-10-19,15.8
2016-10-20,15.85
2016-10-21,15.6
2016-10-24,15.9
2016-10-25,15.9
2016-10-26,15.7
2016-10-27,15.85
2016-10-28,15.9
2016-10-30,17.1
2016-11-01,16.8
2016-11-02,16.35
2016-11-03,16.45
2016-11-04,16.8
2016-11-07,17.3
2016-11-08,17.05
2016-11-09,16.8
2016-11-10,17.05
2016-11-11,16.7
2016-11-15,16.05
2016-11-16,16.0
2016-11-17,16.1
2016-11-18,16.2
2016-11-21,15.3
2016-11-22,15.05
2016-11-23,15.3
2016-11-24,15.5
2016-11-25,16.1
2016-11-28,16.5
2016-11-29,16.45
2016-11-30,16.45
2016-12-01,16.45
2016-12-02,16.35
2016-12-05,15.9
2016-12-06,15.85
2016-12-07,15.75
2016-12-08,15.65
2016-12-09,15.75
2016-12-12,15.95
2016-12-13,17.2
2016-12-14,17.05
2016-12-15,17.3
2016-12-16,16.45
2016-12-19,16.7
2016-12-20,17.05
2016-12-21,16.7
2016-12-22,16.25
2016-12-23,16.3
2016-12-26,16.1
2016-12-27,16.65
2016-12-28,16.7
2016-12-29,16.7
2016-12-30,16.7
