Date,MONSANTO
2016-01-01,2205.65
2016-01-04,2204.65
2016-01-05,2221.7
2016-01-06,2341.05
2016-01-07,2427.55
2016-01-08,2483.1
2016-01-11,2480.4
2016-01-12,2481.35
2016-01-13,2376.35
2016-01-14,2439.85
2016-01-15,2331.85
2016-01-18,2174.85
2016-01-19,2114.55
2016-01-20,2052.65
2016-01-21,2132.05
2016-01-22,2142.9
2016-01-25,2143.05
2016-01-27,2086.4
2016-01-28,2099.2
2016-01-29,2233.2
2016-02-01,2229.15
2016-02-02,2145.8
2016-02-03,2054.35
2016-02-04,2074.1
2016-02-05,2092.45
2016-02-08,2074.35
2016-02-09,2097.8
2016-02-10,2057.75
2016-02-11,2032.95
2016-02-12,1977.15
2016-02-15,1981.85
2016-02-16,1984.9
2016-02-17,1976.8
2016-02-18,1925.6
2016-02-19,1889.75
2016-02-22,1859.55
2016-02-23,1834.6
2016-02-24,1767.0
2016-02-25,1711.15
2016-02-26,1591.75
2016-02-29,1570.9
2016-03-01,1593.1
2016-03-02,1604.6
2016-03-03,1629.1
2016-03-04,1590.65
2016-03-08,1627.95
2016-03-09,1614.95
2016-03-10,1671.3
2016-03-11,1736.05
2016-03-14,1768.05
2016-03-15,1693.8
2016-03-16,1681.1
2016-03-17,1653.55
2016-03-18,1609.75
2016-03-21,1623.8
2016-03-22,1613.9
2016-03-23,1825.4
2016-03-28,1703.3
2016-03-29,1632.8
2016-03-30,1660.15
2016-03-31,1658.95
2016-04-01,1652.8
2016-04-04,1655.75
2016-04-05,1621.85
2016-04-06,1629.5
2016-04-07,1610.95
2016-04-08,1614.05
2016-04-11,1564.55
2016-04-12,1618.5
2016-04-13,1651.95
2016-04-18,1718.85
2016-04-20,1756.2
2016-04-21,1720.2
2016-04-22,1710.5
2016-04-25,1700.6
2016-04-26,1739.6
2016-04-27,1822.6
2016-04-28,1785.7
2016-04-29,1790.45
2016-05-02,1824.6
2016-05-03,1801.1
2016-05-04,1743.3
2016-05-05,1781.1
2016-05-06,1793.35
2016-05-09,1818.6
2016-05-10,1814.7
2016-05-11,2043.95
2016-05-12,2407.1
2016-05-13,2441.0
2016-05-16,2325.25
2016-05-17,2457.2
2016-05-18,2325.5
2016-05-19,2261.4
2016-05-20,2270.4
2016-05-23,2071.8
2016-05-24,2139.0
2016-05-25,2122.95
2016-05-26,2194.45
2016-05-27,2197.2
2016-05-30,2180.8
2016-05-31,2240.95
2016-06-01,2372.6
2016-06-02,2408.95
2016-06-03,2433.4
2016-06-06,2457.55
2016-06-07,2407.15
2016-06-08,2425.25
