Date,PAPERPROD
2016-01-01,241.9
2016-01-04,237.9
2016-01-05,238.8
2016-01-06,243.35
2016-01-07,240.15
2016-01-08,240.55
2016-01-11,236.4
2016-01-12,234.3
2016-01-13,238.0
2016-01-14,234.35
2016-01-15,227.0
2016-01-18,220.75
2016-01-19,222.6
2016-01-20,212.4
2016-01-21,212.05
2016-01-22,219.8
2016-01-25,225.05
2016-01-27,220.35
2016-01-28,214.85
2016-01-29,220.05
2016-02-01,215.6
2016-02-02,212.7
2016-02-03,207.95
2016-02-04,206.05
2016-02-05,208.9
2016-02-08,203.25
2016-02-09,205.15
2016-02-10,201.4
2016-02-11,187.15
2016-02-12,183.3
2016-02-15,194.5
2016-02-16,196.45
2016-02-17,204.7
2016-02-18,203.5
2016-02-19,204.75
2016-02-22,202.3
2016-02-23,198.45
2016-02-24,190.95
2016-02-25,195.9
2016-02-26,190.15
2016-02-29,202.75
2016-03-01,204.8
2016-03-02,212.6
2016-03-03,220.7
2016-03-04,226.2
2016-03-08,220.95
2016-03-09,218.3
2016-03-10,218.7
2016-03-11,217.6
2016-03-14,219.0
2016-03-15,220.4
2016-03-16,218.5
2016-03-17,213.55
2016-03-18,211.35
2016-03-21,216.8
2016-03-22,220.15
2016-03-23,217.95
2016-03-28,209.2
2016-03-29,202.9
2016-03-30,204.4
2016-03-31,209.55
2016-04-01,215.55
2016-04-04,218.95
2016-04-05,217.8
2016-04-06,221.9
2016-04-07,230.6
2016-04-08,224.85
2016-04-11,226.25
2016-04-12,224.85
2016-04-13,227.45
2016-04-18,224.65
2016-04-20,233.8
2016-04-21,226.35
2016-04-22,225.4
2016-04-25,224.6
2016-04-26,224.3
2016-04-27,226.05
2016-04-28,223.6
2016-04-29,225.3
2016-05-02,224.85
2016-05-03,222.9
2016-05-04,221.15
2016-05-05,221.0
2016-05-06,217.55
2016-05-09,229.2
2016-05-10,231.1
2016-05-11,277.3
2016-05-12,268.35
2016-05-13,267.8
2016-05-16,270.45
2016-05-17,274.6
2016-05-18,272.2
2016-05-19,262.85
2016-05-20,262.7
2016-05-23,257.2
2016-05-24,257.3
2016-05-25,262.8
2016-05-26,263.15
2016-05-27,266.05
2016-05-30,264.75
2016-05-31,265.85
2016-06-01,266.2
2016-06-02,268.3
2016-06-03,267.5
2016-06-06,263.5
2016-06-07,262.2
2016-06-08,266.35
2016-06-09,263.9
2016-06-10,260.7
2016-06-13,259.95
2016-06-14,260.6
2016-06-15,267.9
2016-06-16,280.5
2016-06-17,291.9
2016-06-20,293.4
2016-06-21,294.1
2016-06-22,278.25
2016-06-23,288.8
2016-06-24,287.75
2016-06-27,287.6
2016-06-28,280.75
2016-06-29,287.3
2016-06-30,298.4
2016-07-01,302.75
2016-07-04,302.65
2016-07-05,296.5
2016-07-07,299.25
2016-07-08,299.9
2016-07-11,302.65
2016-07-12,298.15
2016-07-13,296.3
2016-07-14,298.75
2016-07-15,294.15
2016-07-18,295.45
2016-07-19,295.95
2016-07-20,294.25
2016-07-21,292.3
2016-07-22,291.65
2016-07-25,304.35
2016-07-26,315.45
2016-07-27,321.3
2016-07-28,320.5
2016-07-29,319.05
2016-08-01,313.15
2016-08-02,312.6
2016-08-03,302.75
2016-08-04,300.45
2016-08-05,312.3
2016-08-08,313.8
2016-08-09,314.75
2016-08-10,289.25
2016-08-11,287.85
2016-08-12,283.0
2016-08-16,281.85
2016-08-17,281.35
2016-08-18,278.25
2016-08-19,279.35
2016-08-22,282.65
2016-08-23,284.2
2016-08-24,286.7
2016-08-25,292.0
2016-08-26,288.1
2016-08-29,284.55
2016-08-30,287.35
2016-08-31,282.7
2016-09-01,279.25
2016-09-02,280.55
2016-09-06,282.85
2016-09-07,276.85
2016-09-08,279.75
2016-09-09,277.6
2016-09-12,276.1
2016-09-14,273.7
2016-09-15,273.2
2016-09-16,267.65
2016-09-19,278.75
2016-09-20,276.85
2016-09-21,269.6
2016-09-22,269.6
2016-09-23,266.05
2016-09-26,268.35
2016-09-27,267.65
2016-09-28,267.8
2016-09-29,258.15
2016-09-30,257.15
2016-10-03,259.65
2016-10-04,265.5
2016-10-05,269.8
2016-10-06,266.3
2016-10-07,265.05
2016-10-10,263.85
2016-10-13,259.9
2016-10-14,258.65
2016-10-17,255.65
2016-10-18,268.4
2016-10-19,280.5
2016-10-20,281.05
2016-10-21,284.5
2016-10-24,289.3
2016-10-25,289.05
2016-10-26,286.5
2016-10-27,282.05
2016-10-28,285.05
2016-10-30,289.8
2016-11-01,282.25
2016-11-02,280.6
2016-11-03,271.9
2016-11-04,268.0
2016-11-07,271.15
2016-11-08,274.4
2016-11-09,274.45
2016-11-10,269.25
2016-11-11,257.85
2016-11-15,236.0
2016-11-16,240.65
2016-11-17,241.25
2016-11-18,247.15
2016-11-21,230.5
2016-11-22,231.95
2016-11-23,235.6
2016-11-24,236.85
2016-11-25,250.5
2016-11-28,250.15
2016-11-29,250.1
2016-11-30,254.3
2016-12-01,244.7
2016-12-02,247.45
2016-12-05,247.95
2016-12-06,256.55
2016-12-07,252.4
2016-12-08,254.4
2016-12-09,251.95
2016-12-12,251.25
2016-12-13,247.75
2016-12-14,244.9
2016-12-15,246.25
2016-12-16,243.65
2016-12-19,238.4
2016-12-20,234.8
2016-12-21,236.0
2016-12-22,235.3
2016-12-23,236.25
2016-12-26,234.7
2016-12-27,239.25
2016-12-28,241.85
2016-12-29,244.5
2016-12-30,242.3
