Date,AMRUTANJAN
2016-01-01,486.95
2016-01-04,476.2
2016-01-05,474.3
2016-01-06,473.6
2016-01-07,458.45
2016-01-08,467.15
2016-01-11,462.45
2016-01-12,455.75
2016-01-13,452.45
2016-01-14,446.95
2016-01-15,428.0
2016-01-18,414.1
2016-01-19,416.4
2016-01-20,405.65
2016-01-21,416.25
2016-01-22,418.9
2016-01-25,426.3
2016-01-27,425.35
2016-01-28,419.9
2016-01-29,430.8
2016-02-01,435.05
2016-02-02,422.65
2016-02-03,414.25
2016-02-04,403.8
2016-02-05,412.2
2016-02-08,411.9
2016-02-09,413.8
2016-02-10,410.05
2016-02-11,399.15
2016-02-12,391.1
2016-02-15,413.45
2016-02-16,404.15
2016-02-17,398.7
2016-02-18,399.1
2016-02-19,406.7
2016-02-22,405.05
2016-02-23,397.65
2016-02-24,392.75
2016-02-25,385.9
2016-02-26,386.9
2016-02-29,378.2
2016-03-01,387.4
2016-03-02,399.75
2016-03-03,402.35
2016-03-04,406.6
2016-03-08,404.75
2016-03-09,403.45
2016-03-10,418.05
2016-03-11,414.4
2016-03-14,415.25
2016-03-15,417.65
2016-03-16,414.5
2016-03-17,413.0
2016-03-18,413.0
2016-03-21,428.3
2016-03-22,423.05
2016-03-23,425.65
2016-03-28,414.3
2016-03-29,410.4
2016-03-30,421.95
2016-03-31,416.45
2016-04-01,421.55
2016-04-04,430.5
2016-04-05,428.85
2016-04-06,430.6
2016-04-07,426.1
2016-04-08,429.5
2016-04-11,427.15
2016-04-12,435.45
2016-04-13,441.7
2016-04-18,436.0
2016-04-20,446.75
2016-04-21,437.15
2016-04-22,429.7
2016-04-25,427.55
2016-04-26,433.3
2016-04-27,435.6
2016-04-28,436.9
2016-04-29,434.65
2016-05-02,444.25
2016-05-03,448.65
2016-05-04,444.65
2016-05-05,439.15
2016-05-06,455.35
2016-05-09,425.85
2016-05-10,426.3
2016-05-11,416.8
2016-05-12,417.45
2016-05-13,416.8
2016-05-16,414.0
2016-05-17,411.8
2016-05-18,409.9
2016-05-19,407.35
2016-05-20,408.85
2016-05-23,405.25
2016-05-24,398.55
2016-05-25,398.2
2016-05-26,390.5
2016-05-27,398.8
2016-05-30,405.9
2016-05-31,401.3
2016-06-01,404.35
2016-06-02,404.65
2016-06-03,404.25
2016-06-06,406.3
2016-06-07,406.5
2016-06-08,409.5
2016-06-09,410.8
2016-06-10,406.45
2016-06-13,405.85
2016-06-14,407.45
2016-06-15,406.9
2016-06-16,402.0
2016-06-17,400.25
2016-06-20,404.15
2016-06-21,400.55
2016-06-22,408.35
2016-06-23,403.9
2016-06-24,401.85
2016-06-27,406.55
2016-06-28,412.65
2016-06-29,412.8
2016-06-30,414.25
2016-07-01,417.15
2016-07-04,416.8
2016-07-05,410.2
2016-07-07,417.85
2016-07-08,417.9
2016-07-11,422.55
2016-07-12,422.8
2016-07-13,425.95
2016-07-14,427.35
2016-07-15,424.4
2016-07-18,426.1
2016-07-19,426.8
2016-07-20,425.7
2016-07-21,426.8
2016-07-22,429.3
2016-07-25,446.05
2016-07-26,440.6
2016-07-27,444.35
2016-07-28,469.2
2016-07-29,463.2
2016-08-01,451.55
2016-08-02,444.15
2016-08-03,436.7
2016-08-04,442.4
2016-08-05,444.8
2016-08-08,462.8
2016-08-09,460.6
2016-08-10,448.1
2016-08-11,451.15
2016-08-12,437.95
2016-08-16,441.15
2016-08-17,446.65
2016-08-18,454.15
2016-08-19,451.1
2016-08-22,438.1
2016-08-23,440.35
2016-08-24,441.4
2016-08-25,439.35
2016-08-26,433.6
2016-08-29,430.7
2016-08-30,447.45
2016-08-31,442.55
2016-09-01,440.9
2016-09-02,441.55
2016-09-06,441.85
2016-09-07,439.55
2016-09-08,436.75
2016-09-09,434.1
2016-09-12,426.8
2016-09-14,432.2
2016-09-15,435.35
2016-09-16,430.15
2016-09-19,438.05
2016-09-20,430.55
2016-09-21,434.9
2016-09-22,441.6
2016-09-23,442.15
2016-09-26,441.7
2016-09-27,441.8
2016-09-28,440.4
2016-09-29,438.1
2016-09-30,433.7
2016-10-03,450.2
2016-10-04,454.4
2016-10-05,513.05
2016-10-06,518.6
2016-10-07,519.15
2016-10-10,512.2
2016-10-13,501.9
2016-10-14,507.5
2016-10-17,541.35
2016-10-18,620.05
2016-10-19,598.0
2016-10-20,621.3
2016-10-21,628.75
2016-10-24,625.95
2016-10-25,622.95
2016-10-26,602.9
2016-10-27,586.0
2016-10-28,600.5
2016-10-30,599.25
2016-11-01,600.2
2016-11-02,579.5
2016-11-03,577.55
2016-11-04,575.8
2016-11-07,576.15
2016-11-08,581.95
2016-11-09,554.25
2016-11-10,585.0
2016-11-11,538.35
2016-11-15,510.45
2016-11-16,514.4
2016-11-17,516.2
2016-11-18,531.45
2016-11-21,514.85
2016-11-22,524.2
2016-11-23,533.5
2016-11-24,529.2
2016-11-25,543.55
2016-11-28,549.9
2016-11-29,553.95
2016-11-30,550.3
2016-12-01,528.55
2016-12-02,527.5
2016-12-05,530.8
2016-12-06,534.0
2016-12-07,537.95
2016-12-08,538.45
2016-12-09,542.5
2016-12-12,539.8
2016-12-13,566.7
2016-12-14,549.4
2016-12-15,551.75
2016-12-16,547.7
2016-12-19,542.25
2016-12-20,532.6
2016-12-21,526.05
2016-12-22,520.25
2016-12-23,514.0
2016-12-26,513.75
2016-12-27,514.8
2016-12-28,520.4
2016-12-29,526.8
2016-12-30,527.85
