Date,KEI
2016-01-01,118.15
2016-01-04,116.2
2016-01-05,119.5
2016-01-06,119.25
2016-01-07,115.65
2016-01-08,121.95
2016-01-11,124.0
2016-01-12,122.5
2016-01-13,119.95
2016-01-14,118.65
2016-01-15,117.95
2016-01-18,110.3
2016-01-19,114.15
2016-01-20,110.7
2016-01-21,110.9
2016-01-22,114.65
2016-01-25,114.2
2016-01-27,114.5
2016-01-28,112.7
2016-01-29,110.05
2016-02-01,112.1
2016-02-02,110.6
2016-02-03,111.7
2016-02-04,113.2
2016-02-05,113.35
2016-02-08,114.35
2016-02-09,112.5
2016-02-10,112.55
2016-02-11,103.2
2016-02-12,102.1
2016-02-15,104.7
2016-02-16,100.55
2016-02-17,95.65
2016-02-18,98.0
2016-02-19,93.95
2016-02-22,92.5
2016-02-23,96.15
2016-02-24,94.15
2016-02-25,91.15
2016-02-26,90.45
2016-02-29,90.2
2016-03-01,95.5
2016-03-02,101.75
2016-03-03,100.55
2016-03-04,99.05
2016-03-08,100.05
2016-03-09,100.9
2016-03-10,100.2
2016-03-11,98.8
2016-03-14,99.2
2016-03-15,98.0
2016-03-16,97.4
2016-03-17,97.5
2016-03-18,96.7
2016-03-21,97.05
2016-03-22,97.65
2016-03-23,97.0
2016-03-28,93.2
2016-03-29,95.7
2016-03-30,97.85
2016-03-31,98.0
2016-04-01,101.4
2016-04-04,99.5
2016-04-05,97.5
2016-04-06,98.7
2016-04-07,97.65
2016-04-08,97.55
2016-04-11,97.65
2016-04-12,103.55
2016-04-13,102.9
2016-04-18,100.8
2016-04-20,101.55
2016-04-21,101.65
2016-04-22,99.85
2016-04-25,99.3
2016-04-26,101.05
2016-04-27,104.3
2016-04-28,101.7
2016-04-29,102.4
2016-05-02,102.25
2016-05-03,102.15
2016-05-04,106.05
2016-05-05,108.3
2016-05-06,109.8
2016-05-09,110.55
2016-05-10,109.75
2016-05-11,109.5
2016-05-12,110.05
2016-05-13,107.75
2016-05-16,107.5
2016-05-17,116.0
2016-05-18,118.6
2016-05-19,114.2
2016-05-20,112.0
2016-05-23,113.45
2016-05-24,111.1
2016-05-25,112.25
2016-05-26,110.55
2016-05-27,109.6
2016-05-30,107.75
2016-05-31,107.1
2016-06-01,108.5
2016-06-02,108.4
2016-06-03,105.35
2016-06-06,104.15
2016-06-07,105.6
2016-06-08,106.65
2016-06-09,105.85
2016-06-10,103.95
2016-06-13,102.5
2016-06-14,102.75
2016-06-15,106.75
2016-06-16,107.7
2016-06-17,105.45
2016-06-20,105.2
2016-06-21,104.4
2016-06-22,105.05
2016-06-23,105.55
2016-06-24,103.05
2016-06-27,106.7
2016-06-28,108.45
2016-06-29,108.0
2016-06-30,112.15
2016-07-01,114.95
2016-07-04,120.7
2016-07-05,124.05
2016-07-07,123.25
2016-07-08,126.3
2016-07-11,127.05
2016-07-12,125.05
2016-07-13,121.75
2016-07-14,122.05
2016-07-15,121.75
2016-07-18,123.0
2016-07-19,123.45
2016-07-20,123.0
2016-07-21,117.15
2016-07-22,118.0
2016-07-25,116.75
2016-07-26,118.6
2016-07-27,119.85
2016-07-28,118.35
2016-07-29,116.95
2016-08-01,114.55
2016-08-02,113.6
2016-08-03,114.1
2016-08-04,114.2
2016-08-05,114.5
2016-08-08,114.5
2016-08-09,114.2
2016-08-10,114.5
2016-08-11,113.0
2016-08-12,111.95
2016-08-16,113.3
2016-08-17,114.4
2016-08-18,115.65
2016-08-19,115.65
2016-08-22,118.0
2016-08-23,119.3
2016-08-24,118.3
2016-08-25,118.45
2016-08-26,117.75
2016-08-29,118.75
2016-08-30,117.65
2016-08-31,116.3
2016-09-01,113.7
2016-09-02,114.8
2016-09-06,115.0
2016-09-07,116.3
2016-09-08,116.45
2016-09-09,116.95
2016-09-12,114.1
2016-09-14,114.95
2016-09-15,114.3
2016-09-16,114.75
2016-09-19,113.3
2016-09-20,114.3
2016-09-21,113.75
2016-09-22,115.85
2016-09-23,120.95
2016-09-26,118.0
2016-09-27,116.6
2016-09-28,117.5
2016-09-29,112.05
2016-09-30,114.1
2016-10-03,117.85
2016-10-04,117.45
2016-10-05,120.4
2016-10-06,120.05
2016-10-07,120.0
2016-10-10,119.15
2016-10-13,114.0
2016-10-14,114.9
2016-10-17,122.55
2016-10-18,120.9
2016-10-19,120.8
2016-10-20,119.45
2016-10-21,117.4
2016-10-24,119.9
2016-10-25,119.05
2016-10-26,116.7
2016-10-27,116.45
2016-10-28,117.4
2016-10-30,122.35
2016-11-01,122.5
2016-11-02,118.95
2016-11-03,117.65
2016-11-04,114.75
2016-11-07,124.0
2016-11-08,132.5
2016-11-09,130.3
2016-11-10,135.3
2016-11-11,127.9
2016-11-15,118.3
2016-11-16,118.2
2016-11-17,116.75
2016-11-18,116.45
2016-11-21,110.05
2016-11-22,111.3
2016-11-23,112.95
2016-11-24,112.05
2016-11-25,112.9
2016-11-28,122.05
2016-11-29,126.75
2016-11-30,127.0
2016-12-01,125.55
2016-12-02,121.0
2016-12-05,120.3
2016-12-06,120.4
2016-12-07,119.9
2016-12-08,122.2
2016-12-09,121.35
2016-12-12,120.1
2016-12-13,122.7
2016-12-14,119.6
2016-12-15,120.0
2016-12-16,125.1
2016-12-19,121.45
2016-12-20,124.55
2016-12-21,122.05
2016-12-22,118.9
2016-12-23,125.25
2016-12-26,123.2
2016-12-27,121.85
2016-12-28,122.35
2016-12-29,124.1
2016-12-30,123.85
