Date,HITECHCORP
2016-01-01,183.5
2016-01-04,188.1
2016-01-05,206.95
2016-01-06,207.95
2016-01-07,190.85
2016-01-08,196.85
2016-01-11,193.95
2016-01-12,193.0
2016-01-13,179.4
2016-01-14,174.05
2016-01-15,162.65
2016-01-18,150.3
2016-01-19,154.7
2016-01-20,147.0
2016-01-21,161.15
2016-01-22,166.35
2016-01-25,169.0
2016-01-27,171.6
2016-01-28,167.65
2016-01-29,170.25
2016-02-01,166.4
2016-02-02,163.35
2016-02-03,159.55
2016-02-04,161.0
2016-02-05,158.5
2016-02-08,166.15
2016-02-09,167.4
2016-02-10,158.0
2016-02-11,146.5
2016-02-12,151.6
2016-02-15,155.7
2016-02-16,143.45
2016-02-17,146.15
2016-02-18,148.0
2016-02-19,152.8
2016-02-22,156.95
2016-02-23,145.35
2016-02-24,139.55
2016-02-25,140.95
2016-02-26,140.05
2016-02-29,137.5
2016-03-01,147.35
2016-03-02,151.9
2016-03-03,154.55
2016-03-04,162.25
2016-03-08,165.85
2016-03-09,179.15
2016-03-10,176.05
2016-03-11,171.0
2016-03-14,170.3
2016-03-15,175.85
2016-03-16,178.05
2016-03-17,177.6
2016-03-18,169.6
2016-03-21,169.85
2016-03-22,170.65
2016-03-23,171.55
2016-03-28,167.65
2016-03-29,162.55
2016-03-30,171.2
2016-03-31,165.5
2016-04-01,176.55
2016-04-04,175.1
2016-04-05,176.6
2016-04-06,178.95
2016-04-07,176.15
2016-04-08,179.35
2016-04-11,177.05
2016-04-12,177.1
2016-04-13,174.35
2016-04-18,173.0
2016-04-20,168.3
2016-04-21,168.8
2016-04-22,170.15
2016-04-25,164.55
2016-04-26,164.8
2016-04-27,164.95
2016-04-28,163.1
2016-04-29,163.5
2016-05-02,166.45
2016-05-03,170.45
2016-05-04,169.2
2016-05-05,174.6
2016-05-06,170.3
2016-05-09,170.75
2016-05-10,172.45
2016-05-11,169.85
2016-05-12,170.85
2016-05-13,169.05
2016-05-16,173.1
2016-05-17,171.3
2016-05-18,167.75
2016-05-19,165.7
2016-05-20,161.6
2016-05-23,164.05
2016-05-24,153.45
2016-05-25,152.3
2016-05-26,154.05
2016-05-27,155.1
2016-05-30,155.25
2016-05-31,152.65
2016-06-01,156.25
2016-06-02,155.6
2016-06-03,155.6
2016-06-06,152.65
2016-06-07,155.35
2016-06-08,153.55
2016-06-09,153.5
2016-06-10,152.4
2016-06-13,153.3
2016-06-14,151.3
2016-06-15,151.3
2016-06-16,153.3
2016-06-17,152.2
2016-06-20,151.7
2016-06-21,152.4
2016-06-22,153.1
2016-06-23,154.25
2016-06-24,151.75
2016-06-27,154.2
2016-06-28,154.6
2016-06-29,165.6
2016-06-30,163.35
2016-07-01,162.85
2016-07-04,167.4
2016-07-05,165.15
2016-07-07,165.0
2016-07-08,164.4
2016-07-11,161.15
2016-07-12,158.35
2016-07-13,154.8
2016-07-14,157.65
2016-07-15,156.2
2016-07-18,152.6
2016-07-19,152.15
2016-07-20,155.1
2016-07-21,153.45
2016-07-22,153.45
2016-07-25,158.35
2016-07-26,154.65
2016-07-27,153.5
2016-07-28,158.3
2016-07-29,158.75
2016-08-01,158.05
2016-08-02,158.05
2016-08-03,154.0
2016-08-04,154.0
2016-08-05,152.4
2016-08-08,152.7
2016-08-09,153.0
2016-08-10,148.55
2016-08-11,147.2
2016-08-12,142.5
2016-08-16,143.15
2016-08-17,142.95
2016-08-18,147.45
2016-08-19,145.5
2016-08-22,147.45
2016-08-23,146.25
2016-08-24,145.5
2016-08-25,146.15
2016-08-26,148.1
2016-08-29,177.7
2016-08-30,175.4
2016-08-31,172.0
2016-09-01,166.75
2016-09-02,175.3
2016-09-06,176.7
2016-09-07,175.3
2016-09-08,175.9
2016-09-09,172.0
2016-09-12,165.85
2016-09-14,171.25
2016-09-15,171.4
2016-09-16,171.35
2016-09-19,170.15
2016-09-20,180.25
2016-09-21,177.35
2016-09-22,178.9
2016-09-23,176.65
2016-09-26,171.95
2016-09-27,172.65
2016-09-28,192.05
2016-09-29,176.3
2016-09-30,183.45
2016-10-03,194.8
2016-10-04,197.95
2016-10-05,196.3
2016-10-06,190.75
2016-10-07,188.2
2016-10-10,190.8
2016-10-13,200.05
2016-10-14,208.5
2016-10-17,212.3
2016-10-18,209.2
2016-10-19,206.65
2016-10-20,210.8
2016-10-21,215.2
2016-10-24,212.1
2016-10-25,208.3
2016-10-26,206.6
2016-10-27,202.95
2016-10-28,202.6
2016-10-30,206.05
2016-11-01,205.15
2016-11-02,200.25
2016-11-03,192.8
2016-11-04,188.6
2016-11-07,194.1
2016-11-08,194.1
2016-11-09,175.95
2016-11-10,182.35
2016-11-11,174.95
2016-11-15,164.6
2016-11-16,157.2
2016-11-17,151.45
2016-11-18,154.5
2016-11-21,147.15
2016-11-22,149.45
2016-11-23,149.25
2016-11-24,153.3
2016-11-25,153.9
2016-11-28,154.25
2016-11-29,178.2
2016-11-30,170.7
2016-12-01,168.6
2016-12-02,164.5
2016-12-05,163.75
2016-12-06,166.9
2016-12-07,160.3
2016-12-08,163.4
2016-12-09,170.35
2016-12-12,164.15
2016-12-13,163.85
2016-12-14,167.9
2016-12-15,170.4
2016-12-16,166.3
2016-12-19,162.55
2016-12-20,158.5
2016-12-21,158.25
2016-12-22,154.45
2016-12-23,155.0
2016-12-26,150.5
2016-12-27,151.5
2016-12-28,151.4
2016-12-29,154.5
2016-12-30,157.3
