Date,BASF
2016-01-01,925.7
2016-01-04,931.35
2016-01-05,931.9
2016-01-06,931.7
2016-01-07,912.5
2016-01-08,911.35
2016-01-11,913.05
2016-01-12,881.7
2016-01-13,887.8
2016-01-14,877.9
2016-01-15,868.25
2016-01-18,834.45
2016-01-19,842.45
2016-01-20,802.2
2016-01-21,777.45
2016-01-22,799.1
2016-01-25,793.7
2016-01-27,797.0
2016-01-28,788.3
2016-01-29,794.15
2016-02-01,794.35
2016-02-02,793.6
2016-02-03,745.6
2016-02-04,744.9
2016-02-05,740.45
2016-02-08,727.2
2016-02-09,758.35
2016-02-10,740.35
2016-02-11,734.9
2016-02-12,715.1
2016-02-15,744.85
2016-02-16,724.7
2016-02-17,751.75
2016-02-18,761.75
2016-02-19,791.95
2016-02-22,774.05
2016-02-23,751.2
2016-02-24,766.15
2016-02-25,777.35
2016-02-26,778.35
2016-02-29,786.0
2016-03-01,781.85
2016-03-02,797.9
2016-03-03,794.55
2016-03-04,791.0
2016-03-08,777.95
2016-03-09,781.4
2016-03-10,771.6
2016-03-11,774.65
2016-03-14,760.7
2016-03-15,769.5
2016-03-16,776.9
2016-03-17,772.5
2016-03-18,786.15
2016-03-21,799.05
2016-03-22,841.85
2016-03-23,869.2
2016-03-28,890.0
2016-03-29,894.35
2016-03-30,863.35
2016-03-31,877.5
2016-04-01,859.45
2016-04-04,841.6
2016-04-05,833.5
2016-04-06,831.55
2016-04-07,850.35
2016-04-08,839.7
2016-04-11,851.95
2016-04-12,884.4
2016-04-13,911.75
2016-04-18,903.3
2016-04-20,902.8
2016-04-21,903.75
2016-04-22,887.3
2016-04-25,889.95
2016-04-26,921.6
2016-04-27,923.45
2016-04-28,909.1
2016-04-29,906.4
2016-05-02,910.05
2016-05-03,926.4
2016-05-04,966.3
2016-05-05,943.65
2016-05-06,937.25
2016-05-09,933.85
2016-05-10,934.8
2016-05-11,954.6
2016-05-12,1017.7
2016-05-13,997.95
2016-05-16,1005.1
2016-05-17,1004.2
2016-05-18,992.95
2016-05-19,992.35
2016-05-20,960.6
2016-05-23,942.35
2016-05-24,921.3
2016-05-25,964.55
2016-05-26,958.45
2016-05-27,965.2
2016-05-30,959.2
2016-05-31,990.95
2016-06-01,998.7
2016-06-02,989.85
2016-06-03,974.3
2016-06-06,987.05
2016-06-07,987.75
2016-06-08,998.85
2016-06-09,989.35
2016-06-10,1009.35
2016-06-13,993.25
2016-06-14,984.85
2016-06-15,1023.0
2016-06-16,1027.95
2016-06-17,1030.2
2016-06-20,1018.2
2016-06-21,1016.65
2016-06-22,1029.1
2016-06-23,1015.75
2016-06-24,1021.8
2016-06-27,1028.4
2016-06-28,1060.45
2016-06-29,1092.15
2016-06-30,1132.45
2016-07-01,1136.15
2016-07-04,1114.5
2016-07-05,1114.0
2016-07-07,1144.0
2016-07-08,1135.7
2016-07-11,1168.0
2016-07-12,1157.85
2016-07-13,1137.85
2016-07-14,1138.55
2016-07-15,1127.5
2016-07-18,1121.55
2016-07-19,1098.05
2016-07-20,1108.15
2016-07-21,1100.5
2016-07-22,1098.3
2016-07-25,1096.45
2016-07-26,1083.7
2016-07-27,1060.45
2016-07-28,1081.8
2016-07-29,1061.05
2016-08-01,1046.1
