Date,KAMDHENU
2016-01-01,43.95
2016-01-04,40.25
2016-01-05,42.15
2016-01-06,45.7
2016-01-07,43.15
2016-01-08,44.15
2016-01-11,43.3
2016-01-12,42.0
2016-01-13,41.2
2016-01-14,39.7
2016-01-15,38.6
2016-01-18,37.25
2016-01-19,37.5
2016-01-20,36.9
2016-01-21,36.6
2016-01-22,37.65
2016-01-25,38.3
2016-01-27,39.0
2016-01-28,39.65
2016-01-29,43.95
2016-02-01,42.65
2016-02-02,42.5
2016-02-03,41.6
2016-02-04,42.6
2016-02-05,51.1
2016-02-08,58.4
2016-02-09,54.45
2016-02-10,49.45
2016-02-11,43.65
2016-02-12,46.05
2016-02-15,50.1
2016-02-16,46.35
2016-02-17,47.45
2016-02-18,48.0
2016-02-19,50.2
2016-02-22,49.2
2016-02-23,48.25
2016-02-24,46.6
2016-02-25,46.3
2016-02-26,45.65
2016-02-29,44.8
2016-03-01,46.25
2016-03-02,48.0
2016-03-03,48.55
2016-03-04,48.7
2016-03-08,47.75
2016-03-09,47.1
2016-03-10,48.25
2016-03-11,47.6
2016-03-14,47.4
2016-03-15,46.55
2016-03-16,47.5
2016-03-17,46.6
2016-03-18,45.95
2016-03-21,46.95
2016-03-22,47.1
2016-03-23,46.85
2016-03-28,45.0
2016-03-29,44.15
2016-03-30,45.5
2016-03-31,44.9
2016-04-01,45.9
2016-04-04,46.35
2016-04-05,45.15
2016-04-06,45.75
2016-04-07,45.5
2016-04-08,47.05
2016-04-11,47.95
2016-04-12,50.4
2016-04-13,55.45
2016-04-18,55.25
2016-04-20,56.9
2016-04-21,56.0
2016-04-22,57.15
2016-04-25,60.05
2016-04-26,61.0
2016-04-27,58.7
2016-04-28,55.25
2016-04-29,55.05
2016-05-02,54.7
2016-05-03,54.15
2016-05-04,53.75
2016-05-05,53.55
2016-05-06,52.6
2016-05-09,53.15
2016-05-10,52.2
2016-05-11,54.35
2016-05-12,53.8
2016-05-13,53.0
2016-05-16,53.65
2016-05-17,53.25
2016-05-18,53.2
2016-05-19,52.6
2016-05-20,50.7
2016-05-23,51.5
2016-05-24,51.95
2016-05-25,52.5
2016-05-26,51.65
2016-05-27,51.7
2016-05-30,54.7
2016-05-31,57.7
2016-06-01,55.4
2016-06-02,54.8
2016-06-03,53.1
2016-06-06,52.65
2016-06-07,53.05
2016-06-08,52.6
2016-06-09,57.85
2016-06-10,54.35
2016-06-13,53.4
2016-06-14,54.85
2016-06-15,54.25
2016-06-16,54.45
2016-06-17,53.45
2016-06-20,53.75
2016-06-21,53.2
2016-06-22,52.75
2016-06-23,52.5
2016-06-24,51.85
2016-06-27,53.05
2016-06-28,53.2
2016-06-29,54.35
2016-06-30,53.8
2016-07-01,54.0
2016-07-04,56.6
2016-07-05,56.3
2016-07-07,56.6
2016-07-08,56.45
2016-07-11,55.5
2016-07-12,55.3
2016-07-13,54.0
2016-07-14,54.4
2016-07-15,55.5
2016-07-18,55.15
2016-07-19,54.65
2016-07-20,55.75
2016-07-21,55.25
2016-07-22,55.9
2016-07-25,55.7
2016-07-26,54.9
2016-07-27,54.85
2016-07-28,60.15
2016-07-29,58.15
2016-08-01,60.65
2016-08-02,58.3
2016-08-03,57.85
2016-08-04,56.7
2016-08-05,58.1
2016-08-08,58.5
2016-08-09,58.05
2016-08-10,56.4
2016-08-11,54.7
2016-08-12,55.3
2016-08-16,54.3
2016-08-17,54.75
2016-08-18,56.55
2016-08-19,57.45
2016-08-22,55.45
2016-08-23,55.6
2016-08-24,57.15
2016-08-25,55.95
2016-08-26,55.25
2016-08-29,55.65
2016-08-30,55.65
2016-08-31,55.05
2016-09-01,54.25
2016-09-02,53.75
2016-09-06,55.65
2016-09-07,60.95
2016-09-08,62.2
2016-09-09,59.95
2016-09-12,56.0
2016-09-14,55.0
2016-09-15,55.85
2016-09-16,59.1
2016-09-19,70.05
2016-09-20,69.05
2016-09-21,69.5
2016-09-22,68.65
2016-09-23,68.1
2016-09-26,66.65
2016-09-27,66.5
2016-09-28,67.15
2016-09-29,60.5
2016-09-30,61.1
2016-10-03,62.5
2016-10-04,62.45
2016-10-05,64.2
2016-10-06,64.8
2016-10-07,65.85
2016-10-10,66.7
2016-10-13,68.3
2016-10-14,71.2
2016-10-17,71.5
2016-10-18,76.4
2016-10-19,78.7
2016-10-20,74.35
2016-10-21,74.85
2016-10-24,79.95
2016-10-25,79.3
2016-10-26,79.85
2016-10-27,78.55
2016-10-28,78.0
2016-10-30,81.7
2016-11-01,89.35
2016-11-02,85.0
2016-11-03,92.4
2016-11-04,90.2
2016-11-07,91.35
2016-11-08,88.6
2016-11-09,84.2
2016-11-10,87.85
2016-11-11,83.4
2016-11-15,66.85
2016-11-16,66.05
2016-11-17,68.7
2016-11-18,66.3
2016-11-21,62.6
2016-11-22,64.2
2016-11-23,67.5
2016-11-24,67.6
2016-11-25,71.35
2016-11-28,70.0
2016-11-29,69.8
2016-11-30,71.3
2016-12-01,74.05
2016-12-02,71.4
2016-12-05,71.35
2016-12-06,73.0
2016-12-07,70.4
2016-12-08,73.45
2016-12-09,73.2
2016-12-12,72.5
2016-12-13,71.45
2016-12-14,69.8
2016-12-15,70.6
2016-12-16,69.4
2016-12-19,72.45
2016-12-20,70.6
2016-12-21,70.8
2016-12-22,69.1
2016-12-23,69.0
2016-12-26,67.45
2016-12-27,68.15
2016-12-28,67.85
2016-12-29,67.65
2016-12-30,68.5
