Date,AARTIIND
2016-01-01,525.1
2016-01-04,520.8
2016-01-05,523.6
2016-01-06,516.3
2016-01-07,510.9
2016-01-08,507.5
2016-01-11,508.8
2016-01-12,514.95
2016-01-13,505.1
2016-01-14,502.65
2016-01-15,498.9
2016-01-18,444.05
2016-01-19,459.35
2016-01-20,475.45
2016-01-21,466.6
2016-01-22,474.9
2016-01-25,484.5
2016-01-27,500.3
2016-01-28,489.95
2016-01-29,492.7
2016-02-01,483.6
2016-02-02,480.6
2016-02-03,461.0
2016-02-04,469.55
2016-02-05,481.65
2016-02-08,489.65
2016-02-09,491.95
2016-02-10,484.75
2016-02-11,471.2
2016-02-12,446.2
2016-02-15,456.0
2016-02-16,442.25
2016-02-17,445.8
2016-02-18,442.8
2016-02-19,435.55
2016-02-22,429.0
2016-02-23,424.85
2016-02-24,426.8
2016-02-25,424.4
2016-02-26,426.15
2016-02-29,426.0
2016-03-01,441.25
2016-03-02,467.25
2016-03-03,479.9
2016-03-04,487.45
2016-03-08,483.7
2016-03-09,471.3
2016-03-10,471.15
2016-03-11,483.8
2016-03-14,492.45
2016-03-15,495.9
2016-03-16,487.9
2016-03-17,472.6
2016-03-18,472.85
2016-03-21,475.0
2016-03-22,467.6
2016-03-23,466.65
2016-03-28,471.6
2016-03-29,505.1
2016-03-30,526.65
2016-03-31,515.45
2016-04-01,524.2
2016-04-04,528.45
2016-04-05,505.15
2016-04-06,514.45
2016-04-07,522.9
2016-04-08,521.9
2016-04-11,513.75
2016-04-12,526.15
2016-04-13,526.8
2016-04-18,541.15
2016-04-20,547.2
2016-04-21,545.05
2016-04-22,546.95
2016-04-25,524.35
2016-04-26,527.9
2016-04-27,526.2
2016-04-28,535.8
2016-04-29,532.05
2016-05-02,538.9
2016-05-03,532.05
2016-05-04,533.7
2016-05-05,527.4
2016-05-06,530.65
2016-05-09,523.2
2016-05-10,513.5
2016-05-11,503.45
2016-05-12,521.6
2016-05-13,522.85
2016-05-16,513.35
2016-05-17,510.45
2016-05-18,507.15
2016-05-19,512.15
2016-05-20,507.3
2016-05-23,501.25
2016-05-24,506.35
2016-05-25,510.0
2016-05-26,512.55
2016-05-27,516.2
2016-05-30,517.4
2016-05-31,519.35
2016-06-01,518.7
2016-06-02,511.1
2016-06-03,508.75
2016-06-06,514.3
2016-06-07,513.2
2016-06-08,508.7
2016-06-09,498.45
2016-06-10,498.85
2016-06-13,499.25
2016-06-14,498.4
2016-06-15,501.95
2016-06-16,501.65
2016-06-17,497.3
2016-06-20,499.85
2016-06-21,501.15
2016-06-22,503.55
2016-06-23,500.55
2016-06-24,498.1
2016-06-27,505.75
2016-06-28,499.25
2016-06-29,524.35
2016-06-30,520.55
2016-07-01,526.4
2016-07-04,536.3
2016-07-05,538.15
2016-07-07,537.45
2016-07-08,533.85
2016-07-11,536.95
2016-07-12,533.55
2016-07-13,533.9
2016-07-14,539.6
2016-07-15,534.4
2016-07-18,530.55
2016-07-19,523.65
2016-07-20,530.45
2016-07-21,532.15
2016-07-22,551.55
2016-07-25,560.25
2016-07-26,556.05
2016-07-27,556.8
2016-07-28,557.3
2016-07-29,555.0
2016-08-01,562.8
2016-08-02,541.85
2016-08-03,555.6
2016-08-04,558.7
2016-08-05,560.25
2016-08-08,568.25
2016-08-09,573.75
2016-08-10,580.95
2016-08-11,587.7
2016-08-12,587.15
2016-08-16,584.3
2016-08-17,597.55
2016-08-18,602.15
2016-08-19,594.05
2016-08-22,599.35
2016-08-23,581.05
2016-08-24,602.3
2016-08-25,593.6
2016-08-26,605.75
2016-08-29,616.35
2016-08-30,627.75
2016-08-31,619.5
2016-09-01,616.05
2016-09-02,617.15
2016-09-06,621.7
2016-09-07,620.05
2016-09-08,622.25
2016-09-09,607.55
2016-09-12,596.1
2016-09-14,596.05
2016-09-15,595.35
2016-09-16,588.35
2016-09-19,597.2
2016-09-20,619.7
2016-09-21,617.2
2016-09-22,620.3
2016-09-23,625.8
2016-09-26,626.05
2016-09-27,610.0
2016-09-28,608.3
2016-09-29,605.85
2016-09-30,620.65
2016-10-03,644.75
2016-10-04,676.25
2016-10-05,676.75
2016-10-06,673.15
2016-10-07,669.15
2016-10-10,692.55
2016-10-13,720.45
2016-10-14,724.8
2016-10-17,705.3
2016-10-18,739.85
2016-10-19,740.4
2016-10-20,735.5
2016-10-21,734.95
2016-10-24,735.75
2016-10-25,757.6
2016-10-26,755.25
2016-10-27,742.35
2016-10-28,757.0
2016-10-30,758.0
2016-11-01,746.0
2016-11-02,735.25
2016-11-03,740.75
2016-11-04,739.1
2016-11-07,730.3
2016-11-08,719.35
2016-11-09,712.15
2016-11-10,722.45
2016-11-11,701.3
2016-11-15,691.45
2016-11-16,696.1
2016-11-17,705.8
2016-11-18,701.0
2016-11-21,680.55
2016-11-22,691.5
2016-11-23,710.15
2016-11-24,707.45
2016-11-25,725.1
2016-11-28,722.65
2016-11-29,727.95
2016-11-30,724.9
2016-12-01,721.1
2016-12-02,723.8
2016-12-05,712.95
2016-12-06,714.7
2016-12-07,708.25
2016-12-08,713.45
2016-12-09,717.35
2016-12-12,693.5
2016-12-13,683.65
2016-12-14,725.6
2016-12-15,708.85
2016-12-16,718.7
2016-12-19,707.3
2016-12-20,711.0
2016-12-21,716.2
2016-12-22,699.1
2016-12-23,701.4
2016-12-26,684.0
2016-12-27,680.75
2016-12-28,673.65
2016-12-29,679.8
2016-12-30,684.95
