Date,KECL
2016-01-01,43.5
2016-01-04,42.7
2016-01-05,42.35
2016-01-06,41.95
2016-01-07,38.8
2016-01-08,39.25
2016-01-11,39.1
2016-01-12,37.85
2016-01-13,35.35
2016-01-14,36.45
2016-01-15,33.9
2016-01-18,30.6
2016-01-19,31.9
2016-01-20,30.0
2016-01-21,30.5
2016-01-22,32.05
2016-01-25,31.85
2016-01-27,31.4
2016-01-28,30.0
2016-01-29,30.25
2016-02-01,31.6
2016-02-02,30.4
2016-02-03,28.85
2016-02-04,27.85
2016-02-05,29.85
2016-02-08,28.45
2016-02-09,28.25
2016-02-10,26.7
2016-02-11,25.0
2016-02-12,24.15
2016-02-15,24.75
2016-02-16,23.9
2016-02-17,23.4
2016-02-18,23.2
2016-02-19,23.05
2016-02-22,23.1
2016-02-23,23.2
2016-02-24,23.0
2016-02-25,23.8
2016-02-26,23.9
2016-02-29,24.8
2016-03-01,27.3
2016-03-02,29.0
2016-03-03,28.75
2016-03-04,30.0
2016-03-08,28.85
2016-03-09,30.35
2016-03-10,30.05
2016-03-11,30.0
2016-03-14,30.0
2016-03-15,29.95
2016-03-16,30.5
2016-03-17,30.0
2016-03-18,29.15
2016-03-21,29.25
2016-03-22,30.45
2016-03-23,31.35
2016-03-28,29.8
2016-03-29,30.15
2016-03-30,31.8
2016-03-31,32.25
2016-04-01,33.7
2016-04-04,34.6
2016-04-05,33.05
2016-04-06,33.8
2016-04-07,34.9
2016-04-08,36.75
2016-04-11,37.4
2016-04-12,37.6
2016-04-13,37.4
2016-04-18,37.3
2016-04-20,35.75
2016-04-21,34.95
2016-04-22,35.0
2016-04-25,36.15
2016-04-26,38.45
2016-04-27,38.4
2016-04-28,37.45
2016-04-29,38.15
2016-05-02,38.8
2016-05-03,39.1
2016-05-04,37.6
2016-05-05,38.15
2016-05-06,38.1
2016-05-09,38.35
2016-05-10,37.75
2016-05-11,37.7
2016-05-12,37.65
2016-05-13,37.05
2016-05-16,37.95
2016-05-17,37.95
2016-05-18,37.55
2016-05-19,37.85
2016-05-20,37.2
2016-05-23,37.7
2016-05-24,37.6
2016-05-25,39.0
2016-05-26,37.7
2016-05-27,37.6
2016-05-30,36.95
2016-05-31,36.8
2016-06-01,37.4
2016-06-02,38.75
2016-06-03,40.3
2016-06-06,40.6
2016-06-07,41.45
2016-06-08,41.9
2016-06-09,43.1
2016-06-10,42.9
2016-06-13,43.15
2016-06-14,43.15
2016-06-15,43.1
2016-06-16,42.75
2016-06-17,41.75
2016-06-20,42.65
2016-06-21,42.45
2016-06-22,41.15
2016-06-23,41.5
2016-06-24,41.95
2016-06-27,43.65
2016-06-28,42.7
2016-06-29,43.15
2016-06-30,49.4
2016-07-01,48.3
2016-07-04,49.7
2016-07-05,47.65
2016-07-07,48.25
2016-07-08,47.25
2016-07-11,47.35
2016-07-12,46.7
2016-07-13,48.1
2016-07-14,47.45
2016-07-15,48.05
2016-07-18,48.2
2016-07-19,48.1
2016-07-20,49.3
2016-07-21,50.65
2016-07-22,51.4
2016-07-25,53.1
2016-07-26,51.15
2016-07-27,51.1
2016-07-28,51.15
2016-07-29,50.3
2016-08-01,48.45
2016-08-02,47.65
2016-08-03,46.8
2016-08-04,46.4
2016-08-05,47.4
2016-08-08,47.15
2016-08-09,47.65
2016-08-10,48.3
2016-08-11,48.0
2016-08-12,49.2
2016-08-16,47.9
2016-08-17,49.05
2016-08-18,49.4
2016-08-19,50.0
2016-08-22,49.8
2016-08-23,51.6
2016-08-24,55.9
2016-08-25,55.4
2016-08-26,58.8
2016-08-29,58.25
2016-08-30,57.3
2016-08-31,56.85
2016-09-01,59.55
2016-09-02,58.7
2016-09-06,57.95
2016-09-07,56.25
2016-09-08,56.6
2016-09-09,55.15
2016-09-12,55.1
2016-09-14,63.75
2016-09-15,62.95
2016-09-16,61.35
2016-09-19,62.4
2016-09-20,63.25
2016-09-21,62.7
2016-09-22,62.9
2016-09-23,69.45
2016-09-26,68.2
2016-09-27,67.35
2016-09-28,68.9
2016-09-29,61.2
2016-09-30,64.35
2016-10-03,65.55
2016-10-04,65.2
2016-10-05,64.85
2016-10-06,66.7
2016-10-07,65.65
2016-10-10,66.6
2016-10-13,63.55
2016-10-14,62.75
2016-10-17,63.5
2016-10-18,64.1
2016-10-19,64.8
2016-10-20,67.5
2016-10-21,69.75
2016-10-24,70.35
2016-10-25,70.95
2016-10-26,69.35
2016-10-27,68.6
2016-10-28,68.9
2016-10-30,69.25
2016-11-01,68.1
2016-11-02,68.85
2016-11-03,67.65
2016-11-04,64.15
2016-11-07,66.5
2016-11-08,65.0
2016-11-09,62.6
2016-11-10,63.2
2016-11-11,59.95
2016-11-15,48.0
2016-11-16,43.4
2016-11-17,41.8
2016-11-18,43.1
2016-11-21,38.8
2016-11-22,39.6
2016-11-23,42.75
2016-11-24,43.8
2016-11-25,44.5
2016-11-28,44.6
2016-11-29,45.4
2016-11-30,46.25
2016-12-01,45.55
2016-12-02,44.2
2016-12-05,44.75
2016-12-06,44.7
2016-12-07,44.2
2016-12-08,44.5
2016-12-09,45.3
2016-12-12,44.25
2016-12-13,43.95
2016-12-14,43.5
2016-12-15,43.35
2016-12-16,42.8
2016-12-19,42.05
2016-12-20,41.15
2016-12-21,41.2
2016-12-22,39.95
2016-12-23,39.85
2016-12-26,37.65
2016-12-27,37.25
2016-12-28,37.5
2016-12-29,40.15
2016-12-30,41.0
