Date,A2ZINFRA
2016-01-01,27.6
2016-01-04,26.4
2016-01-05,27.1
2016-01-06,27.35
2016-01-07,26.35
2016-01-08,27.15
2016-01-11,26.65
2016-01-12,27.4
2016-01-13,26.15
2016-01-14,24.85
2016-01-15,23.4
2016-01-18,22.2
2016-01-19,23.25
2016-01-20,21.8
2016-01-21,21.75
2016-01-22,23.05
2016-01-25,22.7
2016-01-27,23.15
2016-01-28,22.95
2016-01-29,23.5
2016-02-01,23.9
2016-02-02,23.15
2016-02-03,22.4
2016-02-04,22.25
2016-02-05,22.25
2016-02-08,22.8
2016-02-09,23.05
2016-02-10,22.55
2016-02-11,19.15
2016-02-12,18.9
2016-02-15,20.3
2016-02-16,19.4
2016-02-17,19.5
2016-02-18,19.5
2016-02-19,19.4
2016-02-22,19.7
2016-02-23,19.4
2016-02-24,19.45
2016-02-25,17.9
2016-02-26,17.65
2016-02-29,17.4
2016-03-01,19.5
2016-03-02,20.6
2016-03-03,19.45
2016-03-04,20.25
2016-03-08,19.8
2016-03-09,20.1
2016-03-10,20.05
2016-03-11,20.1
2016-03-14,20.4
2016-03-15,20.2
2016-03-16,19.7
2016-03-17,19.75
2016-03-18,19.45
2016-03-21,19.75
2016-03-22,20.2
2016-03-23,20.65
2016-03-28,19.4
2016-03-29,19.35
2016-03-30,20.05
2016-03-31,19.9
2016-04-01,20.85
2016-04-04,20.9
2016-04-05,20.7
2016-04-06,24.8
2016-04-07,25.85
2016-04-08,27.1
2016-04-11,27.95
2016-04-12,27.2
2016-04-13,26.9
2016-04-18,25.9
2016-04-20,26.3
2016-04-21,25.9
2016-04-22,26.5
2016-04-25,26.55
2016-04-26,26.65
2016-04-27,26.2
2016-04-28,26.1
2016-04-29,25.85
2016-05-02,26.25
2016-05-03,25.8
2016-05-04,25.5
2016-05-05,25.15
2016-05-06,24.75
2016-05-09,25.65
2016-05-10,24.85
2016-05-11,22.85
2016-05-12,24.1
2016-05-13,23.6
2016-05-16,24.5
2016-05-17,24.15
2016-05-18,24.4
2016-05-19,25.05
2016-05-20,26.15
2016-05-23,25.25
2016-05-24,24.3
2016-05-25,25.55
2016-05-26,25.35
2016-05-27,25.15
2016-05-30,26.05
2016-05-31,24.9
2016-06-01,25.05
2016-06-02,25.65
2016-06-03,26.85
2016-06-06,27.45
2016-06-07,26.8
2016-06-08,32.0
2016-06-09,31.35
2016-06-10,30.85
2016-06-13,32.75
2016-06-14,35.15
2016-06-15,36.9
2016-06-16,36.35
2016-06-17,35.2
2016-06-20,35.0
2016-06-21,35.5
2016-06-22,34.9
2016-06-23,34.2
2016-06-24,32.5
2016-06-27,36.25
2016-06-28,41.85
2016-06-29,41.4
2016-06-30,41.2
2016-07-01,41.45
2016-07-04,43.3
2016-07-05,43.55
2016-07-07,43.1
2016-07-08,41.7
2016-07-11,43.35
2016-07-12,44.25
2016-07-13,41.65
2016-07-14,41.75
2016-07-15,40.0
2016-07-18,39.95
2016-07-19,38.85
2016-07-20,44.2
2016-07-21,42.85
2016-07-22,42.9
2016-07-25,44.5
2016-07-26,43.4
2016-07-27,42.65
2016-07-28,42.6
2016-07-29,40.75
2016-08-01,40.5
2016-08-02,39.4
2016-08-03,39.05
2016-08-04,40.3
2016-08-05,40.2
2016-08-08,40.05
2016-08-09,39.05
2016-08-10,36.55
2016-08-11,36.9
2016-08-12,36.95
2016-08-16,35.9
2016-08-17,36.7
2016-08-18,37.2
2016-08-19,40.1
2016-08-22,39.65
2016-08-23,39.0
2016-08-24,39.15
2016-08-25,38.8
2016-08-26,37.7
2016-08-29,37.2
2016-08-30,38.05
2016-08-31,38.6
2016-09-01,37.05
2016-09-02,37.3
2016-09-06,38.0
2016-09-07,37.75
2016-09-08,40.2
2016-09-09,38.9
2016-09-12,37.5
2016-09-14,39.6
2016-09-15,38.4
2016-09-16,37.75
2016-09-19,38.1
2016-09-20,38.9
2016-09-21,39.3
2016-09-22,39.1
2016-09-23,38.5
2016-09-26,38.25
2016-09-27,38.05
2016-09-28,38.0
2016-09-29,34.9
2016-09-30,35.45
2016-10-03,37.0
2016-10-04,36.55
2016-10-05,36.85
2016-10-06,37.35
2016-10-07,36.45
2016-10-10,38.25
2016-10-13,37.3
2016-10-14,37.55
2016-10-17,36.75
2016-10-18,38.15
2016-10-19,37.75
2016-10-20,37.4
2016-10-21,38.05
2016-10-24,39.0
2016-10-25,41.8
2016-10-26,44.0
2016-10-27,42.65
2016-10-28,44.45
2016-10-30,44.8
2016-11-01,49.05
2016-11-02,47.65
2016-11-03,45.55
2016-11-04,42.15
2016-11-07,42.7
2016-11-08,42.05
2016-11-09,39.85
2016-11-10,42.2
2016-11-11,39.25
2016-11-15,36.45
2016-11-16,36.05
2016-11-17,34.6
2016-11-18,34.85
2016-11-21,33.55
2016-11-22,37.9
2016-11-23,40.45
2016-11-24,38.15
2016-11-25,39.45
2016-11-28,41.1
2016-11-29,42.45
2016-11-30,42.6
2016-12-01,43.15
2016-12-02,39.6
2016-12-05,40.7
2016-12-06,40.85
2016-12-07,39.7
2016-12-08,40.35
2016-12-09,42.1
2016-12-12,41.35
2016-12-13,43.55
2016-12-14,42.1
2016-12-15,42.1
2016-12-16,42.6
2016-12-19,42.9
2016-12-20,41.55
2016-12-21,41.75
2016-12-22,41.45
2016-12-23,40.85
2016-12-26,38.8
2016-12-27,39.25
2016-12-28,39.45
2016-12-29,39.95
2016-12-30,41.65
