Date,NIPPOBATRY
2016-01-01,1116.0
2016-01-04,1096.45
2016-01-05,1126.85
2016-01-06,1120.1
2016-01-07,1099.0
2016-01-08,1091.75
2016-01-11,1069.5
2016-01-12,1069.3
2016-01-13,1024.65
2016-01-14,1075.55
2016-01-15,1069.05
2016-01-18,1014.0
2016-01-19,1051.8
2016-01-20,1023.95
2016-01-21,1024.9
2016-01-22,1107.5
2016-01-25,1097.0
2016-01-27,1119.9
2016-01-28,1121.65
2016-01-29,1130.4
2016-02-01,1128.3
2016-02-02,1123.5
2016-02-03,1099.9
2016-02-04,1025.25
2016-02-05,1026.7
2016-02-08,1021.0
2016-02-09,1014.9
2016-02-10,988.1
2016-02-11,930.9
2016-02-12,884.85
2016-02-15,908.15
2016-02-16,868.05
2016-02-17,850.55
2016-02-18,885.6
2016-02-19,911.35
2016-02-22,899.65
2016-02-23,884.9
2016-02-24,852.4
2016-02-25,902.25
2016-02-26,909.55
2016-02-29,900.25
2016-03-01,905.5
2016-03-02,915.55
2016-03-03,920.65
2016-03-04,903.05
2016-03-08,894.65
2016-03-09,900.8
2016-03-10,899.85
2016-03-11,897.85
2016-03-14,878.75
2016-03-15,882.2
2016-03-16,898.7
2016-03-17,885.35
2016-03-18,881.0
2016-03-21,892.9
2016-03-22,893.0
2016-03-23,890.2
2016-03-28,874.35
2016-03-29,863.8
2016-03-30,890.8
2016-03-31,873.65
2016-04-01,891.05
2016-04-04,887.6
2016-04-05,876.0
2016-04-06,878.15
2016-04-07,889.95
2016-04-08,889.2
2016-04-11,865.35
2016-04-12,863.45
2016-04-13,871.85
2016-04-18,881.9
2016-04-20,881.8
2016-04-21,889.95
2016-04-22,889.45
2016-04-25,869.35
2016-04-26,887.35
2016-04-27,894.0
2016-04-28,884.95
2016-04-29,894.3
2016-05-02,894.0
2016-05-03,884.6
2016-05-04,884.25
2016-05-05,872.55
2016-05-06,860.45
2016-05-09,866.25
2016-05-10,865.4
2016-05-11,872.15
2016-05-12,870.95
2016-05-13,875.35
2016-05-16,879.95
2016-05-17,874.65
2016-05-18,879.15
2016-05-19,869.7
2016-05-20,863.75
2016-05-23,757.65
2016-05-24,770.85
2016-05-25,779.8
2016-05-26,770.75
2016-05-27,761.95
2016-05-30,756.4
2016-05-31,749.3
2016-06-01,744.8
2016-06-02,764.6
2016-06-03,752.45
2016-06-06,750.8
2016-06-07,740.0
2016-06-08,754.0
2016-06-09,755.0
2016-06-10,753.6
2016-06-13,749.65
2016-06-14,765.95
2016-06-15,758.85
2016-06-16,764.8
2016-06-17,763.65
2016-06-20,771.6
2016-06-21,834.8
2016-06-22,822.5
2016-06-23,819.45
2016-06-24,810.0
2016-06-27,813.9
2016-06-28,826.65
2016-06-29,868.2
2016-06-30,884.55
2016-07-01,894.15
2016-07-04,900.0
2016-07-05,898.5
2016-07-07,896.35
2016-07-08,891.55
2016-07-11,905.35
2016-07-12,900.0
2016-07-13,895.8
2016-07-14,877.95
2016-07-15,862.75
2016-07-18,867.7
2016-07-19,865.55
2016-07-20,855.0
2016-07-21,850.9
2016-07-22,857.0
2016-07-25,845.55
2016-07-26,841.45
2016-07-27,835.35
2016-07-28,838.1
2016-07-29,851.8
2016-08-01,832.95
2016-08-02,850.7
2016-08-03,841.75
2016-08-04,1006.85
2016-08-05,970.55
2016-08-08,953.55
2016-08-09,953.3
2016-08-10,1001.05
2016-08-11,963.15
2016-08-12,959.05
2016-08-16,948.4
2016-08-17,966.0
2016-08-18,998.4
2016-08-19,1018.45
2016-08-22,1005.5
2016-08-23,1001.5
2016-08-24,1015.25
2016-08-25,1016.35
2016-08-26,1025.2
2016-08-29,1010.0
2016-08-30,1011.25
2016-08-31,1008.15
2016-09-01,1002.9
2016-09-02,1002.15
2016-09-06,1004.85
2016-09-07,1000.65
2016-09-08,996.4
2016-09-09,1005.1
2016-09-12,992.35
2016-09-14,992.15
2016-09-15,989.9
2016-09-16,1005.35
2016-09-19,989.5
2016-09-20,971.4
2016-09-21,975.7
2016-09-22,983.3
2016-09-23,985.1
2016-09-26,1146.4
2016-09-27,1136.3
2016-09-28,1121.7
2016-09-29,1004.4
2016-09-30,1012.2
2016-10-03,1039.45
2016-10-04,1023.95
2016-10-05,1044.3
2016-10-06,1021.6
2016-10-07,1014.6
2016-10-10,1017.5
2016-10-13,998.8
2016-10-14,996.9
2016-10-17,992.4
2016-10-18,1005.25
2016-10-19,994.7
2016-10-20,1020.95
2016-10-21,1011.45
2016-10-24,1046.15
2016-10-25,1134.2
2016-10-26,1120.6
2016-10-27,1099.15
2016-10-28,1095.3
2016-10-30,1144.65
2016-11-01,1144.3
2016-11-02,1113.95
2016-11-03,1097.95
2016-11-04,1087.95
2016-11-07,1088.45
2016-11-08,1093.05
2016-11-09,1020.35
2016-11-10,1035.45
2016-11-11,992.85
2016-11-15,939.4
2016-11-16,929.35
2016-11-17,942.3
2016-11-18,961.4
2016-11-21,926.25
2016-11-22,930.5
2016-11-23,955.45
2016-11-24,959.1
2016-11-25,974.5
2016-11-28,978.45
2016-11-29,973.8
2016-11-30,989.8
2016-12-01,971.1
2016-12-02,937.1
2016-12-05,940.15
2016-12-06,919.6
2016-12-07,916.75
2016-12-08,938.8
2016-12-09,950.75
2016-12-12,940.2
2016-12-13,943.15
2016-12-14,939.0
2016-12-15,962.5
2016-12-16,963.75
2016-12-19,1041.95
2016-12-20,1029.05
2016-12-21,1026.4
2016-12-22,979.15
2016-12-23,983.45
2016-12-26,958.35
2016-12-27,980.85
2016-12-28,985.0
2016-12-29,992.9
2016-12-30,990.6
