Date,INDOTHAI
2016-01-01,26.6
2016-01-04,27.05
2016-01-05,27.2
2016-01-06,27.4
2016-01-07,25.7
2016-01-08,26.35
2016-01-11,26.65
2016-01-12,26.65
2016-01-13,25.35
2016-01-14,25.8
2016-01-15,24.2
2016-01-18,23.65
2016-01-19,25.3
2016-01-20,24.0
2016-01-21,22.95
2016-01-22,23.85
2016-01-25,24.65
2016-01-27,23.35
2016-01-28,24.2
2016-01-29,23.95
2016-02-01,23.8
2016-02-02,23.7
2016-02-03,22.45
2016-02-04,23.15
2016-02-05,24.15
2016-02-08,28.9
2016-02-09,26.05
2016-02-10,25.0
2016-02-11,23.65
2016-02-12,23.35
2016-02-15,24.0
2016-02-16,22.75
2016-02-17,23.0
2016-02-18,23.5
2016-02-19,23.35
2016-02-22,23.0
2016-02-23,22.2
2016-02-24,22.0
2016-02-25,21.8
2016-02-26,22.45
2016-02-29,22.75
2016-03-01,22.95
2016-03-02,22.55
2016-03-03,23.4
2016-03-04,23.25
2016-03-08,23.0
2016-03-09,23.8
2016-03-10,23.55
2016-03-11,23.6
2016-03-14,22.85
2016-03-15,22.35
2016-03-16,22.45
2016-03-17,22.55
2016-03-18,23.25
2016-03-21,22.95
2016-03-22,22.9
2016-03-23,23.05
2016-03-28,23.05
2016-03-29,22.75
2016-03-30,22.85
2016-03-31,23.2
2016-04-01,23.0
2016-04-04,23.55
2016-04-05,22.75
2016-04-06,23.35
2016-04-07,23.8
2016-04-08,23.5
2016-04-11,23.5
2016-04-12,23.2
2016-04-13,24.1
2016-04-18,23.5
2016-04-20,23.45
2016-04-21,23.7
2016-04-22,24.85
2016-04-25,25.0
2016-04-26,25.2
2016-04-27,25.05
2016-04-28,24.55
2016-04-29,24.2
2016-05-02,25.6
2016-05-03,25.35
2016-05-04,24.6
2016-05-05,24.25
2016-05-06,24.5
2016-05-09,25.45
2016-05-10,26.35
2016-05-11,23.7
2016-05-12,24.0
2016-05-13,23.7
2016-05-16,23.55
2016-05-17,25.05
2016-05-18,25.05
2016-05-19,25.0
2016-05-20,24.45
2016-05-23,25.1
2016-05-24,25.35
2016-05-25,25.0
2016-05-26,25.95
2016-05-27,24.9
2016-05-30,25.05
2016-05-31,25.9
2016-06-01,25.85
2016-06-02,26.65
2016-06-03,25.65
2016-06-06,25.75
2016-06-07,25.25
2016-06-09,26.45
2016-06-10,24.95
2016-06-13,25.95
2016-06-14,26.15
2016-06-15,25.55
2016-06-16,25.3
2016-06-17,25.55
2016-06-20,25.35
2016-06-21,24.6
2016-06-22,24.65
2016-06-23,24.2
2016-06-24,24.9
2016-06-27,24.2
2016-06-28,25.1
2016-06-29,25.5
2016-06-30,25.0
2016-07-01,25.3
2016-07-04,24.7
2016-07-05,25.65
2016-07-07,25.1
2016-07-08,26.1
2016-07-11,26.55
2016-07-12,26.1
2016-07-13,26.05
2016-07-14,25.5
2016-07-15,25.25
2016-07-18,25.75
2016-07-19,25.35
2016-07-20,25.9
2016-07-21,25.4
2016-07-22,26.0
2016-07-25,26.1
2016-07-26,25.7
2016-07-27,25.6
2016-07-28,26.0
2016-07-29,26.35
2016-08-02,25.9
2016-08-03,25.05
2016-08-04,25.8
2016-08-05,25.95
2016-08-08,25.6
2016-08-09,25.25
2016-08-10,24.45
2016-08-11,25.0
2016-08-12,24.75
2016-08-16,25.6
2016-08-17,25.5
2016-08-18,24.5
2016-08-19,24.0
2016-08-22,24.7
2016-08-24,24.95
2016-08-25,24.75
2016-08-26,25.35
2016-08-29,24.35
2016-08-31,25.7
2016-09-01,25.95
2016-09-02,25.45
2016-09-06,25.15
2016-09-07,25.05
2016-09-08,25.5
2016-09-09,25.15
2016-09-12,24.8
2016-09-14,25.7
2016-09-15,25.25
2016-09-16,24.9
2016-09-19,25.7
2016-09-20,25.6
2016-09-21,24.65
2016-09-22,24.9
2016-09-23,25.5
2016-09-26,24.05
2016-09-27,23.9
2016-09-28,23.6
2016-09-29,22.1
2016-09-30,23.5
2016-10-03,24.35
2016-10-04,24.0
2016-10-05,23.3
2016-10-06,23.65
2016-10-07,23.85
2016-10-10,23.25
2016-10-13,23.15
2016-10-14,23.3
2016-10-17,23.2
2016-10-18,23.15
2016-10-19,23.45
2016-10-20,23.8
2016-10-21,23.1
2016-10-24,24.2
2016-10-25,23.75
2016-10-26,24.4
2016-10-27,23.8
2016-10-28,25.0
2016-10-30,25.0
2016-11-01,23.65
2016-11-02,24.3
2016-11-03,23.5
2016-11-04,23.45
2016-11-07,23.6
2016-11-08,22.85
2016-11-09,21.6
2016-11-10,22.5
2016-11-11,23.55
2016-11-15,21.45
2016-11-16,21.6
2016-11-17,21.9
2016-11-18,20.5
2016-11-21,20.05
2016-11-22,19.7
2016-11-23,20.15
2016-11-24,20.9
2016-11-25,21.35
2016-11-28,21.45
2016-11-29,21.15
2016-11-30,20.85
2016-12-01,20.55
2016-12-02,20.25
2016-12-05,21.05
2016-12-06,21.1
2016-12-07,22.25
2016-12-08,21.3
2016-12-09,21.6
2016-12-12,22.4
2016-12-13,22.1
2016-12-14,21.65
2016-12-15,21.5
2016-12-16,20.8
2016-12-19,20.05
2016-12-20,19.1
2016-12-21,19.15
2016-12-22,19.0
2016-12-23,19.7
2016-12-26,18.0
2016-12-27,19.3
2016-12-28,18.5
2016-12-29,19.25
2016-12-30,20.05
