Date,SRIPIPES
2016-01-01,271.9
2016-01-04,272.35
2016-01-05,278.0
2016-01-06,284.45
2016-01-07,274.6
2016-01-08,277.5
2016-01-11,279.2
2016-01-12,271.8
2016-01-13,259.05
2016-01-14,252.75
2016-01-15,239.6
2016-01-18,224.0
2016-01-19,237.85
2016-01-20,230.6
2016-01-21,240.7
2016-01-22,245.45
2016-01-25,241.55
2016-01-27,236.7
2016-01-28,238.35
2016-01-29,239.85
2016-02-01,243.85
2016-02-02,237.05
2016-02-03,239.95
2016-02-04,241.15
2016-02-05,243.0
2016-02-08,234.7
2016-02-09,226.65
2016-02-10,218.7
2016-02-11,202.2
2016-02-12,198.85
2016-02-15,215.5
2016-02-16,204.85
2016-02-17,199.35
2016-02-18,200.15
2016-02-19,196.75
2016-02-22,201.2
2016-02-23,192.95
2016-02-24,185.55
2016-02-25,188.35
2016-02-26,184.55
2016-02-29,197.3
2016-03-01,207.15
2016-03-02,213.9
2016-03-03,211.05
2016-03-04,213.4
2016-03-08,222.2
2016-03-09,218.4
2016-03-10,218.1
2016-03-11,213.8
2016-03-14,214.55
2016-03-15,213.95
2016-03-16,220.05
2016-03-17,220.25
2016-03-18,220.6
2016-03-21,220.5
2016-03-22,222.2
2016-03-23,223.4
2016-03-28,221.0
2016-03-29,220.45
2016-03-30,224.3
2016-03-31,226.35
2016-04-01,225.25
2016-04-04,232.45
2016-04-05,228.4
2016-04-06,233.8
2016-04-07,231.55
2016-04-08,238.1
2016-04-11,243.3
2016-04-12,249.05
2016-04-13,255.5
2016-04-18,268.45
2016-04-20,259.3
2016-04-21,261.9
2016-04-22,258.55
2016-04-25,259.45
2016-04-26,264.25
2016-04-27,260.9
2016-04-28,255.15
2016-04-29,257.9
2016-05-02,260.75
2016-05-03,260.05
2016-05-04,255.85
2016-05-05,263.55
2016-05-06,262.9
2016-05-09,268.35
2016-05-10,267.0
2016-05-11,263.4
2016-05-12,262.7
2016-05-13,262.75
2016-05-16,259.9
2016-05-17,259.25
2016-05-18,257.55
2016-05-19,253.75
2016-05-20,245.8
2016-05-23,240.3
2016-05-24,227.8
2016-05-25,231.15
2016-05-26,229.55
2016-05-27,246.6
2016-05-30,243.85
2016-05-31,245.4
2016-06-01,241.8
2016-06-02,243.45
2016-06-03,239.45
2016-06-06,240.2
2016-06-07,239.0
2016-06-08,255.25
2016-06-09,250.7
2016-06-10,252.1
2016-06-13,247.1
2016-06-14,244.25
2016-06-15,249.75
2016-06-16,258.75
2016-06-17,255.85
2016-06-20,254.55
2016-06-21,253.45
2016-06-22,251.9
2016-06-23,250.35
2016-06-24,247.05
2016-06-27,247.1
2016-06-28,248.3
2016-06-29,249.2
2016-06-30,257.45
2016-07-01,258.05
2016-07-04,267.65
2016-07-05,273.85
2016-07-07,282.3
2016-07-08,283.45
2016-07-11,282.2
2016-07-12,277.8
2016-07-13,278.05
2016-07-14,278.8
2016-07-15,279.45
2016-07-18,278.45
2016-07-19,279.0
2016-07-20,283.55
2016-07-21,297.9
2016-07-22,312.15
2016-07-25,341.2
2016-07-26,329.1
2016-07-27,329.35
2016-07-28,326.9
2016-07-29,316.85
2016-08-01,303.8
2016-08-02,303.3
2016-08-03,311.9
2016-08-04,311.05
2016-08-05,314.2
2016-08-08,320.15
2016-08-09,315.65
2016-08-10,305.35
2016-08-11,305.1
2016-08-12,310.05
2016-08-16,308.7
2016-08-17,314.9
2016-08-18,327.9
2016-08-19,324.4
2016-08-22,333.15
2016-08-23,332.1
2016-08-24,330.25
2016-08-25,323.8
2016-08-26,324.4
2016-08-29,307.2
2016-08-30,305.3
2016-08-31,304.55
2016-09-01,292.6
2016-09-02,293.95
2016-09-06,294.75
2016-09-07,299.65
2016-09-08,300.45
2016-09-09,296.1
2016-09-12,288.75
2016-09-14,290.75
2016-09-15,285.15
2016-09-16,287.75
2016-09-19,289.45
2016-09-20,303.25
2016-09-21,304.9
2016-09-22,302.7
2016-09-23,297.45
2016-09-26,292.4
2016-09-27,295.25
2016-09-28,292.55
2016-09-29,278.2
2016-09-30,284.5
2016-10-03,299.2
2016-10-04,300.2
2016-10-05,328.5
2016-10-06,321.6
2016-10-07,317.9
2016-10-10,316.1
2016-10-13,313.75
2016-10-14,312.3
2016-10-17,312.35
2016-10-18,329.35
2016-10-19,323.5
2016-10-20,325.45
2016-10-21,335.0
2016-10-24,325.3
2016-10-25,319.2
2016-10-26,322.25
2016-10-27,324.1
2016-10-28,315.95
2016-10-30,321.5
2016-11-01,317.6
2016-11-02,310.85
2016-11-03,311.05
2016-11-04,301.55
2016-11-07,309.6
2016-11-08,307.25
2016-11-09,294.2
2016-11-10,303.55
2016-11-11,293.6
2016-11-15,270.4
2016-11-16,276.85
2016-11-17,274.3
2016-11-18,269.75
2016-11-21,254.15
2016-11-22,253.85
2016-11-23,258.8
2016-11-24,260.1
2016-11-25,269.85
2016-11-28,280.55
2016-11-29,286.1
2016-11-30,284.0
2016-12-01,275.6
2016-12-02,266.3
2016-12-05,272.45
2016-12-06,271.6
2016-12-07,275.35
2016-12-08,278.2
2016-12-09,270.7
2016-12-12,269.6
2016-12-13,271.0
2016-12-14,269.65
2016-12-15,267.95
2016-12-16,266.25
2016-12-19,261.8
2016-12-20,261.9
2016-12-21,259.7
2016-12-22,251.65
2016-12-23,253.8
2016-12-26,247.25
2016-12-27,251.5
2016-12-28,255.15
2016-12-29,258.15
2016-12-30,266.7
