Date,EVEREADY
2016-01-01,300.15
2016-01-04,301.8
2016-01-05,309.7
2016-01-06,313.1
2016-01-07,300.65
2016-01-08,305.95
2016-01-11,305.1
2016-01-12,310.8
2016-01-13,302.85
2016-01-14,290.85
2016-01-15,259.95
2016-01-18,259.85
2016-01-19,259.3
2016-01-20,252.95
2016-01-21,250.95
2016-01-22,263.65
2016-01-25,252.05
2016-01-27,249.55
2016-01-28,249.15
2016-01-29,249.55
2016-02-01,247.45
2016-02-02,241.1
2016-02-03,232.0
2016-02-04,230.65
2016-02-05,235.7
2016-02-08,228.6
2016-02-09,225.5
2016-02-10,215.15
2016-02-11,215.05
2016-02-12,210.2
2016-02-15,215.85
2016-02-16,212.95
2016-02-17,212.35
2016-02-18,215.9
2016-02-19,217.25
2016-02-22,221.7
2016-02-23,218.05
2016-02-24,216.85
2016-02-25,215.5
2016-02-26,215.3
2016-02-29,220.85
2016-03-01,223.15
2016-03-02,228.65
2016-03-03,231.35
2016-03-04,231.85
2016-03-08,236.15
2016-03-09,235.35
2016-03-10,235.9
2016-03-11,234.0
2016-03-14,244.4
2016-03-15,241.95
2016-03-16,237.8
2016-03-17,241.65
2016-03-18,245.75
2016-03-21,244.95
2016-03-22,241.25
2016-03-23,239.8
2016-03-28,234.7
2016-03-29,230.55
2016-03-30,230.3
2016-03-31,232.4
2016-04-01,233.75
2016-04-04,231.4
2016-04-05,223.3
2016-04-06,232.95
2016-04-07,235.3
2016-04-08,236.6
2016-04-11,239.35
2016-04-12,248.35
2016-04-13,260.8
2016-04-18,262.55
2016-04-20,267.5
2016-04-21,268.0
2016-04-22,266.65
2016-04-25,257.0
2016-04-26,253.7
2016-04-27,248.55
2016-04-28,250.5
2016-04-29,252.5
2016-05-02,247.85
2016-05-03,248.45
2016-05-04,242.05
2016-05-05,239.3
2016-05-06,245.95
2016-05-09,243.8
2016-05-10,244.35
2016-05-11,241.65
2016-05-12,239.95
2016-05-13,235.5
2016-05-16,238.2
2016-05-17,238.1
2016-05-18,238.05
2016-05-19,235.15
2016-05-20,235.65
2016-05-23,235.25
2016-05-24,236.2
2016-05-25,234.85
2016-05-26,236.6
2016-05-27,235.45
2016-05-30,235.25
2016-05-31,236.75
2016-06-01,238.4
2016-06-02,237.95
2016-06-03,248.85
2016-06-06,248.85
2016-06-07,248.1
2016-06-08,249.75
2016-06-09,249.0
2016-06-10,247.85
2016-06-13,246.0
2016-06-14,250.1
2016-06-15,256.45
2016-06-16,257.5
2016-06-17,260.4
2016-06-20,260.65
2016-06-21,257.7
2016-06-22,257.4
2016-06-23,262.25
2016-06-24,260.05
2016-06-27,259.2
2016-06-28,260.85
2016-06-29,260.8
2016-06-30,265.5
2016-07-01,270.3
2016-07-04,267.85
2016-07-05,276.8
2016-07-07,274.25
2016-07-08,270.1
2016-07-11,276.3
2016-07-12,280.1
2016-07-13,277.15
2016-07-14,269.75
2016-07-15,268.8
2016-07-18,265.75
2016-07-19,270.0
2016-07-20,266.05
2016-07-21,264.7
2016-07-22,269.55
2016-07-25,268.1
2016-07-26,264.45
2016-07-27,263.45
2016-07-28,257.0
2016-07-29,249.55
2016-08-01,248.1
2016-08-02,244.45
2016-08-03,246.25
2016-08-04,245.05
2016-08-05,243.25
2016-08-08,249.7
2016-08-09,265.05
2016-08-10,259.95
2016-08-11,263.65
2016-08-12,260.2
2016-08-16,258.2
2016-08-17,257.45
2016-08-18,261.25
2016-08-19,264.45
2016-08-22,264.75
2016-08-23,270.05
2016-08-24,277.05
2016-08-25,278.15
2016-08-26,275.1
2016-08-29,285.2
2016-08-30,286.8
2016-08-31,286.7
2016-09-01,284.55
2016-09-02,277.3
2016-09-06,275.95
2016-09-07,279.5
2016-09-08,279.65
2016-09-09,277.2
2016-09-12,275.05
2016-09-14,276.7
2016-09-15,275.25
2016-09-16,274.85
2016-09-19,270.45
2016-09-20,269.95
2016-09-21,266.75
2016-09-22,270.3
2016-09-23,269.25
2016-09-26,267.05
2016-09-27,264.2
2016-09-28,262.6
2016-09-29,255.55
2016-09-30,253.25
2016-10-03,250.5
2016-10-04,245.05
2016-10-05,254.7
2016-10-06,254.5
2016-10-07,254.25
2016-10-10,258.55
2016-10-13,256.65
2016-10-14,254.4
2016-10-17,249.9
2016-10-18,254.4
2016-10-19,252.55
2016-10-20,253.45
2016-10-21,252.9
2016-10-24,254.55
2016-10-25,254.7
2016-10-26,253.95
2016-10-27,253.45
2016-10-28,253.95
2016-10-30,259.85
2016-11-01,259.7
2016-11-02,249.35
2016-11-03,249.05
2016-11-04,249.95
2016-11-07,250.75
2016-11-08,252.8
2016-11-09,243.1
2016-11-10,249.6
2016-11-11,240.25
2016-11-15,234.65
2016-11-16,227.25
2016-11-17,229.75
2016-11-18,224.35
2016-11-21,218.25
2016-11-22,219.1
2016-11-23,218.55
2016-11-24,214.15
2016-11-25,217.8
2016-11-28,217.7
2016-11-29,214.6
2016-11-30,216.7
2016-12-01,216.15
2016-12-02,214.85
2016-12-05,213.75
2016-12-06,214.4
2016-12-07,216.7
2016-12-08,220.2
2016-12-09,218.05
2016-12-12,217.25
2016-12-13,217.15
2016-12-14,217.95
2016-12-15,216.8
2016-12-16,213.65
2016-12-19,213.9
2016-12-20,214.25
2016-12-21,218.3
2016-12-22,214.4
2016-12-23,213.7
2016-12-26,205.15
2016-12-27,202.65
2016-12-28,202.3
2016-12-29,214.65
2016-12-30,216.25
