Date,SAKSOFT
2016-01-01,336.65
2016-01-04,353.45
2016-01-05,371.1
2016-01-06,389.65
2016-01-07,390.4
2016-01-08,409.9
2016-01-11,430.35
2016-01-12,451.85
2016-01-13,433.95
2016-01-14,412.3
2016-01-15,391.7
2016-01-18,372.15
2016-01-19,353.55
2016-01-20,335.9
2016-01-21,319.15
2016-01-22,303.2
2016-01-25,288.05
2016-01-27,302.45
2016-01-28,317.55
2016-01-29,333.4
2016-02-01,316.95
2016-02-02,301.15
2016-02-03,286.1
2016-02-04,298.8
2016-02-05,299.55
2016-02-08,284.95
2016-02-09,276.0
2016-02-10,262.2
2016-02-11,249.1
2016-02-12,236.65
2016-02-15,227.1
2016-02-16,216.95
2016-02-17,206.15
2016-02-18,216.45
2016-02-19,219.55
2016-02-22,208.6
2016-02-23,206.3
2016-02-24,196.85
2016-02-25,187.05
2016-02-26,177.9
2016-02-29,171.3
2016-03-01,179.85
2016-03-02,188.8
2016-03-03,187.35
2016-03-04,194.65
2016-03-08,204.35
2016-03-09,202.5
2016-03-10,199.9
2016-03-11,200.9
2016-03-14,203.45
2016-03-15,199.85
2016-03-16,199.3
2016-03-17,193.05
2016-03-18,198.75
2016-03-21,208.65
2016-03-22,219.05
2016-03-23,230.0
2016-03-28,241.5
2016-03-29,229.45
2016-03-30,232.4
2016-03-31,226.8
2016-04-01,227.3
2016-04-04,227.0
2016-04-05,218.9
2016-04-06,229.8
2016-04-07,241.25
2016-04-08,245.8
2016-04-11,233.7
2016-04-12,224.55
2016-04-13,235.75
2016-04-18,238.85
2016-04-20,236.7
2016-04-21,230.4
2016-04-22,229.9
2016-04-25,225.15
2016-04-26,226.7
2016-04-27,225.45
2016-04-28,221.75
2016-04-29,220.45
2016-05-02,219.8
2016-05-03,217.25
2016-05-04,213.25
2016-05-05,215.15
2016-05-06,213.85
2016-05-09,215.0
2016-05-10,212.85
2016-05-11,207.2
2016-05-12,204.95
2016-05-13,208.2
2016-05-16,212.95
2016-05-17,214.4
2016-05-18,214.1
2016-05-19,215.65
2016-05-20,217.2
2016-05-23,212.75
2016-05-24,204.45
2016-05-25,203.35
2016-05-26,211.15
2016-05-27,232.25
2016-05-30,226.35
2016-05-31,218.3
2016-06-01,218.5
2016-06-02,216.35
2016-06-03,216.6
2016-06-06,218.4
2016-06-07,215.1
2016-06-08,215.75
2016-06-09,213.5
2016-06-10,215.65
2016-06-13,215.15
2016-06-14,214.55
2016-06-15,215.55
2016-06-16,210.45
2016-06-17,212.65
2016-06-20,209.7
2016-06-21,207.55
2016-06-22,203.85
2016-06-23,200.35
2016-06-24,209.15
2016-06-27,203.95
2016-06-28,199.2
2016-06-29,204.2
2016-06-30,203.55
2016-07-01,209.15
2016-07-04,250.95
2016-07-05,277.2
2016-07-07,261.5
2016-07-08,259.15
2016-07-11,255.95
2016-07-12,255.9
2016-07-13,248.2
2016-07-14,241.45
2016-07-15,235.4
2016-07-18,230.7
2016-07-19,228.65
2016-07-20,224.3
2016-07-21,246.85
2016-07-22,245.85
2016-07-25,249.0
2016-07-26,241.4
2016-07-27,242.1
2016-07-28,244.35
2016-07-29,242.95
2016-08-01,244.0
2016-08-02,241.1
2016-08-03,236.85
2016-08-04,230.1
2016-08-05,243.3
2016-08-08,238.25
2016-08-09,244.5
2016-08-10,235.85
2016-08-11,231.65
2016-08-12,234.95
2016-08-16,225.55
2016-08-17,223.35
2016-08-18,224.95
2016-08-19,221.75
2016-08-22,218.85
2016-08-23,220.75
2016-08-24,219.5
2016-08-25,217.75
2016-08-26,217.05
2016-08-29,209.75
2016-08-30,207.1
2016-08-31,208.75
2016-09-01,205.85
2016-09-02,205.7
2016-09-06,205.9
2016-09-07,206.15
2016-09-08,204.7
2016-09-09,204.95
2016-09-12,202.65
2016-09-14,201.15
2016-09-15,210.2
2016-09-16,225.8
2016-09-19,224.2
2016-09-20,220.85
2016-09-21,219.1
2016-09-22,216.55
2016-09-23,223.45
2016-09-26,220.0
2016-09-27,217.45
2016-09-28,209.2
2016-09-29,197.15
2016-09-30,198.9
2016-10-03,199.85
2016-10-04,200.1
2016-10-05,202.1
2016-10-06,200.35
2016-10-07,199.1
2016-10-10,199.1
2016-10-13,196.95
2016-10-14,200.25
2016-10-17,198.5
2016-10-18,202.1
2016-10-19,206.65
2016-10-20,213.05
2016-10-21,210.2
2016-10-24,210.5
2016-10-25,210.1
2016-10-26,208.6
2016-10-27,204.25
2016-10-28,196.15
2016-10-30,196.15
2016-11-01,201.1
2016-11-02,195.15
2016-11-03,196.4
2016-11-04,186.45
2016-11-07,185.65
2016-11-08,186.65
2016-11-09,179.75
2016-11-10,188.5
2016-11-11,180.6
2016-11-15,170.3
2016-11-16,166.7
2016-11-17,163.1
2016-11-18,162.75
2016-11-21,161.75
2016-11-22,163.85
2016-11-23,166.85
2016-11-24,164.95
2016-11-25,175.75
2016-11-28,192.9
2016-11-29,192.7
2016-11-30,193.1
2016-12-01,192.45
2016-12-02,194.0
2016-12-05,194.25
2016-12-06,194.45
2016-12-07,191.05
2016-12-08,199.8
2016-12-09,213.95
2016-12-12,212.45
2016-12-13,207.55
2016-12-14,203.0
2016-12-15,220.45
2016-12-16,264.5
2016-12-19,281.25
2016-12-20,250.45
2016-12-21,252.1
2016-12-22,234.45
2016-12-23,240.85
2016-12-26,226.4
2016-12-27,271.65
2016-12-28,300.65
2016-12-29,294.9
2016-12-30,297.6
