Date,INDRAMEDCO
2016-01-01,67.3
2016-01-04,66.25
2016-01-05,67.25
2016-01-06,66.6
2016-01-07,64.05
2016-01-08,64.55
2016-01-11,64.0
2016-01-12,63.85
2016-01-13,62.15
2016-01-14,61.25
2016-01-15,58.7
2016-01-18,55.9
2016-01-19,57.05
2016-01-20,54.8
2016-01-21,55.6
2016-01-22,56.0
2016-01-25,56.45
2016-01-27,56.25
2016-01-28,55.75
2016-01-29,56.35
2016-02-01,56.7
2016-02-02,57.65
2016-02-03,57.5
2016-02-04,56.1
2016-02-05,57.15
2016-02-08,57.2
2016-02-09,56.6
2016-02-10,54.15
2016-02-11,49.95
2016-02-12,48.5
2016-02-15,50.25
2016-02-16,48.8
2016-02-17,47.65
2016-02-18,47.35
2016-02-19,50.4
2016-02-22,50.1
2016-02-23,49.4
2016-02-24,48.15
2016-02-25,48.25
2016-02-26,47.9
2016-02-29,47.6
2016-03-01,48.85
2016-03-02,51.6
2016-03-03,51.2
2016-03-04,51.8
2016-03-08,51.0
2016-03-09,50.75
2016-03-10,50.5
2016-03-11,50.0
2016-03-14,50.2
2016-03-15,48.65
2016-03-16,48.5
2016-03-17,47.85
2016-03-18,47.95
2016-03-21,52.45
2016-03-22,52.55
2016-03-23,52.6
2016-03-28,51.75
2016-03-29,52.0
2016-03-30,52.7
2016-03-31,51.85
2016-04-01,53.25
2016-04-04,54.6
2016-04-05,54.05
2016-04-06,54.15
2016-04-07,55.85
2016-04-08,55.3
2016-04-11,55.15
2016-04-12,56.8
2016-04-13,57.15
2016-04-18,56.3
2016-04-20,57.8
2016-04-21,57.25
2016-04-22,56.75
2016-04-25,56.35
2016-04-26,56.8
2016-04-27,55.15
2016-04-28,55.15
2016-04-29,55.15
2016-05-02,55.55
2016-05-03,56.0
2016-05-04,57.55
2016-05-05,55.9
2016-05-06,54.9
2016-05-09,54.6
2016-05-10,54.0
2016-05-11,53.35
2016-05-12,55.05
2016-05-13,54.9
2016-05-16,56.2
2016-05-17,55.55
2016-05-18,55.15
2016-05-19,54.25
2016-05-20,54.35
2016-05-23,52.45
2016-05-24,52.6
2016-05-25,53.15
2016-05-26,52.95
2016-05-27,52.85
2016-05-30,52.9
2016-05-31,52.5
2016-06-01,52.95
2016-06-02,53.15
2016-06-03,52.85
2016-06-06,52.3
2016-06-07,52.15
2016-06-08,52.6
2016-06-09,52.55
2016-06-10,54.2
2016-06-13,53.55
2016-06-14,52.95
2016-06-15,52.95
2016-06-16,52.75
2016-06-17,52.25
2016-06-20,52.8
2016-06-21,52.4
2016-06-22,52.05
2016-06-23,52.2
2016-06-24,51.9
2016-06-27,52.2
2016-06-28,52.15
2016-06-29,52.5
2016-06-30,53.95
2016-07-01,53.15
2016-07-04,53.95
2016-07-05,55.0
2016-07-07,54.85
2016-07-08,54.4
2016-07-11,54.3
2016-07-12,53.8
2016-07-13,53.75
2016-07-14,53.65
2016-07-15,54.2
2016-07-18,53.85
2016-07-19,54.25
2016-07-20,54.15
2016-07-21,53.8
2016-07-22,54.75
2016-07-25,55.9
2016-07-26,55.9
2016-07-27,55.45
2016-07-28,54.25
2016-07-29,53.6
2016-08-01,53.45
2016-08-02,56.55
2016-08-03,54.7
2016-08-04,54.4
2016-08-05,55.5
2016-08-08,56.0
2016-08-09,57.85
2016-08-10,57.35
2016-08-11,56.8
2016-08-12,57.2
2016-08-16,57.7
2016-08-17,57.6
2016-08-18,56.0
2016-08-19,55.8
2016-08-22,55.05
2016-08-23,55.35
2016-08-24,57.15
2016-08-25,57.1
2016-08-26,56.65
2016-08-29,56.75
2016-08-30,57.65
2016-08-31,57.4
2016-09-01,56.7
2016-09-02,56.05
2016-09-06,55.95
2016-09-07,55.65
2016-09-08,55.9
2016-09-09,55.5
2016-09-12,54.75
2016-09-14,54.9
2016-09-15,54.25
2016-09-16,54.6
2016-09-19,54.45
2016-09-20,54.2
2016-09-21,54.2
2016-09-22,54.95
2016-09-23,54.05
2016-09-26,54.1
2016-09-27,53.75
2016-09-28,53.85
2016-09-29,51.5
2016-09-30,52.6
2016-10-03,52.7
2016-10-04,52.5
2016-10-05,52.7
2016-10-06,53.25
2016-10-07,54.6
2016-10-10,55.0
2016-10-13,53.6
2016-10-14,53.55
2016-10-17,54.2
2016-10-18,54.3
2016-10-19,57.75
2016-10-20,57.75
2016-10-21,58.8
2016-10-24,58.3
2016-10-25,59.65
2016-10-26,59.7
2016-10-27,59.0
2016-10-28,58.8
2016-10-30,59.95
2016-11-01,62.6
2016-11-02,60.65
2016-11-03,58.15
2016-11-04,55.7
2016-11-07,57.15
2016-11-08,55.45
2016-11-09,54.05
2016-11-10,55.65
2016-11-11,54.05
2016-11-15,52.05
2016-11-16,52.2
2016-11-17,51.5
2016-11-18,51.45
2016-11-21,49.85
2016-11-22,50.0
2016-11-23,51.9
2016-11-24,51.1
2016-11-25,52.15
2016-11-28,52.0
2016-11-29,52.5
2016-11-30,52.9
2016-12-01,51.6
2016-12-02,51.2
2016-12-05,51.0
2016-12-06,51.6
2016-12-07,51.65
2016-12-08,52.15
2016-12-09,52.75
2016-12-12,53.15
2016-12-13,53.85
2016-12-14,53.4
2016-12-15,53.05
2016-12-16,52.65
2016-12-19,53.0
2016-12-20,52.4
2016-12-21,52.05
2016-12-22,51.2
2016-12-23,51.2
2016-12-26,50.85
2016-12-27,50.95
2016-12-28,51.25
2016-12-29,51.65
2016-12-30,51.75
