Date,PERSISTENT
2016-01-01,649.1
2016-01-04,647.2
2016-01-05,641.6
2016-01-06,642.85
2016-01-07,626.85
2016-01-08,629.75
2016-01-11,617.8
2016-01-12,630.1
2016-01-13,625.4
2016-01-14,623.35
2016-01-15,617.65
2016-01-18,598.85
2016-01-19,615.25
2016-01-20,598.4
2016-01-21,607.4
2016-01-22,588.7
2016-01-25,608.65
2016-01-27,634.35
2016-01-28,638.75
2016-01-29,662.9
2016-02-01,662.9
2016-02-02,666.7
2016-02-03,657.4
2016-02-04,643.6
2016-02-05,641.3
2016-02-08,637.05
2016-02-09,623.2
2016-02-10,611.8
2016-02-11,599.75
2016-02-12,585.85
2016-02-15,614.65
2016-02-16,612.15
2016-02-17,638.75
2016-02-18,645.95
2016-02-19,651.25
2016-02-22,656.75
2016-02-23,643.95
2016-02-24,629.65
2016-02-25,627.0
2016-02-26,620.15
2016-02-29,607.7
2016-03-01,615.8
2016-03-02,610.7
2016-03-03,602.1
2016-03-04,605.75
2016-03-08,609.0
2016-03-09,604.4
2016-03-10,599.35
2016-03-11,599.4
2016-03-14,599.7
2016-03-15,612.2
2016-03-16,662.4
2016-03-17,654.2
2016-03-18,672.15
2016-03-21,740.6
2016-03-22,716.15
2016-03-23,727.05
2016-03-28,740.75
2016-03-29,752.25
2016-03-30,755.6
2016-03-31,762.15
2016-04-01,741.1
2016-04-04,751.25
2016-04-05,747.4
2016-04-06,739.05
2016-04-07,726.45
2016-04-08,728.5
2016-04-11,717.55
2016-04-12,719.4
2016-04-13,724.35
2016-04-18,771.25
2016-04-20,765.65
2016-04-21,746.35
2016-04-22,745.35
2016-04-25,718.65
2016-04-26,730.8
2016-04-27,749.65
2016-04-28,737.2
2016-04-29,742.55
2016-05-02,739.5
2016-05-03,730.85
2016-05-04,736.15
2016-05-05,729.4
2016-05-06,725.3
2016-05-09,722.15
2016-05-10,717.25
2016-05-11,724.35
2016-05-12,736.65
2016-05-13,736.6
2016-05-16,717.1
2016-05-17,721.75
2016-05-18,734.4
2016-05-19,722.05
2016-05-20,724.85
2016-05-23,728.3
2016-05-24,727.4
2016-05-25,723.8
2016-05-26,731.45
2016-05-27,733.5
2016-05-30,736.15
2016-05-31,735.95
2016-06-01,736.8
2016-06-02,726.95
2016-06-03,729.3
2016-06-06,724.9
2016-06-07,727.65
2016-06-08,720.95
2016-06-09,719.6
2016-06-10,710.2
2016-06-13,714.75
2016-06-14,704.4
2016-06-15,704.45
2016-06-16,704.85
2016-06-17,685.35
2016-06-20,691.55
2016-06-21,696.15
2016-06-22,701.05
2016-06-23,705.8
2016-06-24,711.8
2016-06-27,707.35
2016-06-28,702.2
2016-06-29,696.6
2016-06-30,697.6
2016-07-01,689.65
2016-07-04,683.85
2016-07-05,690.0
2016-07-07,670.9
2016-07-08,678.9
2016-07-11,678.55
2016-07-12,666.15
2016-07-13,667.55
2016-07-14,678.65
2016-07-15,655.55
2016-07-18,643.55
2016-07-19,640.95
2016-07-20,639.95
2016-07-21,632.25
2016-07-22,659.55
2016-07-25,665.45
2016-07-26,691.25
2016-07-27,696.35
2016-07-28,695.15
2016-07-29,686.4
2016-08-01,679.3
2016-08-02,674.85
2016-08-03,677.15
2016-08-04,668.85
2016-08-05,675.4
2016-08-08,670.45
2016-08-09,674.05
2016-08-10,667.95
2016-08-11,674.75
2016-08-12,681.4
2016-08-16,678.9
2016-08-17,675.7
2016-08-18,664.1
2016-08-19,646.9
2016-08-22,644.45
2016-08-23,647.9
2016-08-24,641.95
2016-08-25,640.35
2016-08-26,630.95
2016-08-29,608.05
2016-08-30,619.25
2016-08-31,622.45
2016-09-01,625.25
2016-09-02,618.5
2016-09-06,621.3
2016-09-07,613.4
2016-09-08,605.7
2016-09-09,616.3
2016-09-12,617.1
2016-09-14,619.95
2016-09-15,619.0
2016-09-16,612.6
2016-09-19,613.45
2016-09-20,605.9
2016-09-21,601.15
2016-09-22,601.45
2016-09-23,595.45
2016-09-26,602.2
2016-09-27,604.5
2016-09-28,624.3
2016-09-29,618.95
2016-09-30,640.1
2016-10-03,640.15
2016-10-04,661.4
2016-10-05,695.7
2016-10-06,687.0
2016-10-07,674.9
2016-10-10,676.1
2016-10-13,677.7
2016-10-14,686.65
2016-10-17,685.3
2016-10-18,690.65
2016-10-19,694.85
2016-10-20,684.75
2016-10-21,676.5
2016-10-24,659.9
2016-10-25,658.45
2016-10-26,658.6
2016-10-27,661.15
2016-10-28,644.8
2016-10-30,655.3
2016-11-01,663.9
2016-11-02,664.3
2016-11-03,653.65
2016-11-04,648.95
2016-11-07,656.2
2016-11-08,662.9
2016-11-09,656.4
2016-11-10,633.85
2016-11-11,640.05
2016-11-15,613.45
2016-11-16,605.5
2016-11-17,606.65
2016-11-18,598.75
2016-11-21,590.55
2016-11-22,590.6
2016-11-23,589.85
2016-11-24,597.1
2016-11-25,603.3
2016-11-28,602.7
2016-11-29,602.1
2016-11-30,609.35
2016-12-01,605.9
2016-12-02,596.65
2016-12-05,593.65
2016-12-06,599.75
2016-12-07,600.05
2016-12-08,601.9
2016-12-09,600.65
2016-12-12,600.2
2016-12-13,599.75
2016-12-14,601.1
2016-12-15,606.35
2016-12-16,614.4
2016-12-19,607.85
2016-12-20,604.9
2016-12-21,609.9
2016-12-22,603.35
2016-12-23,601.2
2016-12-26,600.85
2016-12-27,598.4
2016-12-28,614.1
2016-12-29,624.55
2016-12-30,616.5
