Date,PFOCUS
2016-01-01,57.85
2016-01-04,55.8
2016-01-05,56.7
2016-01-06,56.3
2016-01-07,54.75
2016-01-08,55.7
2016-01-11,53.1
2016-01-12,51.35
2016-01-13,52.1
2016-01-14,51.7
2016-01-15,48.2
2016-01-18,46.3
2016-01-19,48.05
2016-01-20,46.5
2016-01-21,45.95
2016-01-22,46.7
2016-01-25,47.85
2016-01-27,47.6
2016-01-28,49.65
2016-01-29,48.85
2016-02-01,50.85
2016-02-02,48.85
2016-02-03,46.35
2016-02-04,45.5
2016-02-05,47.85
2016-02-08,47.45
2016-02-09,46.7
2016-02-10,45.05
2016-02-11,42.35
2016-02-12,47.95
2016-02-15,53.45
2016-02-16,52.5
2016-02-17,53.65
2016-02-18,52.7
2016-02-19,51.8
2016-02-22,54.45
2016-02-23,54.95
2016-02-24,56.8
2016-02-25,56.1
2016-02-26,57.65
2016-02-29,57.0
2016-03-01,60.9
2016-03-02,61.6
2016-03-03,58.95
2016-03-04,58.8
2016-03-08,57.1
2016-03-09,56.2
2016-03-10,55.5
2016-03-11,55.0
2016-03-14,53.9
2016-03-15,52.7
2016-03-16,53.3
2016-03-17,53.9
2016-03-18,53.25
2016-03-21,52.2
2016-03-22,52.75
2016-03-23,52.65
2016-03-28,51.35
2016-03-29,51.0
2016-03-30,51.0
2016-03-31,51.5
2016-04-01,51.35
2016-04-04,51.85
2016-04-05,50.75
2016-04-06,51.35
2016-04-07,51.7
2016-04-08,52.85
2016-04-11,52.75
2016-04-12,53.45
2016-04-13,52.5
2016-04-18,52.0
2016-04-20,53.65
2016-04-21,53.1
2016-04-22,54.65
2016-04-25,54.4
2016-04-26,56.35
2016-04-27,53.85
2016-04-28,59.8
2016-04-29,58.25
2016-05-02,56.9
2016-05-03,56.1
2016-05-04,54.85
2016-05-05,54.05
2016-05-06,54.3
2016-05-09,54.25
2016-05-10,52.9
2016-05-11,54.1
2016-05-12,54.6
2016-05-13,53.2
2016-05-16,52.55
2016-05-17,52.95
2016-05-18,52.35
2016-05-19,50.7
2016-05-20,51.15
2016-05-23,50.65
2016-05-24,53.55
2016-05-25,52.9
2016-05-26,51.75
2016-05-27,55.05
2016-05-30,54.9
2016-05-31,52.35
2016-06-01,51.7
2016-06-02,51.05
2016-06-03,51.4
2016-06-06,50.95
2016-06-07,51.25
2016-06-08,51.75
2016-06-09,50.95
2016-06-10,50.6
2016-06-13,49.85
2016-06-14,50.3
2016-06-15,50.9
2016-06-16,50.15
2016-06-17,50.7
2016-06-20,50.4
2016-06-21,50.2
2016-06-22,49.7
2016-06-23,49.1
2016-06-24,50.15
2016-06-27,49.4
2016-06-28,49.25
2016-06-29,49.25
2016-06-30,51.0
2016-07-01,49.85
2016-07-04,50.1
2016-07-05,51.65
2016-07-07,56.45
2016-07-08,55.5
2016-07-11,63.0
2016-07-12,62.7
2016-07-13,60.0
2016-07-14,63.05
2016-07-15,61.85
2016-07-18,64.2
2016-07-19,65.3
2016-07-20,65.05
2016-07-21,64.05
2016-07-22,68.5
2016-07-25,71.45
2016-07-26,69.15
2016-07-27,67.7
2016-07-28,66.55
2016-07-29,69.1
2016-08-01,71.0
2016-08-02,68.35
2016-08-03,67.6
2016-08-04,65.95
2016-08-05,70.2
2016-08-08,69.8
2016-08-09,69.3
2016-08-10,66.2
2016-08-11,65.5
2016-08-12,68.2
2016-08-16,67.8
2016-08-17,66.4
2016-08-18,65.05
2016-08-19,68.75
2016-08-22,66.15
2016-08-23,66.05
2016-08-24,66.5
2016-08-25,66.75
2016-08-26,64.35
2016-08-29,63.15
2016-08-30,65.65
2016-08-31,71.45
2016-09-01,69.65
2016-09-02,70.9
2016-09-06,71.1
2016-09-07,76.4
2016-09-08,77.05
2016-09-09,74.85
2016-09-12,70.55
2016-09-14,73.05
2016-09-15,73.55
2016-09-16,71.65
2016-09-19,71.15
2016-09-20,70.3
2016-09-21,69.7
2016-09-22,69.5
2016-09-23,70.0
2016-09-26,68.8
2016-09-27,70.35
2016-09-28,72.8
2016-09-29,68.05
2016-09-30,68.7
2016-10-03,70.4
2016-10-04,69.65
2016-10-05,69.5
2016-10-06,72.2
2016-10-07,71.05
2016-10-10,71.15
2016-10-13,69.3
2016-10-14,72.4
2016-10-17,71.5
2016-10-18,72.55
2016-10-19,72.6
2016-10-20,72.05
2016-10-21,73.1
2016-10-24,72.6
2016-10-25,74.4
2016-10-26,73.55
2016-10-27,71.5
2016-10-28,74.15
2016-10-30,74.25
2016-11-01,75.2
2016-11-02,74.1
2016-11-03,74.3
2016-11-04,73.4
2016-11-07,75.4
2016-11-08,76.55
2016-11-09,72.85
2016-11-10,75.8
2016-11-11,75.45
2016-11-15,72.25
2016-11-16,71.95
2016-11-17,70.3
2016-11-18,69.9
2016-11-21,66.75
2016-11-22,64.85
2016-11-23,66.65
2016-11-24,66.65
2016-11-25,67.7
2016-11-28,70.0
2016-11-29,69.9
2016-11-30,69.55
2016-12-01,69.95
2016-12-02,69.35
2016-12-05,69.05
2016-12-06,68.85
2016-12-07,68.6
2016-12-08,69.0
2016-12-09,69.05
2016-12-12,70.7
2016-12-13,71.45
2016-12-14,69.9
2016-12-15,70.0
2016-12-16,69.4
2016-12-19,68.1
2016-12-20,68.05
2016-12-21,67.85
2016-12-22,65.55
2016-12-23,65.9
2016-12-26,65.15
2016-12-27,66.3
2016-12-28,66.55
2016-12-29,65.15
2016-12-30,66.9
