Date,TCI
2016-01-01,305.95
2016-01-04,302.65
2016-01-05,299.55
2016-01-06,298.5
2016-01-07,291.25
2016-01-08,298.5
2016-01-11,291.7
2016-01-12,287.5
2016-01-13,279.85
2016-01-14,278.55
2016-01-15,261.9
2016-01-18,251.6
2016-01-19,257.5
2016-01-20,246.75
2016-01-21,240.75
2016-01-22,236.55
2016-01-25,235.8
2016-01-27,233.7
2016-01-28,230.45
2016-01-29,249.6
2016-02-01,253.3
2016-02-02,243.0
2016-02-03,235.6
2016-02-04,232.7
2016-02-05,233.4
2016-02-08,236.05
2016-02-09,230.4
2016-02-10,232.1
2016-02-11,221.6
2016-02-12,222.65
2016-02-15,231.25
2016-02-16,222.0
2016-02-17,220.1
2016-02-18,221.75
2016-02-19,218.75
2016-02-22,230.3
2016-02-23,232.1
2016-02-24,234.4
2016-02-25,224.7
2016-02-26,220.4
2016-02-29,225.95
2016-03-01,242.45
2016-03-02,245.5
2016-03-03,247.05
2016-03-04,271.05
2016-03-08,277.75
2016-03-09,274.45
2016-03-10,275.0
2016-03-11,271.4
2016-03-14,275.7
2016-03-15,273.75
2016-03-16,273.1
2016-03-17,275.65
2016-03-18,277.55
2016-03-21,284.2
2016-03-22,282.9
2016-03-23,277.2
2016-03-28,276.55
2016-03-29,276.7
2016-03-30,282.35
2016-03-31,281.55
2016-04-01,277.5
2016-04-04,277.4
2016-04-05,273.1
2016-04-06,273.75
2016-04-07,271.85
2016-04-08,273.9
2016-04-11,272.6
2016-04-12,271.95
2016-04-13,271.8
2016-04-18,271.9
2016-04-20,272.05
2016-04-21,272.15
2016-04-22,272.15
2016-04-25,267.9
2016-04-26,269.85
2016-04-27,270.2
2016-04-28,268.15
2016-04-29,265.25
2016-05-02,263.05
2016-05-03,264.2
2016-05-04,261.9
2016-05-05,262.65
2016-05-06,258.95
2016-05-09,260.3
2016-05-10,264.15
2016-05-11,262.0
2016-05-12,260.05
2016-05-13,260.3
2016-05-16,263.35
2016-05-17,270.9
2016-05-18,276.15
2016-05-19,275.55
2016-05-20,275.15
2016-05-23,273.3
2016-05-24,272.05
2016-05-25,272.75
2016-05-26,276.6
2016-05-27,276.7
2016-05-30,278.7
2016-05-31,282.05
2016-06-01,284.25
2016-06-02,285.55
2016-06-03,302.1
2016-06-06,298.85
2016-06-07,296.5
2016-06-08,301.0
2016-06-09,301.7
2016-06-10,304.35
2016-06-13,319.35
2016-06-14,304.95
2016-06-15,309.0
2016-06-16,307.05
2016-06-17,306.25
2016-06-20,308.45
2016-06-21,310.85
2016-06-22,307.95
2016-06-23,306.8
2016-06-24,304.6
2016-06-27,309.55
2016-06-28,307.25
2016-06-29,315.0
2016-06-30,315.45
2016-07-01,315.9
2016-07-04,324.0
2016-07-05,336.95
2016-07-07,329.1
2016-07-08,333.5
2016-07-11,337.6
2016-07-12,332.0
2016-07-13,333.75
2016-07-14,352.55
2016-07-15,364.65
2016-07-18,349.0
2016-07-19,343.7
2016-07-20,352.65
2016-07-21,347.75
2016-07-22,352.15
2016-07-25,354.3
2016-07-26,348.2
2016-07-27,348.45
2016-07-28,373.4
2016-07-29,373.05
2016-08-01,370.05
2016-08-02,372.45
2016-08-03,353.6
2016-08-04,355.7
2016-08-05,356.95
2016-08-08,353.3
2016-08-09,349.65
2016-08-10,342.15
2016-08-11,331.4
2016-08-12,335.75
2016-08-16,342.2
2016-08-17,345.55
2016-08-18,357.95
2016-08-19,350.65
2016-08-22,357.85
2016-08-23,347.0
2016-08-24,363.15
2016-08-25,368.0
2016-09-12,183.85
2016-09-14,183.85
2016-09-15,181.9
2016-09-16,196.25
2016-09-19,205.1
2016-09-20,199.35
2016-09-21,200.75
2016-09-22,197.4
2016-09-23,196.15
2016-09-26,193.45
2016-09-27,190.5
2016-09-28,191.35
2016-09-29,183.35
2016-09-30,186.05
2016-10-03,189.1
2016-10-04,186.15
2016-10-05,185.05
2016-10-06,185.8
2016-10-07,186.25
2016-10-10,183.05
2016-10-13,177.1
2016-10-14,181.25
2016-10-17,178.4
2016-10-18,179.85
2016-10-19,178.5
2016-10-20,180.3
2016-10-21,180.5
2016-10-24,180.3
2016-10-25,182.15
2016-10-26,183.35
2016-10-27,181.3
2016-10-28,183.0
2016-10-30,185.0
2016-11-01,183.3
2016-11-02,183.7
2016-11-03,185.2
2016-11-04,183.8
2016-11-07,186.6
2016-11-08,186.15
2016-11-09,184.1
2016-11-10,186.45
2016-11-11,180.8
2016-11-15,172.25
2016-11-16,177.1
2016-11-17,173.15
2016-11-18,172.15
2016-11-21,165.1
2016-11-22,164.1
2016-11-23,168.75
2016-11-24,171.95
2016-11-25,170.45
2016-11-28,179.1
2016-11-29,176.6
2016-11-30,175.1
2016-12-01,173.3
2016-12-02,169.7
2016-12-05,172.85
2016-12-06,170.85
2016-12-07,170.3
2016-12-08,170.0
2016-12-09,170.1
2016-12-12,170.95
2016-12-13,179.7
2016-12-14,175.1
2016-12-15,169.4
2016-12-16,163.9
2016-12-19,160.1
2016-12-20,155.55
2016-12-21,156.65
2016-12-22,150.25
2016-12-23,150.45
2016-12-26,151.45
2016-12-27,153.85
2016-12-28,145.15
2016-12-29,148.6
2016-12-30,150.05
