Date,HDFC
2016-01-01,1258.45
2016-01-04,1216.7
2016-01-05,1209.4
2016-01-06,1209.3
2016-01-07,1179.45
2016-01-08,1174.4
2016-01-11,1161.55
2016-01-12,1151.85
2016-01-13,1167.65
2016-01-14,1159.3
2016-01-15,1149.8
2016-01-18,1131.8
2016-01-19,1153.0
2016-01-20,1136.65
2016-01-21,1131.1
2016-01-22,1158.45
2016-01-25,1174.6
2016-01-27,1169.95
2016-01-28,1147.75
2016-01-29,1180.0
2016-02-01,1180.05
2016-02-02,1179.8
2016-02-03,1160.95
2016-02-04,1168.35
2016-02-05,1182.95
2016-02-08,1164.1
2016-02-09,1159.9
2016-02-10,1116.55
2016-02-11,1066.65
2016-02-12,1083.75
2016-02-15,1080.45
2016-02-16,1077.15
2016-02-17,1076.3
2016-02-18,1069.1
2016-02-19,1060.85
2016-02-22,1058.4
2016-02-23,1051.1
2016-02-24,1022.1
2016-02-25,1042.65
2016-02-26,1053.7
2016-02-29,1060.3
2016-03-01,1069.45
2016-03-02,1099.55
2016-03-03,1124.15
2016-03-04,1129.0
2016-03-08,1146.45
2016-03-09,1128.65
2016-03-10,1153.15
2016-03-11,1160.5
2016-03-14,1158.7
2016-03-15,1111.35
2016-03-16,1125.95
2016-03-17,1108.05
2016-03-18,1129.3
2016-03-21,1151.25
2016-03-22,1168.1
2016-03-23,1162.75
2016-03-28,1143.35
2016-03-29,1125.75
2016-03-30,1115.3
2016-03-31,1105.6
2016-04-01,1113.4
2016-04-04,1103.7
2016-04-05,1103.45
2016-04-06,1102.05
2016-04-07,1070.85
2016-04-08,1079.55
2016-04-11,1079.8
2016-04-12,1090.5
2016-04-13,1114.95
2016-04-18,1132.4
2016-04-20,1140.0
2016-04-21,1150.1
2016-04-22,1131.9
2016-04-25,1112.0
2016-04-26,1127.3
2016-04-27,1121.5
2016-04-28,1085.55
2016-04-29,1088.45
2016-05-02,1091.9
2016-05-03,1099.6
2016-05-04,1129.9
2016-05-05,1162.65
2016-05-06,1167.8
2016-05-09,1203.6
2016-05-10,1218.55
2016-05-11,1203.8
2016-05-12,1195.85
2016-05-13,1166.0
2016-05-16,1186.45
2016-05-17,1217.85
2016-05-18,1208.2
2016-05-19,1175.85
2016-05-20,1179.55
2016-05-23,1160.25
2016-05-24,1172.75
2016-05-25,1207.05
2016-05-26,1228.25
2016-05-27,1255.55
2016-05-30,1233.95
2016-05-31,1237.7
2016-06-01,1243.25
2016-06-02,1260.55
2016-06-03,1254.9
2016-06-06,1251.65
2016-06-07,1251.3
2016-06-08,1262.5
2016-06-09,1237.5
2016-06-10,1230.4
