Date,INEOSSTYRO
2016-01-01,767.55
2016-01-04,752.65
2016-01-05,768.6
2016-01-06,758.4
2016-01-07,716.9
2016-01-08,730.85
2016-01-11,729.7
2016-01-12,730.15
2016-01-13,703.1
2016-01-14,700.8
2016-01-15,680.25
2016-01-18,647.65
2016-01-19,673.6
2016-01-20,650.8
2016-01-21,643.3
2016-01-22,683.25
2016-01-25,689.45
2016-01-27,684.3
2016-01-28,672.4
2016-01-29,696.7
2016-02-01,698.3
2016-02-02,686.35
2016-02-03,670.75
2016-02-04,651.3
2016-02-05,585.95
2016-02-08,586.0
2016-02-09,557.2
2016-02-10,552.6
2016-02-11,523.8
2016-02-12,512.65
2016-02-15,515.1
2016-02-16,508.25
2016-02-17,506.95
2016-02-18,519.45
2016-02-19,509.5
2016-02-22,499.8
2016-02-23,491.4
2016-02-24,491.8
2016-02-25,482.2
2016-02-26,489.95
2016-02-29,494.85
2016-03-01,497.95
2016-03-02,567.35
2016-03-03,568.3
2016-03-04,566.45
2016-03-08,576.65
2016-03-09,571.65
2016-03-10,563.85
2016-03-11,556.25
2016-03-14,548.4
2016-03-15,538.9
2016-03-16,544.15
2016-03-17,558.6
2016-03-18,556.45
2016-03-21,569.85
2016-03-22,575.8
2016-03-23,582.0
2016-03-28,588.6
2016-03-29,573.35
2016-03-30,572.7
2016-03-31,560.95
2016-04-01,573.65
2016-04-04,587.25
2016-04-05,580.6
2016-04-06,585.55
2016-04-07,584.4
2016-04-08,579.2
2016-04-11,587.3
2016-04-12,598.65
2016-04-13,600.65
2016-04-18,618.3
2016-04-20,621.15
2016-04-21,621.0
2016-04-22,614.75
2016-04-25,614.85
2016-04-26,621.7
2016-04-27,618.0
2016-04-28,609.85
2016-04-29,620.95
2016-05-02,611.9
2016-05-03,616.3
2016-05-04,619.35
2016-05-05,615.75
2016-05-06,615.95
2016-05-09,615.85
2016-05-10,611.5
2016-05-11,621.15
2016-05-12,622.7
2016-05-13,626.25
2016-05-16,624.5
2016-05-17,635.6
2016-05-18,629.4
2016-05-19,621.6
2016-05-20,616.05
2016-05-23,604.35
2016-05-24,579.9
2016-05-25,576.5
2016-05-26,592.15
2016-05-27,599.25
2016-05-30,594.6
2016-05-31,593.55
2016-06-01,594.3
2016-06-02,602.65
2016-06-03,601.75
2016-06-06,596.55
2016-06-07,592.7
2016-06-08,621.85
2016-06-09,633.05
2016-06-10,621.6
2016-06-13,621.15
2016-06-14,619.9
2016-06-15,629.1
2016-06-16,618.45
2016-06-17,605.8
2016-06-20,605.55
2016-06-21,600.6
2016-06-22,599.6
2016-06-23,599.7
2016-06-24,601.2
2016-06-27,608.45
2016-06-28,606.9
2016-06-29,618.65
2016-06-30,626.4
2016-07-01,640.85
2016-07-04,659.25
2016-07-05,648.5
2016-07-07,643.45
2016-07-08,648.35
2016-07-11,634.35
2016-07-12,638.0
2016-07-13,641.0
2016-07-14,652.2
2016-07-15,644.85
2016-07-18,640.75
2016-07-19,638.95
2016-07-20,642.7
2016-07-21,625.8
2016-07-22,624.65
2016-07-25,634.25
2016-07-26,629.75
2016-07-27,622.65
2016-07-28,624.25
2016-07-29,613.8
2016-08-01,600.65
2016-08-02,600.7
2016-08-03,598.7
2016-08-04,601.4
2016-08-05,626.15
2016-08-08,623.3
2016-08-09,618.85
2016-08-10,622.3
2016-08-11,599.95
2016-08-12,543.1
2016-08-16,553.55
2016-08-17,554.75
2016-08-18,564.3
2016-08-19,574.6
2016-08-22,574.75
2016-08-23,563.9
2016-08-24,580.0
2016-08-25,573.8
2016-08-26,566.75
2016-08-29,574.1
2016-08-30,577.3
2016-08-31,567.75
2016-09-01,572.6
2016-09-02,569.05
2016-09-06,569.2
2016-09-07,559.15
2016-09-08,568.15
2016-09-09,570.95
2016-09-12,562.65
2016-09-14,569.95
2016-09-15,583.9
2016-09-16,579.7
2016-09-19,601.15
2016-09-20,595.15
2016-09-21,590.7
2016-09-22,598.8
2016-09-23,595.45
2016-09-26,599.5
2016-09-27,594.9
2016-09-28,594.35
2016-09-29,572.8
2016-09-30,580.5
2016-10-03,589.6
2016-10-04,593.75
2016-10-05,603.65
2016-10-06,608.5
2016-10-07,615.75
2016-10-10,624.2
2016-10-13,613.4
2016-10-14,611.0
2016-10-17,611.5
2016-10-18,605.8
2016-10-19,610.8
2016-10-20,619.55
2016-10-21,615.05
2016-10-24,648.0
2016-10-25,645.95
2016-10-26,636.65
2016-10-27,640.75
2016-10-28,648.7
2016-10-30,650.0
2016-11-01,648.25
2016-11-02,636.3
2016-11-03,632.2
2016-11-04,612.9
2016-11-07,621.25
2016-11-08,614.4
2016-11-09,607.85
2016-11-10,607.4
2016-11-11,598.05
2016-11-15,594.2
2016-11-16,576.8
2016-11-17,570.45
2016-11-18,576.15
2016-11-21,563.95
2016-11-22,572.75
2016-11-23,586.9
2016-11-24,583.7
2016-11-25,593.1
2016-11-28,598.75
2016-11-29,594.25
2016-11-30,591.8
2016-12-01,598.3
2016-12-02,576.7
2016-12-05,575.85
2016-12-06,578.25
2016-12-07,579.55
2016-12-08,586.75
2016-12-09,590.7
2016-12-12,589.55
2016-12-13,583.3
2016-12-14,589.15
2016-12-15,583.2
2016-12-16,589.7
2016-12-19,588.35
2016-12-20,589.5
2016-12-21,586.65
2016-12-22,581.95
2016-12-23,580.0
2016-12-26,575.15
2016-12-27,586.15
2016-12-28,580.95
2016-12-29,580.45
2016-12-30,588.8
