Date,RICOAUTO
2016-01-01,47.25
2016-01-04,46.9
2016-01-05,46.8
2016-01-06,46.8
2016-01-07,45.05
2016-01-08,45.2
2016-01-11,45.0
2016-01-12,43.4
2016-01-13,42.4
2016-01-14,41.55
2016-01-15,39.95
2016-01-18,37.55
2016-01-19,38.15
2016-01-20,36.05
2016-01-21,36.5
2016-01-22,37.35
2016-01-25,38.15
2016-01-27,39.45
2016-01-28,38.7
2016-01-29,39.05
2016-02-01,39.8
2016-02-02,37.7
2016-02-03,38.65
2016-02-04,38.45
2016-02-05,38.75
2016-02-08,37.75
2016-02-09,36.75
2016-02-10,35.7
2016-02-11,32.45
2016-02-12,32.55
2016-02-15,34.45
2016-02-16,32.7
2016-02-17,32.05
2016-02-18,32.15
2016-02-19,31.2
2016-02-22,31.0
2016-02-23,30.8
2016-02-24,30.8
2016-02-25,28.85
2016-02-26,27.95
2016-02-29,28.4
2016-03-01,29.7
2016-03-02,30.7
2016-03-03,31.85
2016-03-04,32.2
2016-03-08,32.1
2016-03-09,32.4
2016-03-10,32.15
2016-03-11,31.4
2016-03-14,32.55
2016-03-15,32.1
2016-03-16,32.5
2016-03-17,32.6
2016-03-18,31.75
2016-03-21,35.05
2016-03-22,34.35
2016-03-23,34.3
2016-03-28,32.5
2016-03-29,33.55
2016-03-30,34.4
2016-03-31,33.65
2016-04-01,37.1
2016-04-04,37.75
2016-04-05,36.1
2016-04-06,38.85
2016-04-07,37.3
2016-04-08,37.65
2016-04-11,37.75
2016-04-12,37.55
2016-04-13,38.2
2016-04-18,38.1
2016-04-20,37.55
2016-04-21,37.8
2016-04-22,37.1
2016-04-25,36.45
2016-04-26,38.0
2016-04-27,38.9
2016-04-28,40.0
2016-04-29,39.1
2016-05-02,38.55
2016-05-03,38.2
2016-05-04,37.3
2016-05-05,36.55
2016-05-06,35.95
2016-05-09,36.3
2016-05-10,37.45
2016-05-11,37.6
2016-05-12,37.9
2016-05-13,36.9
2016-05-16,36.5
2016-05-17,36.65
2016-05-18,38.65
2016-05-19,37.3
2016-05-20,34.95
2016-05-23,34.95
2016-05-24,34.25
2016-05-25,34.15
2016-05-26,34.05
2016-05-27,34.65
2016-05-30,34.8
2016-05-31,34.3
2016-06-01,34.75
2016-06-02,35.75
2016-06-03,35.0
2016-06-06,34.7
2016-06-07,34.5
2016-06-08,35.25
2016-06-09,35.15
2016-06-10,35.3
2016-06-13,35.35
2016-06-14,36.85
2016-06-15,40.35
2016-06-16,42.4
2016-06-17,41.05
2016-06-20,41.55
2016-06-21,41.25
2016-06-22,39.65
2016-06-23,39.35
2016-06-24,38.6
2016-06-27,39.75
2016-06-28,39.95
2016-06-29,41.35
2016-06-30,42.05
2016-07-01,41.6
2016-07-04,41.55
2016-07-05,40.35
2016-07-07,41.2
2016-07-08,42.15
2016-07-11,42.05
2016-07-12,43.65
2016-07-13,43.65
2016-07-14,44.2
2016-07-15,43.4
2016-07-18,43.3
2016-07-19,41.55
2016-07-20,42.65
2016-07-21,42.55
2016-07-22,43.95
2016-07-25,44.2
2016-07-26,44.1
2016-07-27,45.15
2016-07-28,49.3
2016-07-29,45.4
2016-08-01,53.05
2016-08-02,50.8
2016-08-03,49.9
2016-08-04,53.4
2016-08-05,55.15
2016-08-08,55.05
2016-08-09,55.9
2016-08-10,54.7
2016-08-11,53.85
2016-08-12,54.85
2016-08-16,55.6
2016-08-17,60.05
2016-08-18,62.85
2016-08-19,62.85
2016-08-22,62.85
2016-08-23,67.0
2016-08-24,66.25
2016-08-25,64.5
2016-08-26,63.6
2016-08-29,62.75
2016-08-30,63.8
2016-08-31,62.55
2016-09-01,64.25
2016-09-02,66.1
2016-09-06,65.0
2016-09-07,66.55
2016-09-08,67.3
2016-09-09,66.8
2016-09-12,63.3
2016-09-14,65.2
2016-09-15,65.25
2016-09-16,65.0
2016-09-19,65.25
2016-09-20,65.85
2016-09-21,65.1
2016-09-22,64.8
2016-09-23,65.55
2016-09-26,64.15
2016-09-27,64.3
2016-09-28,65.5
2016-09-29,59.55
2016-09-30,62.35
2016-10-03,64.65
2016-10-04,64.6
2016-10-05,69.25
2016-10-06,71.3
2016-10-07,70.5
2016-10-10,69.0
2016-10-13,66.45
2016-10-14,66.8
2016-10-17,64.75
2016-10-18,64.45
2016-10-19,66.35
2016-10-20,67.45
2016-10-21,69.1
2016-10-24,69.15
2016-10-25,68.25
2016-10-26,67.7
2016-10-27,67.75
2016-10-28,67.95
2016-10-30,69.1
2016-11-01,72.3
2016-11-02,71.75
2016-11-03,72.4
2016-11-04,69.7
2016-11-07,70.2
2016-11-08,69.1
2016-11-09,68.35
2016-11-10,69.35
2016-11-11,65.85
2016-11-15,59.2
2016-11-16,60.4
2016-11-17,58.4
2016-11-18,59.1
2016-11-21,55.9
2016-11-22,56.75
2016-11-23,58.4
2016-11-24,58.0
2016-11-25,60.8
2016-11-28,61.45
2016-11-29,61.4
2016-11-30,61.95
2016-12-01,59.7
2016-12-02,58.4
2016-12-05,60.25
2016-12-06,60.7
2016-12-07,59.4
2016-12-08,59.95
2016-12-09,59.95
2016-12-12,59.6
2016-12-13,59.95
2016-12-14,59.15
2016-12-15,59.2
2016-12-16,59.65
2016-12-19,58.6
2016-12-20,56.75
2016-12-21,56.85
2016-12-22,56.05
2016-12-23,57.3
2016-12-26,54.25
2016-12-27,54.6
2016-12-28,54.9
2016-12-29,54.75
2016-12-30,54.4
