Date,BBL
2016-01-01,855.25
2016-01-04,849.6
2016-01-05,852.2
2016-01-06,880.95
2016-01-07,837.6
2016-01-08,876.25
2016-01-11,873.3
2016-01-12,849.95
2016-01-13,796.2
2016-01-14,771.65
2016-01-15,722.25
2016-01-18,678.2
2016-01-19,813.8
2016-01-20,826.8
2016-01-21,843.55
2016-01-22,865.0
2016-01-25,869.55
2016-01-27,845.6
2016-01-28,849.25
2016-01-29,839.6
2016-02-01,884.5
2016-02-02,861.4
2016-02-03,831.95
2016-02-04,804.65
2016-02-05,832.1
2016-02-08,817.7
2016-02-09,814.4
2016-02-10,791.15
2016-02-11,708.55
2016-02-12,706.75
2016-02-15,746.9
2016-02-16,717.7
2016-02-17,733.7
2016-02-18,726.85
2016-02-19,738.1
2016-02-22,749.75
2016-02-23,712.25
2016-02-24,694.85
2016-02-25,692.7
2016-02-26,683.9
2016-02-29,683.05
2016-03-01,718.55
2016-03-02,721.35
2016-03-03,725.1
2016-03-04,760.15
2016-03-08,751.25
2016-03-09,752.95
2016-03-10,758.4
2016-03-11,746.0
2016-03-14,782.1
2016-03-15,777.65
2016-03-16,801.45
2016-03-17,824.35
2016-03-18,809.45
2016-03-21,818.05
2016-03-22,894.1
2016-03-23,896.5
2016-03-28,853.0
2016-03-29,871.3
2016-03-30,887.75
2016-03-31,878.25
2016-04-01,922.8
2016-04-04,920.75
2016-04-05,885.5
2016-04-06,948.25
2016-04-07,938.95
2016-04-08,934.25
2016-04-11,969.35
2016-04-12,954.45
2016-04-13,947.45
2016-04-18,963.7
2016-04-20,947.3
2016-04-21,944.9
2016-04-22,947.2
2016-04-25,970.5
2016-04-26,1047.1
2016-04-27,1066.8
2016-04-28,1032.05
2016-04-29,1066.4
2016-05-02,1085.95
2016-05-03,1083.5
2016-05-04,1080.5
2016-05-05,1070.6
2016-05-06,1077.2
2016-05-09,1083.7
2016-05-10,1055.05
2016-05-11,1060.5
2016-05-12,1070.9
2016-05-13,957.7
2016-05-16,904.75
2016-05-17,917.35
2016-05-18,894.85
2016-05-19,888.65
2016-05-20,856.45
2016-05-23,831.85
2016-05-24,818.75
2016-05-25,849.3
2016-05-26,906.2
2016-05-27,888.7
2016-05-30,901.45
2016-05-31,891.0
2016-06-01,878.4
2016-06-02,891.25
2016-06-03,888.75
2016-06-06,891.1
2016-06-07,895.2
2016-06-08,888.95
2016-06-09,875.9
2016-06-10,869.65
2016-06-13,871.0
2016-06-14,879.4
2016-06-15,886.7
2016-06-16,925.15
2016-06-17,908.85
2016-06-20,911.35
2016-06-21,916.05
2016-06-22,921.2
2016-06-23,912.05
2016-06-24,901.8
2016-06-27,918.9
2016-06-28,918.3
2016-06-29,940.1
2016-06-30,932.05
2016-07-01,940.85
2016-07-04,938.6
2016-07-05,931.15
2016-07-07,943.25
2016-07-08,936.05
2016-07-11,967.45
2016-07-12,959.9
2016-07-13,947.3
2016-07-14,952.3
2016-07-15,951.95
2016-07-18,983.35
2016-07-19,871.9
2016-07-20,841.05
2016-07-21,830.8
2016-07-22,824.8
2016-07-25,840.35
2016-07-26,824.25
2016-07-27,818.1
2016-07-28,794.2
2016-07-29,789.6
2016-08-01,775.95
2016-08-02,770.25
2016-08-03,769.6
2016-08-04,775.55
2016-08-05,796.45
2016-08-08,792.05
2016-08-09,789.25
2016-08-10,774.25
2016-08-11,772.75
2016-08-12,750.7
2016-08-16,724.3
2016-08-17,734.6
2016-08-18,769.65
2016-08-19,767.45
2016-08-22,765.6
2016-08-23,767.85
2016-08-24,766.05
2016-08-25,762.0
2016-08-26,764.3
2016-08-29,769.45
2016-08-30,773.4
2016-08-31,758.1
2016-09-01,766.9
2016-09-02,790.15
2016-09-06,794.0
2016-09-07,790.85
2016-09-08,785.05
2016-09-09,781.85
2016-09-12,758.95
2016-09-14,765.8
2016-09-15,790.6
2016-09-16,803.5
2016-09-19,795.95
2016-09-20,792.25
2016-09-21,810.0
2016-09-22,801.0
2016-09-23,784.1
2016-09-26,776.45
2016-09-27,776.3
2016-09-28,774.65
2016-09-29,744.9
2016-09-30,749.75
2016-10-03,767.65
2016-10-04,767.25
2016-10-05,759.25
2016-10-06,756.0
2016-10-07,766.2
2016-10-10,772.2
2016-10-13,754.0
2016-10-14,786.4
2016-10-17,803.7
2016-10-18,825.9
2016-10-19,798.35
2016-10-20,798.85
2016-10-21,802.45
2016-10-24,806.5
2016-10-25,795.35
2016-10-26,822.65
2016-10-27,810.5
2016-10-28,820.5
2016-10-30,839.45
2016-11-01,851.05
2016-11-02,878.9
2016-11-03,869.15
2016-11-04,839.25
2016-11-07,851.7
2016-11-08,850.5
2016-11-09,837.05
2016-11-10,856.9
2016-11-11,819.05
2016-11-15,772.3
2016-11-16,779.2
2016-11-17,753.15
2016-11-18,754.75
2016-11-21,738.55
2016-11-22,729.85
2016-11-23,754.85
2016-11-24,748.85
2016-11-25,773.55
2016-11-28,766.7
2016-11-29,771.4
2016-11-30,794.15
2016-12-01,785.65
2016-12-02,766.95
2016-12-05,766.85
2016-12-06,776.45
2016-12-07,787.7
2016-12-08,802.0
2016-12-09,804.65
2016-12-12,792.3
2016-12-13,795.15
2016-12-14,784.85
2016-12-15,788.5
2016-12-16,791.25
2016-12-19,779.3
2016-12-20,773.3
2016-12-21,766.95
2016-12-22,764.2
2016-12-23,761.15
2016-12-26,750.25
2016-12-27,757.65
2016-12-28,763.3
2016-12-29,760.8
2016-12-30,759.4
