Date,TORNTPHARM
2016-10-13,1632.05
2016-10-14,1637.5
2016-10-17,1629.95
2016-10-18,1648.1
2016-10-19,1623.55
2016-10-20,1604.0
2016-10-21,1582.75
2016-10-24,1612.3
2016-10-25,1600.9
2016-10-26,1566.8
2016-10-27,1425.75
2016-10-28,1415.25
2016-10-30,1416.6
2016-11-01,1379.65
2016-11-02,1343.65
2016-11-03,1317.25
2016-11-04,1294.85
2016-11-07,1333.3
2016-11-08,1314.6
2016-11-09,1354.0
2016-11-10,1354.7
2016-11-11,1304.6
2016-11-15,1255.5
2016-11-16,1227.0
2016-11-17,1264.0
2016-11-18,1310.05
2016-11-21,1305.25
2016-11-22,1335.0
2016-11-23,1338.4
2016-11-24,1346.95
2016-11-25,1366.2
2016-11-28,1406.1
2016-11-29,1408.55
2016-11-30,1377.15
2016-12-01,1391.6
2016-12-02,1346.35
2016-12-05,1335.95
2016-12-06,1346.25
2016-12-07,1343.75
2016-12-08,1343.8
2016-12-09,1339.35
2016-12-12,1347.25
2016-12-13,1312.35
2016-12-14,1322.95
2016-12-15,1307.7
2016-12-16,1305.6
2016-12-19,1300.8
2016-12-20,1291.1
2016-12-21,1327.7
2016-12-22,1298.0
2016-12-23,1282.25
2016-12-26,1262.7
2016-12-27,1291.0
2016-12-28,1294.6
2016-12-29,1283.65
2016-12-30,1317.15
