Date,IVRCLINFRA
2016-01-01,9.6
2016-01-04,9.5
2016-01-05,10.05
2016-01-06,10.05
2016-01-07,9.4
2016-01-08,9.8
2016-01-11,9.6
2016-01-12,9.35
2016-01-13,9.4
2016-01-14,9.2
2016-01-15,8.8
2016-01-18,8.25
2016-01-19,8.4
2016-01-20,7.7
2016-01-21,7.85
2016-01-22,8.1
2016-01-25,8.0
2016-01-27,7.9
2016-01-28,8.0
2016-01-29,7.95
2016-02-01,8.05
2016-02-02,7.8
2016-02-03,7.55
2016-02-04,7.45
2016-02-05,7.65
2016-02-08,7.7
2016-02-09,7.65
2016-02-10,7.4
2016-02-11,6.65
2016-02-12,6.65
2016-02-15,7.15
2016-02-16,6.8
2016-02-17,6.9
2016-02-18,6.9
2016-02-19,6.9
2016-02-22,7.25
2016-02-23,7.1
2016-02-24,7.05
2016-02-25,7.35
2016-02-26,7.05
2016-02-29,7.05
2016-03-01,7.2
2016-03-02,7.45
2016-03-03,7.45
2016-03-04,7.45
2016-03-08,7.65
2016-03-09,7.7
2016-03-10,7.75
2016-03-11,7.6
2016-03-14,7.3
2016-03-15,7.15
2016-03-16,7.15
2016-03-17,7.1
2016-03-18,7.1
2016-03-21,7.2
2016-03-22,7.1
2016-03-23,7.05
2016-03-28,6.95
2016-03-29,6.65
2016-03-30,6.75
2016-03-31,6.4
2016-04-01,5.65
2016-04-04,5.3
2016-04-05,5.25
2016-04-06,5.35
2016-04-07,5.05
2016-04-08,5.15
2016-04-11,4.9
2016-04-12,4.55
2016-04-13,4.65
2016-04-18,4.65
2016-04-20,5.0
2016-04-21,5.15
2016-04-22,5.0
2016-04-25,5.05
2016-04-26,5.1
2016-04-27,5.1
2016-04-28,5.0
2016-04-29,4.95
2016-05-02,4.95
2016-05-03,4.95
2016-05-04,4.85
2016-05-05,4.9
2016-05-06,4.8
2016-05-09,4.8
2016-05-10,4.8
2016-05-11,4.65
2016-05-12,4.65
2016-05-13,4.5
2016-05-16,4.6
2016-05-17,4.55
2016-05-18,4.5
2016-05-19,4.45
2016-05-20,4.35
2016-05-23,4.25
2016-05-24,4.1
2016-05-25,3.95
2016-05-26,3.75
2016-05-27,4.05
2016-05-30,4.25
2016-05-31,4.1
2016-06-01,4.15
2016-06-02,3.95
2016-06-03,3.95
2016-06-06,3.95
2016-06-07,3.95
2016-06-08,4.2
2016-06-09,4.15
2016-06-10,4.55
2016-06-13,4.8
2016-06-14,5.0
2016-06-15,4.95
2016-06-16,4.75
2016-06-17,4.75
2016-06-20,4.75
2016-06-21,4.7
2016-06-22,4.5
2016-06-23,4.45
2016-06-24,4.35
2016-06-27,4.45
2016-06-28,4.4
2016-06-29,4.5
2016-06-30,4.6
2016-07-01,4.65
2016-07-04,4.75
2016-07-05,5.45
2016-07-07,5.4
2016-07-08,5.2
2016-07-11,5.35
2016-07-12,5.55
2016-07-13,5.4
2016-07-14,5.55
2016-07-15,5.4
2016-07-18,5.45
2016-07-19,5.5
2016-07-20,5.65
2016-07-21,5.5
2016-07-22,5.5
2016-07-25,5.45
2016-07-26,5.3
2016-07-27,5.2
2016-07-28,5.35
2016-07-29,5.2
2016-08-01,5.1
2016-08-02,4.9
2016-08-03,4.85
2016-08-04,4.8
2016-08-05,4.9
2016-08-08,4.85
2016-08-09,4.9
2016-08-10,4.8
2016-08-11,4.8
2016-08-12,4.7
2016-08-16,4.6
2016-08-17,4.6
2016-08-18,4.65
2016-08-19,4.7
2016-08-22,4.7
2016-08-23,4.75
2016-08-24,4.75
2016-08-25,4.9
2016-08-26,4.95
2016-08-29,4.85
2016-08-30,4.8
2016-08-31,5.3
2016-09-01,5.15
2016-09-02,5.6
2016-09-06,5.5
2016-09-07,5.5
2016-09-08,5.55
2016-09-09,5.45
2016-09-12,5.25
2016-09-14,5.45
2016-09-15,5.5
2016-09-16,5.4
2016-09-19,5.45
2016-09-20,5.45
2016-09-21,5.25
2016-09-22,5.3
2016-09-23,5.15
2016-09-26,5.05
2016-09-27,5.05
2016-09-28,5.05
2016-09-29,4.65
2016-09-30,4.8
2016-10-03,5.05
2016-10-04,5.0
2016-10-05,5.0
2016-10-06,4.95
2016-10-07,4.95
2016-10-10,4.95
2016-10-13,4.9
2016-10-14,4.85
2016-10-17,4.95
2016-10-18,4.95
2016-10-19,4.9
2016-10-20,5.0
2016-10-21,4.95
2016-10-24,4.95
2016-10-25,4.9
2016-10-26,4.9
2016-10-27,4.8
2016-10-28,4.8
2016-10-30,4.9
2016-11-01,4.85
2016-11-02,4.75
2016-11-03,4.75
2016-11-04,4.6
2016-11-07,4.6
2016-11-08,4.6
2016-11-09,4.35
2016-11-10,4.5
2016-11-11,4.25
2016-11-15,3.95
2016-11-16,4.0
2016-11-17,3.95
2016-11-18,4.05
2016-11-21,3.9
2016-11-22,3.85
2016-11-23,3.95
2016-11-24,3.9
2016-11-25,4.0
2016-11-28,4.05
2016-11-29,4.25
2016-11-30,4.25
2016-12-01,4.4
2016-12-02,4.25
2016-12-05,4.3
2016-12-06,4.3
2016-12-07,4.2
2016-12-08,5.0
2016-12-09,4.85
2016-12-12,4.7
2016-12-13,4.6
2016-12-14,4.75
2016-12-15,4.7
2016-12-16,4.65
2016-12-19,4.65
2016-12-20,4.5
2016-12-21,4.45
2016-12-22,4.3
2016-12-23,4.25
2016-12-26,4.15
2016-12-27,4.2
2016-12-28,4.2
2016-12-29,4.35
2016-12-30,4.4
