Date,ZEEL
2016-01-01,432.9
2016-01-04,421.95
2016-01-05,425.05
2016-01-06,423.15
2016-01-07,415.4
2016-01-08,411.7
2016-01-11,409.6
2016-01-12,407.05
2016-01-13,414.25
2016-01-14,416.05
2016-01-15,402.4
2016-01-18,393.9
2016-01-19,394.3
2016-01-20,384.3
2016-01-21,385.65
2016-01-22,395.4
2016-01-25,391.25
2016-01-27,396.7
2016-01-28,404.6
2016-01-29,420.05
2016-02-01,416.5
2016-02-02,401.65
2016-02-03,404.0
2016-02-04,399.3
2016-02-05,409.0
2016-02-08,402.6
2016-02-09,389.45
2016-02-10,379.35
2016-02-11,369.35
2016-02-12,370.5
2016-02-15,383.9
2016-02-16,362.55
2016-02-17,370.55
2016-02-18,381.45
2016-02-19,383.85
2016-02-22,392.9
2016-02-23,387.1
2016-02-24,388.0
2016-02-25,379.5
2016-02-26,381.1
2016-02-29,372.35
2016-03-01,391.45
2016-03-02,399.25
2016-03-03,394.45
2016-03-04,396.15
2016-03-08,390.7
2016-03-09,395.45
2016-03-10,391.75
2016-03-11,398.6
2016-03-14,400.5
2016-03-15,386.3
2016-03-16,384.45
2016-03-17,387.0
2016-03-18,390.65
2016-03-21,391.0
2016-03-22,390.0
2016-03-23,388.5
2016-03-28,387.65
2016-03-29,381.9
2016-03-30,376.55
2016-03-31,386.95
2016-04-01,386.75
2016-04-04,394.75
2016-04-05,384.35
2016-04-06,387.95
2016-04-07,384.35
2016-04-08,389.1
2016-04-11,394.65
2016-04-12,405.7
2016-04-13,401.9
2016-04-18,407.75
2016-04-20,399.9
2016-04-21,399.3
2016-04-22,401.1
2016-04-25,400.7
2016-04-26,413.5
2016-04-27,407.85
2016-04-28,405.0
2016-04-29,414.9
2016-05-02,416.4
2016-05-03,419.75
2016-05-04,404.55
2016-05-05,400.45
2016-05-06,403.1
2016-05-09,420.7
2016-05-10,417.6
2016-05-11,447.95
2016-05-12,447.5
2016-05-13,448.85
2016-05-16,447.1
2016-05-17,445.2
2016-05-18,435.75
2016-05-19,438.15
2016-05-20,434.4
2016-05-23,435.65
2016-05-24,439.1
2016-05-25,442.6
2016-05-26,444.45
2016-05-27,453.4
2016-05-30,443.9
2016-05-31,443.35
2016-06-01,449.8
2016-06-02,456.65
2016-06-03,456.55
2016-06-06,454.3
2016-06-07,462.8
2016-06-08,455.75
2016-06-09,461.95
2016-06-10,458.75
2016-06-13,463.75
2016-06-14,455.55
2016-06-15,457.8
2016-06-16,451.9
2016-06-17,450.4
2016-06-20,449.95
2016-06-21,447.55
2016-06-22,448.3
2016-06-23,447.95
2016-06-24,448.4
2016-06-27,439.8
2016-06-28,436.9
2016-06-29,444.95
2016-06-30,456.5
2016-07-01,452.3
2016-07-04,461.75
2016-07-05,461.95
2016-07-07,447.85
2016-07-08,453.1
2016-07-11,454.45
2016-07-12,454.55
2016-07-13,457.0
2016-07-14,466.3
2016-07-15,471.95
2016-07-18,461.05
2016-07-19,466.45
2016-07-20,462.45
2016-07-21,453.1
2016-07-22,464.5
2016-07-25,474.75
2016-07-26,474.55
2016-07-27,487.85
2016-07-28,484.85
2016-07-29,497.3
2016-08-01,504.8
2016-08-02,499.5
2016-08-03,492.85
2016-08-04,487.5
2016-08-05,496.4
2016-08-08,500.4
2016-08-09,512.3
2016-08-10,515.0
2016-08-11,501.5
2016-08-12,506.25
2016-08-16,504.6
2016-08-17,498.0
2016-08-18,501.2
2016-08-19,503.55
2016-08-22,509.75
2016-08-23,514.6
2016-08-24,521.8
2016-08-25,510.8
2016-08-26,506.0
2016-08-29,530.1
2016-08-30,529.2
2016-08-31,539.5
2016-09-01,535.4
2016-09-02,533.45
2016-09-06,538.25
2016-09-07,535.15
2016-09-08,538.7
2016-09-09,533.4
2016-09-12,515.55
2016-09-14,518.15
2016-09-15,530.85
2016-09-16,519.45
2016-09-19,525.75
2016-09-20,525.35
2016-09-21,526.25
2016-09-22,525.65
2016-09-23,524.6
2016-09-26,530.65
2016-09-27,532.4
2016-09-28,548.0
2016-09-29,549.7
2016-09-30,546.75
2016-10-03,578.85
2016-10-04,563.3
2016-10-05,567.2
2016-10-06,554.9
2016-10-07,572.2
2016-10-10,568.6
2016-10-13,546.55
2016-10-14,528.5
2016-10-17,502.65
2016-10-18,514.1
2016-10-19,508.35
2016-10-20,520.25
2016-10-21,522.85
2016-10-24,512.05
2016-10-25,513.95
2016-10-26,516.7
2016-10-27,504.35
2016-10-28,520.35
2016-10-30,518.45
2016-11-01,509.35
2016-11-02,500.9
2016-11-03,503.25
2016-11-04,506.15
2016-11-07,507.4
2016-11-08,505.2
2016-11-09,506.15
2016-11-10,505.95
2016-11-11,482.15
2016-11-15,453.5
2016-11-16,475.3
2016-11-17,459.0
2016-11-18,446.65
2016-11-21,434.0
2016-11-22,449.4
2016-11-23,457.1
2016-11-24,439.1
2016-11-25,439.5
2016-11-28,457.7
2016-11-29,457.4
2016-11-30,455.65
2016-12-01,457.6
2016-12-02,443.1
2016-12-05,442.55
2016-12-06,446.7
2016-12-07,441.45
2016-12-08,452.85
2016-12-09,460.05
2016-12-12,452.3
2016-12-13,441.8
2016-12-14,442.45
2016-12-15,437.75
2016-12-16,442.1
2016-12-19,441.45
2016-12-20,448.5
2016-12-21,441.45
2016-12-22,441.55
2016-12-23,442.65
2016-12-26,431.8
2016-12-27,436.3
2016-12-28,443.1
2016-12-29,447.6
2016-12-30,453.05
