Date,63MOONS
2016-01-01,125.45
2016-01-04,124.75
2016-01-05,124.25
2016-01-06,118.45
2016-01-07,114.5
2016-01-08,115.1
2016-01-11,116.2
2016-01-12,114.55
2016-01-13,108.3
2016-01-14,105.05
2016-01-15,100.7
2016-01-18,101.95
2016-01-19,102.6
2016-01-20,96.0
2016-01-21,93.45
2016-01-22,96.5
2016-01-25,98.35
2016-01-27,98.2
2016-01-28,96.35
2016-01-29,104.75
2016-02-01,102.65
2016-02-02,98.65
2016-02-03,95.85
2016-02-04,96.0
2016-02-05,96.95
2016-02-08,101.0
2016-02-09,99.85
2016-02-10,97.5
2016-02-11,93.35
2016-02-12,89.9
2016-02-15,89.95
2016-02-16,90.65
2016-02-17,89.7
2016-02-18,85.45
2016-02-19,83.0
2016-02-22,82.7
2016-02-23,80.5
2016-02-24,73.9
2016-02-25,74.4
2016-02-26,73.1
2016-02-29,73.1
2016-03-01,74.6
2016-03-02,80.2
2016-03-03,80.15
2016-03-04,81.15
2016-03-08,80.55
2016-03-09,79.55
2016-03-10,79.2
2016-03-11,79.2
2016-03-14,77.75
2016-03-15,76.95
2016-03-16,75.65
2016-03-17,78.0
2016-03-18,79.55
2016-03-21,79.15
2016-03-22,80.25
2016-03-23,79.2
2016-03-28,77.45
2016-03-29,75.7
2016-03-30,76.65
2016-03-31,77.75
2016-04-01,78.6
2016-04-04,78.65
2016-04-05,76.65
2016-04-06,77.45
2016-04-07,77.7
2016-04-08,77.4
2016-04-11,78.1
2016-04-12,78.65
2016-04-13,80.15
2016-04-18,91.15
2016-04-20,89.05
2016-04-21,86.85
2016-04-22,87.2
2016-04-25,88.05
2016-04-26,88.7
2016-04-27,88.7
2016-04-28,86.7
2016-04-29,85.75
2016-05-02,89.8
2016-05-03,88.1
2016-05-04,86.25
2016-05-05,87.2
2016-05-06,85.25
2016-05-09,85.3
2016-05-10,84.45
2016-05-11,82.95
2016-05-12,83.6
2016-05-13,82.1
2016-05-16,80.9
2016-05-17,81.2
2016-05-18,80.55
2016-05-19,80.2
2016-05-20,78.55
2016-05-23,79.85
2016-05-24,78.05
2016-05-25,78.45
2016-05-26,78.65
2016-05-27,78.75
2016-05-30,80.05
2016-05-31,78.7
2016-06-01,79.15
2016-06-02,78.9
2016-06-03,85.45
2016-06-06,81.3
2016-06-07,82.45
2016-06-08,82.25
2016-06-09,85.7
2016-06-10,83.25
2016-06-13,82.9
2016-06-14,83.85
2016-06-15,84.55
2016-06-16,83.55
2016-06-17,87.6
2016-06-20,88.0
2016-06-21,87.8
2016-06-22,85.75
2016-06-23,84.8
2016-06-24,81.35
2016-06-27,82.85
2016-06-28,85.05
2016-06-29,85.75
2016-06-30,86.4
2016-07-01,87.15
2016-07-04,87.5
2016-07-05,86.55
2016-07-07,91.65
2016-07-08,93.0
2016-07-11,92.65
2016-07-12,91.35
2016-07-13,85.85
2016-07-14,86.05
2016-07-15,85.7
2016-07-18,86.45
2016-07-19,85.65
2016-07-20,81.05
2016-07-21,81.4
2016-07-22,81.5
2016-07-25,82.45
2016-07-26,82.9
2016-07-27,84.3
2016-07-28,84.45
2016-07-29,83.35
2016-08-01,82.4
2016-08-02,82.45
2016-08-03,80.95
2016-08-04,80.7
2016-08-05,81.15
2016-08-08,82.6
2016-08-09,81.8
2016-08-10,80.4
2016-08-11,79.3
2016-08-12,79.45
2016-08-16,77.55
2016-08-17,78.3
2016-08-18,78.35
2016-08-19,78.5
2016-08-22,78.35
2016-08-23,77.75
2016-08-24,78.45
2016-08-25,78.4
2016-08-26,76.65
2016-08-29,76.1
2016-08-30,76.0
2016-08-31,76.3
2016-09-01,76.1
2016-09-02,75.65
2016-09-06,76.9
2016-09-07,76.95
2016-09-08,78.0
2016-09-09,88.6
2016-09-12,86.5
2016-09-14,85.05
2016-09-15,83.2
2016-09-16,82.45
2016-09-19,83.5
2016-09-20,83.0
2016-09-21,81.6
2016-09-22,85.8
2016-09-23,83.5
2016-09-26,83.9
2016-09-27,84.45
2016-09-28,85.15
2016-09-29,78.25
2016-09-30,80.4
2016-10-03,80.8
2016-10-04,81.4
2016-10-05,80.75
2016-10-06,80.85
2016-10-07,80.7
2016-10-10,80.4
2016-10-13,79.05
2016-10-14,78.9
2016-10-17,77.75
2016-10-18,78.6
2016-10-19,85.2
2016-10-20,83.15
2016-10-21,81.9
2016-10-24,82.8
2016-10-25,83.15
2016-10-26,82.35
2016-10-27,81.3
2016-10-28,80.8
2016-10-30,81.55
2016-11-01,80.3
2016-11-02,78.85
2016-11-03,79.1
2016-11-04,77.75
2016-11-07,78.3
2016-11-08,77.8
2016-11-09,73.95
2016-11-10,76.35
2016-11-11,74.25
2016-11-15,71.85
2016-11-16,70.55
2016-11-17,70.3
2016-11-18,69.95
2016-11-21,69.55
2016-11-22,71.8
2016-11-23,71.2
2016-11-24,70.9
2016-11-25,72.2
2016-11-28,72.2
2016-11-29,73.1
2016-11-30,73.7
2016-12-01,73.2
2016-12-02,72.4
2016-12-05,72.85
2016-12-06,73.55
2016-12-07,72.9
2016-12-08,73.35
2016-12-09,75.2
2016-12-12,74.5
2016-12-13,73.2
2016-12-14,73.65
2016-12-15,73.6
2016-12-16,73.75
2016-12-19,73.85
2016-12-20,72.55
2016-12-21,72.75
2016-12-22,71.35
2016-12-23,71.2
2016-12-26,70.1
2016-12-27,69.75
2016-12-28,70.9
2016-12-29,70.5
2016-12-30,71.85
