Date,MONTECARLO
2016-01-01,536.25
2016-01-04,528.45
2016-01-05,531.25
2016-01-06,537.15
2016-01-07,516.9
2016-01-08,523.25
2016-01-11,511.45
2016-01-12,513.05
2016-01-13,505.1
2016-01-14,497.3
2016-01-15,479.65
2016-01-18,455.25
2016-01-19,463.25
2016-01-20,450.25
2016-01-21,449.65
2016-01-22,449.1
2016-01-25,453.05
2016-01-27,466.85
2016-01-28,475.1
2016-01-29,478.75
2016-02-01,495.25
2016-02-02,466.2
2016-02-03,454.6
2016-02-04,451.3
2016-02-05,447.15
2016-02-08,441.95
2016-02-09,435.75
2016-02-10,422.65
2016-02-11,392.8
2016-02-12,382.7
2016-02-15,388.6
2016-02-16,394.75
2016-02-17,407.3
2016-02-18,401.75
2016-02-19,398.55
2016-02-22,397.0
2016-02-23,395.45
2016-02-24,392.8
2016-02-25,395.55
2016-02-26,389.6
2016-02-29,375.15
2016-03-01,385.05
2016-03-02,388.55
2016-03-03,388.95
2016-03-04,387.95
2016-03-08,391.2
2016-03-09,392.5
2016-03-10,383.5
2016-03-11,387.25
2016-03-14,385.15
2016-03-15,384.3
2016-03-16,387.35
2016-03-17,390.1
2016-03-18,387.2
2016-03-21,379.95
2016-03-22,377.25
2016-03-23,369.95
2016-03-28,360.0
2016-03-29,340.45
2016-03-30,348.2
2016-03-31,350.8
2016-04-01,364.5
2016-04-04,354.85
2016-04-05,354.7
2016-04-06,358.8
2016-04-07,354.7
2016-04-08,360.55
2016-04-11,360.25
2016-04-12,358.7
2016-04-13,391.2
2016-04-18,394.7
2016-04-20,391.7
2016-04-21,385.7
2016-04-22,387.4
2016-04-25,389.0
2016-04-26,395.4
2016-04-27,396.65
2016-04-28,398.75
2016-04-29,423.95
2016-05-02,437.05
2016-05-03,444.75
2016-05-04,432.7
2016-05-05,441.55
2016-05-06,439.05
2016-05-09,433.75
2016-05-10,432.55
2016-05-11,430.9
2016-05-12,431.45
2016-05-13,434.5
2016-05-16,432.45
2016-05-17,430.1
2016-05-18,431.6
2016-05-19,428.55
2016-05-20,430.05
2016-05-23,424.1
2016-05-24,419.65
2016-05-25,432.2
2016-05-26,436.25
2016-05-27,436.55
2016-05-30,438.9
2016-05-31,410.25
2016-06-01,411.35
2016-06-02,411.95
2016-06-03,403.7
2016-06-06,397.1
2016-06-07,393.45
2016-06-08,401.3
2016-06-09,401.4
2016-06-10,406.15
2016-06-13,404.6
2016-06-14,402.6
2016-06-15,402.65
2016-06-16,400.0
2016-06-17,398.2
2016-06-20,400.6
2016-06-21,417.8
2016-06-22,416.75
2016-06-23,410.45
2016-06-24,401.75
2016-06-27,404.85
2016-06-28,408.4
2016-06-29,406.65
2016-06-30,406.8
2016-07-01,407.0
2016-07-04,410.0
2016-07-05,412.3
2016-07-07,418.55
2016-07-08,413.5
2016-07-11,418.6
2016-07-12,425.75
2016-07-13,424.5
2016-07-14,424.8
2016-07-15,424.15
2016-07-18,424.9
2016-07-19,426.5
2016-07-20,436.75
2016-07-21,439.6
2016-07-22,432.3
2016-07-25,436.9
2016-07-26,443.55
2016-07-27,439.0
2016-07-28,435.2
2016-07-29,429.95
2016-08-01,431.8
2016-08-02,451.7
2016-08-03,445.75
2016-08-04,454.5
2016-08-05,449.2
2016-08-08,451.15
2016-08-09,457.45
2016-08-10,456.55
2016-08-11,462.0
2016-08-12,456.05
2016-08-16,459.2
2016-08-17,454.1
2016-08-18,455.95
2016-08-19,453.4
2016-08-22,458.95
2016-08-23,458.8
2016-08-24,459.4
2016-08-25,459.6
2016-08-26,462.8
2016-08-29,455.2
2016-08-30,455.05
2016-08-31,460.35
2016-09-01,462.1
2016-09-02,457.4
2016-09-06,457.9
2016-09-07,456.45
2016-09-08,458.05
2016-09-09,450.35
2016-09-12,446.65
2016-09-14,451.1
2016-09-15,446.8
2016-09-16,457.15
2016-09-19,465.35
2016-09-20,462.45
2016-09-21,455.0
2016-09-22,451.6
2016-09-23,448.65
2016-09-26,444.7
2016-09-27,443.3
2016-09-28,460.95
2016-09-29,445.1
2016-09-30,458.65
2016-10-03,466.4
2016-10-04,459.75
2016-10-05,456.35
2016-10-06,456.6
2016-10-07,457.2
2016-10-10,458.25
2016-10-13,452.45
2016-10-14,452.3
2016-10-17,451.25
2016-10-18,454.6
2016-10-19,455.55
2016-10-20,462.65
2016-10-21,459.35
2016-10-24,460.5
2016-10-25,485.4
2016-10-26,487.5
2016-10-27,488.2
2016-10-28,472.0
2016-10-30,478.5
2016-11-01,479.1
2016-11-02,473.15
2016-11-03,471.25
2016-11-04,461.45
2016-11-07,462.8
2016-11-08,458.45
2016-11-09,454.85
2016-11-10,467.25
2016-11-11,457.25
2016-11-15,424.75
2016-11-16,425.25
2016-11-17,409.1
2016-11-18,408.1
2016-11-21,401.45
2016-11-22,395.05
2016-11-23,397.65
2016-11-24,401.1
2016-11-25,398.45
2016-11-28,397.65
2016-11-29,402.65
2016-11-30,406.45
2016-12-01,398.4
2016-12-02,412.9
2016-12-05,410.35
2016-12-06,407.85
2016-12-07,401.85
2016-12-08,405.9
2016-12-09,403.85
2016-12-12,398.95
2016-12-13,397.5
2016-12-14,392.3
2016-12-15,394.95
2016-12-16,372.95
2016-12-19,400.45
2016-12-20,395.4
2016-12-21,394.25
2016-12-22,400.25
2016-12-23,400.85
2016-12-26,400.95
2016-12-27,402.05
2016-12-28,417.25
2016-12-29,419.4
2016-12-30,419.5
