Date,BIL
2016-01-01,520.8
2016-01-04,533.9
2016-01-05,539.55
2016-01-06,540.15
2016-01-07,519.95
2016-01-08,522.4
2016-01-11,523.05
2016-01-12,514.65
2016-01-13,534.15
2016-01-14,544.15
2016-01-15,521.4
2016-01-18,483.35
2016-01-19,513.15
2016-01-20,494.7
2016-01-21,494.3
2016-01-22,524.75
2016-01-25,518.2
2016-01-27,524.3
2016-01-28,535.25
2016-01-29,551.6
2016-02-01,559.7
2016-02-02,552.5
2016-02-03,535.9
2016-02-04,521.65
2016-02-05,511.0
2016-02-08,496.45
2016-02-09,491.45
2016-02-10,494.45
2016-02-11,483.8
2016-02-12,493.85
2016-02-15,527.2
2016-02-16,503.7
2016-02-17,475.6
2016-02-18,473.45
2016-02-19,487.9
2016-02-22,500.2
2016-02-23,490.7
2016-02-24,478.05
2016-02-25,470.05
2016-02-26,477.5
2016-02-29,466.9
2016-03-01,462.4
2016-03-02,465.2
2016-03-03,474.15
2016-03-04,466.6
2016-03-08,460.5
2016-03-09,463.7
2016-03-10,450.6
2016-03-11,440.35
2016-03-14,440.2
2016-03-15,440.55
2016-03-16,459.9
2016-03-17,486.75
2016-03-18,475.4
2016-03-21,465.65
2016-03-22,475.3
2016-03-23,471.55
2016-03-28,459.15
2016-03-29,450.2
2016-03-30,449.55
2016-03-31,456.5
2016-04-01,457.55
2016-04-04,453.85
2016-04-05,452.65
2016-04-06,449.9
2016-04-07,463.45
2016-04-08,459.45
2016-04-11,463.3
2016-04-12,463.6
2016-04-13,450.7
2016-04-18,460.0
2016-04-20,457.35
2016-04-21,460.95
2016-04-22,465.7
2016-04-25,468.85
2016-04-26,483.55
2016-04-27,500.1
2016-04-28,520.8
2016-04-29,538.85
2016-05-02,546.65
2016-05-03,533.2
2016-05-04,539.85
2016-05-05,537.55
2016-05-06,539.85
2016-05-09,538.6
2016-05-10,549.3
2016-05-11,542.5
2016-05-12,541.1
2016-05-13,531.0
2016-05-16,532.05
2016-05-17,535.95
2016-05-18,524.05
2016-05-19,519.6
2016-05-20,520.15
2016-05-23,509.55
2016-05-24,507.2
2016-05-25,510.95
2016-05-26,501.1
2016-05-27,515.65
2016-05-30,500.25
2016-05-31,500.05
2016-06-01,524.05
2016-06-02,517.65
2016-06-03,523.65
2016-06-06,521.8
2016-06-07,511.45
2016-06-08,523.2
2016-06-09,528.5
2016-06-10,535.9
2016-06-13,532.95
2016-06-14,528.55
2016-06-15,528.6
2016-06-16,528.35
2016-06-17,524.05
2016-06-20,518.3
2016-06-21,516.4
2016-06-22,506.9
2016-06-23,512.0
2016-06-24,491.7
2016-06-27,500.75
2016-06-28,501.5
2016-06-29,506.65
2016-06-30,512.85
2016-07-01,506.75
2016-07-04,509.9
2016-07-05,513.7
2016-07-07,509.65
2016-07-08,508.75
2016-07-11,506.4
2016-07-12,499.8
2016-07-13,496.65
2016-07-14,499.5
2016-07-15,513.5
2016-07-18,510.5
2016-07-19,506.95
2016-07-20,508.7
2016-07-21,527.45
2016-07-22,535.35
2016-07-25,533.95
2016-07-26,538.4
2016-07-27,520.7
2016-07-28,528.8
2016-07-29,525.2
2016-08-01,517.2
2016-08-02,508.5
2016-08-03,508.15
2016-08-04,503.65
2016-08-05,506.05
2016-08-08,509.6
2016-08-09,543.3
2016-08-10,551.0
2016-08-11,557.55
2016-08-12,558.35
2016-08-16,544.35
2016-08-17,555.65
2016-08-18,546.45
2016-08-19,549.15
2016-08-22,544.1
2016-08-23,526.5
2016-08-24,530.95
2016-08-25,528.2
2016-08-26,523.1
2016-08-29,523.85
2016-08-30,531.1
2016-08-31,546.6
2016-09-01,544.3
2016-09-02,543.45
2016-09-06,553.15
2016-09-07,542.2
2016-09-08,556.65
2016-09-09,558.55
2016-09-12,564.45
2016-09-14,566.85
2016-09-15,568.65
2016-09-16,564.85
2016-09-19,576.4
2016-09-20,574.5
2016-09-21,565.75
2016-09-22,577.35
2016-09-23,576.4
2016-09-26,559.25
2016-09-27,554.9
2016-09-28,551.4
2016-09-29,524.65
2016-09-30,529.1
2016-10-03,544.65
2016-10-04,564.15
2016-10-05,569.65
2016-10-06,567.5
2016-10-07,581.1
2016-10-10,579.8
2016-10-13,557.5
2016-10-14,550.05
2016-10-17,555.95
2016-10-18,559.0
2016-10-19,560.2
2016-10-20,569.2
2016-10-21,574.95
2016-10-24,574.35
2016-10-25,578.65
2016-10-26,568.0
2016-10-27,558.1
2016-10-28,561.45
2016-10-30,569.0
2016-11-01,588.9
2016-11-02,614.95
2016-11-03,611.0
2016-11-04,575.05
2016-11-07,582.05
2016-11-08,566.95
2016-11-09,512.65
2016-11-10,523.75
2016-11-11,519.9
2016-11-15,478.15
2016-11-16,493.95
2016-11-17,476.95
2016-11-18,476.05
2016-11-21,469.75
2016-11-22,471.0
2016-11-23,467.7
2016-11-24,464.0
2016-11-25,477.75
2016-11-28,483.7
2016-11-29,470.85
2016-11-30,498.15
2016-12-01,493.5
2016-12-02,491.7
2016-12-05,485.0
2016-12-06,496.5
2016-12-07,505.85
2016-12-08,497.05
2016-12-09,499.9
2016-12-12,496.7
2016-12-13,497.0
2016-12-14,497.1
2016-12-15,495.0
2016-12-16,487.3
2016-12-19,482.5
2016-12-20,475.1
2016-12-21,478.0
2016-12-22,487.95
2016-12-23,485.0
2016-12-26,451.25
2016-12-27,460.45
2016-12-28,457.45
2016-12-29,476.05
2016-12-30,486.85
