Date,LUPIN
2016-01-01,1845.25
2016-01-04,1795.15
2016-01-05,1783.05
2016-01-06,1753.2
2016-01-07,1717.5
2016-01-08,1712.85
2016-01-11,1700.95
2016-01-12,1700.1
2016-01-13,1666.15
2016-01-14,1717.5
2016-01-15,1701.1
2016-01-18,1702.55
2016-01-19,1699.75
2016-01-20,1691.05
2016-01-21,1685.9
2016-01-22,1721.25
2016-01-25,1699.05
2016-01-27,1689.15
2016-01-28,1706.35
2016-01-29,1710.75
2016-02-01,1702.55
2016-02-02,1705.8
2016-02-03,1698.85
2016-02-04,1652.8
2016-02-05,1802.85
2016-02-08,1820.9
2016-02-09,1905.65
2016-02-10,1852.95
2016-02-11,1791.15
2016-02-12,1756.3
2016-02-15,1798.45
2016-02-16,1750.45
2016-02-17,1730.4
2016-02-18,1776.75
2016-02-19,1788.95
2016-02-22,1810.55
2016-02-23,1778.2
2016-02-24,1761.4
2016-02-25,1760.1
2016-02-26,1726.75
2016-02-29,1754.55
2016-03-01,1761.5
2016-03-02,1781.9
2016-03-03,1784.0
2016-03-04,1780.2
2016-03-08,1824.7
2016-03-09,1823.5
2016-03-10,1820.95
2016-03-11,1856.15
2016-03-14,1869.2
2016-03-15,1722.9
2016-03-16,1750.2
2016-03-17,1674.3
2016-03-18,1554.4
2016-03-21,1535.2
2016-03-22,1549.05
2016-03-23,1524.15
2016-03-28,1495.1
2016-03-29,1401.55
2016-03-30,1475.3
2016-03-31,1479.25
2016-04-01,1464.85
2016-04-04,1461.15
2016-04-05,1463.7
2016-04-06,1485.1
2016-04-07,1509.75
2016-04-08,1540.1
2016-04-11,1518.75
2016-04-12,1535.95
2016-04-13,1548.9
2016-04-18,1575.0
2016-04-20,1572.6
2016-04-21,1561.0
2016-04-22,1558.0
2016-04-25,1542.7
2016-04-26,1579.15
2016-04-27,1569.9
2016-04-28,1576.3
2016-04-29,1607.25
2016-05-02,1619.05
2016-05-03,1575.6
2016-05-04,1577.75
2016-05-05,1603.6
2016-05-06,1586.85
2016-05-09,1605.4
2016-05-10,1614.7
2016-05-11,1593.55
2016-05-12,1616.45
2016-05-13,1588.7
2016-05-16,1603.85
2016-05-17,1613.0
2016-05-18,1638.15
2016-05-19,1655.45
2016-05-20,1504.8
2016-05-23,1465.05
2016-05-24,1465.15
2016-05-25,1472.35
2016-05-26,1469.95
2016-05-27,1480.1
2016-05-30,1467.85
2016-05-31,1474.75
2016-06-01,1490.25
2016-06-02,1475.35
2016-06-03,1450.1
2016-06-06,1419.35
2016-06-07,1434.85
2016-06-08,1430.8
2016-06-09,1427.2
2016-06-10,1437.45
2016-06-13,1452.55
2016-06-14,1450.9
2016-06-15,1463.0
2016-06-16,1466.2
2016-06-17,1464.0
2016-06-20,1462.0
2016-06-21,1449.65
2016-06-22,1461.9
2016-06-23,1485.7
2016-06-24,1462.9
2016-06-27,1479.15
2016-06-28,1544.7
2016-06-29,1532.9
2016-06-30,1539.7
2016-07-01,1552.85
2016-07-04,1568.95
2016-07-05,1562.9
2016-07-07,1655.75
2016-07-08,1639.15
2016-07-11,1669.1
2016-07-12,1673.75
2016-07-13,1648.45
2016-07-14,1661.05
2016-07-15,1670.15
2016-07-18,1665.2
2016-07-19,1693.9
2016-07-20,1715.15
2016-07-21,1686.55
2016-07-22,1701.25
2016-07-25,1722.2
2016-07-26,1699.85
2016-07-27,1719.4
2016-07-28,1704.95
2016-07-29,1739.85
2016-08-01,1724.35
2016-08-02,1701.95
2016-08-03,1679.85
2016-08-04,1657.65
2016-08-05,1674.65
2016-08-08,1693.3
2016-08-09,1607.25
2016-08-10,1544.4
2016-08-11,1580.5
2016-08-12,1581.95
2016-08-16,1591.05
2016-08-17,1594.5
2016-08-18,1588.4
2016-08-19,1576.05
2016-08-22,1544.45
2016-08-23,1555.9
2016-08-24,1521.7
2016-08-25,1522.15
2016-08-26,1512.1
2016-08-29,1479.85
2016-08-30,1508.7
2016-08-31,1482.2
2016-09-01,1501.75
2016-09-02,1518.05
2016-09-06,1535.45
2016-09-07,1543.4
2016-09-08,1582.05
2016-09-09,1569.55
2016-09-12,1533.4
2016-09-14,1532.2
2016-09-15,1546.65
2016-09-16,1537.35
2016-09-19,1547.4
2016-09-20,1548.25
2016-09-21,1545.75
2016-09-22,1528.65
2016-09-23,1489.45
2016-09-26,1494.5
2016-09-27,1512.2
2016-09-28,1517.65
2016-09-29,1468.3
2016-09-30,1486.25
2016-10-03,1493.55
2016-10-04,1488.45
2016-10-05,1492.4
2016-10-06,1486.9
2016-10-07,1500.15
2016-10-10,1520.2
2016-10-13,1479.25
2016-10-14,1464.7
2016-10-17,1446.05
2016-10-18,1481.15
2016-10-19,1512.7
2016-10-20,1505.85
2016-10-21,1500.1
2016-10-24,1528.4
2016-10-25,1526.25
2016-10-26,1507.3
2016-10-27,1480.35
2016-10-28,1488.35
2016-10-30,1518.2
2016-11-01,1508.35
2016-11-02,1492.55
2016-11-03,1470.4
2016-11-04,1420.9
2016-11-07,1518.6
2016-11-08,1507.6
2016-11-09,1529.65
2016-11-10,1493.9
2016-11-11,1458.8
2016-11-15,1440.95
2016-11-16,1407.05
2016-11-17,1413.5
2016-11-18,1417.75
2016-11-21,1398.25
2016-11-22,1412.85
2016-11-23,1486.9
2016-11-24,1458.5
2016-11-25,1508.65
2016-11-28,1509.2
2016-11-29,1518.15
2016-11-30,1504.85
2016-12-01,1512.7
2016-12-02,1489.1
2016-12-05,1535.85
2016-12-06,1527.1
2016-12-07,1504.75
2016-12-08,1524.5
2016-12-09,1511.55
2016-12-12,1503.5
2016-12-13,1494.3
2016-12-14,1486.95
2016-12-15,1480.4
2016-12-16,1469.4
2016-12-19,1474.3
2016-12-20,1449.25
2016-12-21,1465.15
2016-12-22,1447.4
2016-12-23,1445.8
2016-12-26,1402.95
2016-12-27,1446.1
2016-12-28,1454.35
2016-12-29,1467.85
2016-12-30,1486.95
