Date,TATAINVEST
2016-01-01,544.9
2016-01-04,537.0
2016-01-05,542.8
2016-01-06,542.2
2016-01-07,531.85
2016-01-08,532.15
2016-01-11,527.85
2016-01-12,528.65
2016-01-13,523.45
2016-01-14,519.65
2016-01-15,508.25
2016-01-18,500.1
2016-01-19,502.8
2016-01-20,490.65
2016-01-21,499.1
2016-01-22,501.65
2016-01-25,505.3
2016-01-27,502.25
2016-01-28,499.7
2016-01-29,501.7
2016-02-01,510.3
2016-02-02,502.4
2016-02-03,498.4
2016-02-04,495.95
2016-02-05,499.65
2016-02-08,496.25
2016-02-09,494.35
2016-02-10,483.4
2016-02-11,473.0
2016-02-12,468.65
2016-02-15,482.0
2016-02-16,477.2
2016-02-17,477.55
2016-02-18,478.75
2016-02-19,473.5
2016-02-22,473.55
2016-02-23,470.2
2016-02-24,468.05
2016-02-25,464.0
2016-02-26,468.1
2016-02-29,461.25
2016-03-01,469.2
2016-03-02,477.55
2016-03-03,489.6
2016-03-04,487.25
2016-03-08,496.55
2016-03-09,508.15
2016-03-10,509.05
2016-03-11,512.2
2016-03-14,522.05
2016-03-15,518.45
2016-03-16,518.2
2016-03-17,494.9
2016-03-18,492.35
2016-03-21,485.15
2016-03-22,484.15
2016-03-23,487.85
2016-03-28,472.2
2016-03-29,466.65
2016-03-30,475.55
2016-03-31,472.3
2016-04-01,478.0
2016-04-04,487.45
2016-04-05,482.7
2016-04-06,483.4
2016-04-07,482.85
2016-04-08,494.45
2016-04-11,499.65
2016-04-12,497.95
2016-04-13,496.5
2016-04-18,496.2
2016-04-20,498.5
2016-04-21,499.3
2016-04-22,500.4
2016-04-25,501.8
2016-04-26,504.15
2016-04-27,501.85
2016-04-28,500.0
2016-04-29,499.35
2016-05-02,497.0
2016-05-03,498.85
2016-05-04,498.85
2016-05-05,495.0
2016-05-06,494.2
2016-05-09,495.5
2016-05-10,493.85
2016-05-11,492.9
2016-05-12,491.1
2016-05-13,490.2
2016-05-16,489.35
2016-05-17,541.95
2016-05-18,544.3
2016-05-19,525.2
2016-05-20,527.2
2016-05-23,525.3
2016-05-24,509.25
2016-05-25,516.3
2016-05-26,520.25
2016-05-27,522.9
2016-05-30,520.4
2016-05-31,521.15
2016-06-01,533.7
2016-06-02,523.05
2016-06-03,520.35
2016-06-06,511.75
2016-06-07,520.4
2016-06-08,519.95
2016-06-09,518.6
2016-06-10,518.6
2016-06-13,510.15
2016-06-14,509.7
2016-06-15,511.05
2016-06-16,509.7
2016-06-17,511.0
2016-06-20,511.85
2016-06-21,513.25
2016-06-22,510.45
2016-06-23,512.05
2016-06-24,500.25
2016-06-27,500.95
2016-06-28,502.1
2016-06-29,504.2
2016-06-30,514.3
2016-07-01,512.25
2016-07-04,529.0
2016-07-05,523.25
2016-07-07,520.5
2016-07-08,515.75
2016-07-11,515.4
2016-07-12,515.85
2016-07-13,514.65
2016-07-14,515.35
2016-07-15,514.4
2016-07-18,514.2
2016-07-19,507.25
2016-07-20,507.55
2016-07-21,505.15
2016-07-22,503.8
2016-07-25,505.95
2016-07-26,504.55
2016-07-27,503.85
2016-07-28,502.65
2016-07-29,501.55
2016-08-01,501.6
2016-08-02,497.05
2016-08-03,492.95
2016-08-04,498.7
2016-08-05,499.15
2016-08-08,504.7
2016-08-09,509.65
2016-08-10,502.7
2016-08-11,510.35
2016-08-12,510.2
2016-08-16,502.3
2016-08-17,503.25
2016-08-18,508.7
2016-08-19,520.05
2016-08-22,518.65
2016-08-23,517.85
2016-08-24,570.75
2016-08-25,565.45
2016-08-26,558.75
2016-08-29,559.35
2016-08-30,577.2
2016-08-31,571.9
2016-09-01,559.65
2016-09-02,572.25
2016-09-06,574.85
2016-09-07,571.75
2016-09-08,592.95
2016-09-09,590.1
2016-09-12,561.95
2016-09-14,617.5
2016-09-15,659.3
2016-09-16,646.2
2016-09-19,647.85
2016-09-20,644.45
2016-09-21,643.75
2016-09-22,639.0
2016-09-23,629.6
2016-09-26,619.1
2016-09-27,611.6
2016-09-28,608.85
2016-09-29,588.25
2016-09-30,606.75
2016-10-03,612.95
2016-10-04,612.05
2016-10-05,639.75
2016-10-06,621.05
2016-10-07,616.4
2016-10-10,619.3
2016-10-13,606.85
2016-10-14,606.15
2016-10-17,616.05
2016-10-18,621.8
2016-10-19,625.4
2016-10-20,621.15
2016-10-21,620.4
2016-10-24,620.35
2016-10-25,611.4
2016-10-26,609.3
2016-10-27,575.75
2016-10-28,587.8
2016-10-30,592.5
2016-11-01,590.7
2016-11-02,574.25
2016-11-03,568.05
2016-11-04,547.95
2016-11-07,555.05
2016-11-08,555.25
2016-11-09,545.7
2016-11-10,563.25
2016-11-11,549.1
2016-11-15,534.85
2016-11-16,529.65
2016-11-17,534.5
2016-11-18,539.05
2016-11-21,515.95
2016-11-22,514.1
2016-11-23,528.75
2016-11-24,527.6
2016-11-25,540.1
2016-11-28,552.35
2016-11-29,559.45
2016-11-30,573.15
2016-12-01,572.35
2016-12-02,557.9
2016-12-05,567.15
2016-12-06,598.0
2016-12-07,579.2
2016-12-08,578.8
2016-12-09,577.85
2016-12-12,574.1
2016-12-13,573.2
2016-12-14,568.35
2016-12-15,563.0
2016-12-16,565.05
2016-12-19,565.1
2016-12-20,562.45
2016-12-21,557.8
2016-12-22,552.7
2016-12-23,554.0
2016-12-26,546.5
2016-12-27,549.7
2016-12-28,553.4
2016-12-29,552.95
2016-12-30,560.1
