Date,BALPHARMA
2016-01-01,124.2
2016-01-04,121.2
2016-01-05,133.3
2016-01-06,145.6
2016-01-07,135.0
2016-01-08,132.55
2016-01-11,145.25
2016-01-12,159.2
2016-01-13,143.3
2016-01-14,137.65
2016-01-15,123.95
2016-01-18,111.6
2016-01-19,109.35
2016-01-20,103.9
2016-01-21,98.75
2016-01-22,95.1
2016-01-25,98.9
2016-01-27,98.9
2016-01-28,98.65
2016-01-29,103.55
2016-02-01,108.7
2016-02-02,112.5
2016-02-03,107.35
2016-02-04,102.3
2016-02-05,104.65
2016-02-08,108.75
2016-02-09,112.35
2016-02-10,110.2
2016-02-11,99.2
2016-02-12,89.3
2016-02-15,90.3
2016-02-16,82.4
2016-02-17,80.1
2016-02-18,84.05
2016-02-19,88.25
2016-02-22,87.15
2016-02-23,90.85
2016-02-24,87.65
2016-02-25,91.25
2016-02-26,86.85
2016-02-29,86.5
2016-03-01,85.15
2016-03-02,89.4
2016-03-03,93.85
2016-03-04,102.55
2016-03-08,100.55
2016-03-09,110.35
2016-03-10,106.65
2016-03-11,114.45
2016-03-14,115.55
2016-03-15,111.3
2016-03-16,111.75
2016-03-17,107.55
2016-03-18,111.75
2016-03-21,108.5
2016-03-22,105.15
2016-03-23,101.5
2016-03-28,99.3
2016-03-29,102.15
2016-03-30,105.9
2016-03-31,101.05
2016-04-01,105.1
2016-04-04,107.6
2016-04-05,103.65
2016-04-06,102.65
2016-04-07,103.25
2016-04-08,102.65
2016-04-11,103.1
2016-04-12,102.8
2016-04-13,103.8
2016-04-18,103.35
2016-04-20,103.25
2016-04-21,103.25
2016-04-22,101.9
2016-04-25,98.7
2016-04-26,97.35
2016-04-27,98.75
2016-04-28,96.85
2016-04-29,98.4
2016-05-02,97.6
2016-05-03,97.2
2016-05-04,97.2
2016-05-05,95.05
2016-05-06,94.3
2016-05-09,94.9
2016-05-10,99.55
2016-05-11,99.5
2016-05-12,99.45
2016-05-13,98.15
2016-05-16,99.55
2016-05-17,96.8
2016-05-18,96.2
2016-05-19,96.8
2016-05-20,96.75
2016-05-23,95.6
2016-05-24,93.5
2016-05-25,96.6
2016-05-26,89.2
2016-05-27,86.8
2016-05-30,88.75
2016-05-31,85.15
2016-06-01,90.55
2016-06-02,89.05
2016-06-03,88.6
2016-06-06,86.55
2016-06-07,89.3
2016-06-08,89.45
2016-06-09,88.15
2016-06-10,89.35
2016-06-13,86.85
2016-06-14,88.25
2016-06-15,88.95
2016-06-16,90.35
2016-06-17,88.05
2016-06-20,88.05
2016-06-21,88.6
2016-06-22,88.75
2016-06-23,89.85
2016-06-24,84.3
2016-06-27,86.6
2016-06-28,87.15
2016-06-29,86.85
2016-06-30,88.15
2016-07-01,87.65
2016-07-04,90.1
2016-07-05,88.65
2016-07-07,87.55
2016-07-08,88.55
2016-07-11,106.0
2016-07-12,101.0
2016-07-13,99.85
2016-07-14,100.9
2016-07-15,102.4
2016-07-18,99.6
2016-07-19,101.65
2016-07-20,102.9
2016-07-21,98.4
2016-07-22,102.35
2016-07-25,99.1
2016-07-26,102.25
2016-07-27,97.95
2016-07-28,98.25
2016-07-29,97.3
2016-08-01,97.35
2016-08-02,95.05
2016-08-03,91.35
2016-08-04,93.05
2016-08-05,92.25
2016-08-08,91.0
2016-08-09,90.3
2016-08-10,89.45
2016-08-11,86.5
2016-08-12,84.45
2016-08-16,83.0
2016-08-17,83.95
2016-08-18,85.65
2016-08-19,85.1
2016-08-22,83.05
2016-08-23,83.55
2016-08-24,88.0
2016-08-25,90.05
2016-08-26,90.65
2016-08-29,88.5
2016-08-30,88.65
2016-08-31,87.25
2016-09-01,88.9
2016-09-02,89.8
2016-09-06,89.35
2016-09-07,88.2
2016-09-08,90.8
2016-09-09,91.15
2016-09-12,88.75
2016-09-14,90.55
2016-09-15,90.0
2016-09-16,100.95
2016-09-19,99.9
2016-09-20,97.15
2016-09-21,98.9
2016-09-22,96.8
2016-09-23,95.1
2016-09-26,99.8
2016-09-27,104.0
2016-09-28,109.15
2016-09-29,97.0
2016-09-30,108.8
2016-10-03,116.25
2016-10-04,121.55
2016-10-05,116.35
2016-10-06,119.1
2016-10-07,112.9
2016-10-10,114.75
2016-10-13,109.45
2016-10-14,113.95
2016-10-17,112.75
2016-10-18,116.2
2016-10-19,116.35
2016-10-20,114.65
2016-10-21,118.5
2016-10-24,118.45
2016-10-25,117.15
2016-10-26,115.45
2016-10-27,114.6
2016-10-28,112.2
2016-10-30,112.95
2016-11-01,115.5
2016-11-02,111.05
2016-11-03,107.8
2016-11-04,104.0
2016-11-07,110.8
2016-11-08,109.45
2016-11-09,106.05
2016-11-10,108.75
2016-11-11,103.95
2016-11-15,99.05
2016-11-16,97.25
2016-11-17,96.8
2016-11-18,96.5
2016-11-21,89.3
2016-11-22,89.75
2016-11-23,94.75
2016-11-24,93.45
2016-11-25,95.65
2016-11-28,100.2
2016-11-29,101.55
2016-11-30,102.15
2016-12-01,101.0
2016-12-02,99.1
2016-12-05,99.75
2016-12-06,99.4
2016-12-07,98.05
2016-12-08,101.1
2016-12-09,99.55
2016-12-12,100.25
2016-12-13,99.95
2016-12-14,99.25
2016-12-15,99.15
2016-12-16,97.85
2016-12-19,96.95
2016-12-20,96.15
2016-12-21,94.85
2016-12-22,92.95
2016-12-23,92.7
2016-12-26,89.7
2016-12-27,90.3
2016-12-28,89.3
2016-12-29,90.05
2016-12-30,90.9
