Date,PLASTIBLEN
2016-01-01,442.3
2016-01-04,490.25
2016-01-05,494.7
2016-01-06,481.55
2016-01-07,460.05
2016-01-08,464.05
2016-01-11,460.05
2016-01-12,457.3
2016-01-13,441.05
2016-01-14,426.9
2016-01-15,426.25
2016-01-18,400.65
2016-01-19,405.5
2016-01-20,389.8
2016-01-21,388.9
2016-01-22,405.15
2016-01-25,424.25
2016-01-27,419.0
2016-01-28,418.2
2016-01-29,411.9
2016-02-01,406.35
2016-02-02,388.65
2016-02-03,390.3
2016-02-04,385.15
2016-02-05,394.65
2016-02-08,397.0
2016-02-09,386.8
2016-02-10,375.15
2016-02-11,360.25
2016-02-12,371.2
2016-02-15,375.8
2016-02-16,355.6
2016-02-17,356.75
2016-02-18,360.9
2016-02-19,360.7
2016-02-22,358.25
2016-02-23,350.6
2016-02-24,341.4
2016-02-25,348.2
2016-02-26,337.4
2016-02-29,342.1
2016-03-01,351.6
2016-03-02,368.95
2016-03-03,376.85
2016-03-04,379.2
2016-03-08,389.7
2016-03-09,393.95
2016-03-10,398.9
2016-03-11,410.15
2016-03-14,423.1
2016-03-15,409.95
2016-03-16,403.95
2016-03-17,392.45
2016-03-18,388.35
2016-03-21,399.6
2016-03-22,401.4
2016-03-23,397.7
2016-03-28,391.1
2016-03-29,393.3
2016-03-30,392.55
2016-03-31,397.6
2016-04-01,400.95
2016-04-04,407.4
2016-04-05,405.25
2016-04-06,408.0
2016-04-07,406.5
2016-04-08,425.6
2016-04-11,427.55
2016-04-12,433.95
2016-04-13,432.05
2016-04-18,429.3
2016-04-20,429.9
2016-04-21,423.05
2016-04-22,427.25
2016-04-25,425.2
2016-04-26,423.35
2016-04-27,422.4
2016-04-28,416.05
2016-04-29,418.55
2016-05-02,420.45
2016-05-03,418.05
2016-05-04,413.85
2016-05-05,415.45
2016-05-06,419.05
2016-05-09,419.55
2016-05-10,417.3
2016-05-11,416.45
2016-05-12,417.75
2016-05-13,414.45
2016-05-16,417.7
2016-05-17,423.9
2016-05-18,428.25
2016-05-19,429.9
2016-05-20,439.3
2016-05-23,433.9
2016-05-24,431.35
2016-05-25,433.25
2016-05-26,428.95
2016-05-27,417.55
2016-05-30,415.7
2016-05-31,406.25
2016-06-01,424.4
2016-06-02,416.6
2016-06-03,416.25
2016-06-06,412.5
2016-06-07,421.15
2016-06-08,420.65
2016-06-09,420.65
2016-06-10,415.25
2016-06-13,420.2
2016-06-14,424.0
2016-06-15,429.65
2016-06-16,425.4
2016-06-17,427.75
2016-06-20,426.55
2016-06-21,426.1
2016-06-22,425.35
2016-06-23,427.5
2016-06-24,417.0
2016-06-27,419.6
2016-06-28,454.95
2016-06-29,456.3
2016-06-30,462.0
2016-07-01,454.8
2016-07-04,450.45
2016-07-05,458.3
2016-07-07,450.7
2016-07-08,442.7
2016-07-11,446.7
2016-07-12,437.85
2016-07-13,445.65
2016-07-14,451.45
2016-07-15,451.0
2016-07-18,443.55
2016-07-19,432.1
2016-07-20,438.05
2016-07-21,413.5
2016-07-22,417.2
2016-07-25,413.4
2016-07-26,414.65
2016-07-27,427.45
2016-07-28,418.25
2016-07-29,424.8
2016-08-01,427.8
2016-08-02,425.1
2016-08-03,425.1
2016-08-04,429.8
2016-08-05,424.9
2016-08-08,434.85
2016-08-09,437.85
2016-08-10,427.35
2016-08-11,424.2
2016-08-12,427.85
2016-08-16,425.25
2016-08-17,426.2
2016-08-18,429.2
2016-08-19,428.15
2016-08-22,431.15
2016-08-23,426.05
2016-08-24,431.7
2016-08-25,429.75
2016-08-26,425.1
2016-08-29,430.35
2016-08-30,424.55
2016-08-31,425.35
2016-09-01,425.0
2016-09-02,432.6
2016-09-06,422.3
2016-09-07,425.15
2016-09-08,430.25
2016-09-09,429.25
2016-09-12,418.2
2016-09-14,424.05
2016-09-15,422.1
2016-09-16,422.65
2016-09-19,422.95
2016-09-20,422.6
2016-09-21,420.65
2016-09-22,435.9
2016-09-23,445.15
2016-09-26,443.25
2016-09-27,430.35
2016-09-28,431.7
2016-09-29,429.15
2016-09-30,428.35
2016-10-03,439.6
2016-10-04,428.3
2016-10-05,433.3
2016-10-06,421.55
2016-10-07,431.15
2016-10-10,439.95
2016-10-13,424.75
2016-10-14,432.25
2016-10-17,440.4
2016-10-18,440.15
2016-10-19,443.35
2016-10-20,478.45
2016-10-21,465.6
2016-10-24,463.45
2016-10-25,490.35
2016-10-26,474.55
2016-10-27,474.7
2016-10-28,541.85
2016-10-30,544.35
2016-11-01,531.8
2016-11-02,515.4
2016-11-03,538.35
2016-11-04,531.35
2016-11-07,537.5
2016-11-08,530.5
2016-11-09,524.65
2016-11-10,526.95
2016-11-11,495.6
2016-11-15,448.8
2016-11-16,457.95
2016-11-17,441.6
2016-11-18,438.5
2016-11-21,431.55
2016-11-22,440.5
2016-11-23,466.1
2016-11-24,458.5
2016-11-25,471.25
2016-11-28,478.7
2016-11-29,472.25
2016-11-30,483.8
2016-12-01,485.4
2016-12-02,480.2
2016-12-05,475.05
2016-12-06,484.9
2016-12-07,495.1
2016-12-08,490.5
2016-12-09,482.8
2016-12-12,478.55
2016-12-13,484.85
2016-12-14,474.5
2016-12-15,459.25
2016-12-16,464.0
2016-12-19,459.95
2016-12-20,454.95
2016-12-21,447.2
2016-12-22,442.2
2016-12-23,452.95
2016-12-26,436.9
2016-12-27,446.1
2016-12-28,452.2
2016-12-29,457.05
2016-12-30,452.75
